Gene = Spc105R
index = 1511
Annotated 5SS: [  96  261 1059 5450 5965]
Annotated 3SS: [ 156  312 1134 5511 6023]
SMsplice 5SS: [  96  261 1059 1300 5450 5965]
SMsplice 3SS: [ 156  312 1134 5263 5511 6023]
top_k =  500
Partition function (log Z): 1.0685376945059857

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9832206391014638
Position 261: 0.9676150391025824
Position 1059: 0.9661298918073626
Position 5450: 0.8925384619814102
Position 1300: 0.8897574566666154
Position 5965: 0.7854175075692933
Position 794: 0.32558483243789643
Position 1348: 0.09229378506471235
Position 5720: 0.027019200866502332
Position 5675: 0.024769118143873226
Position 6122: 0.021225934581022066
Position 5616: 0.01324043975827127
Position 3623: 0.011033676991915122
Position 252: 0.010797529594198167
Position 1038: 0.010740582594991886
Position 767: 0.009077628243632825
Position 5672: 0.007192334551753771
Position 256: 0.006433391607618158
Position 5982: 0.003971058667980977
Position 1880: 0.003950002146994512
Position 265: 0.0037481923567320905
Position 942: 0.003268045733429536
Position 1063: 0.0031380256483517924
Position 2965: 0.002765590611549063
Position 270: 0.002456548705166151
Position 6266: 0.002031071575351988
Position 2941: 0.0018392015799479416
Position 929: 0.001479468589065285
Position 723: 0.0009273617548582791
Position 91: 0.0007823447794079402
Position 798: 0.0007508906119353336
Position 770: 0.0007285663732398357
Position 4017: 0.0006664206224075923
Position 719: 0.0006453785339351245
Position 2161: 0.0005955702583118697
Position 100: 0.000559409370809269
Position 656: 0.0002398532953321218
Position 1074: 0.00014917086724594737
Position 425: 0.00011378927501775591
Position 502: 8.343489561863381e-05
Position 998: 7.770674479215702e-05
Position 506: 7.315867429137756e-05
Position 524: 6.720346328210429e-05
Position 285: 6.408612739323582e-05
Position 355: 4.625904794598193e-05
Position 434: 3.283818122606293e-05
Position 900: 3.265268559215192e-05
Position 236: 3.0080235335194115e-05
Position 5142: 2.7279137952809553e-05
Position 52: 2.305516483150679e-05
Position 743: 1.8477264304098382e-05
Position 1828: 1.8230722668035795e-05
Position 242: 1.3888596611323333e-05
Position 712: 1.0852744715824393e-05
Position 400: 8.133091437908006e-06
Position 1708: 7.968137919554721e-06
Position 161: 7.4475593104481444e-06
Position 362: 6.632211930843692e-06
Position 1373: 6.278555763964961e-06
Position 166: 5.0227524119835245e-06
Position 201: 4.626901361477798e-06
Position 1744: 3.391676868991577e-06
Position 136: 3.1403795994689723e-06
Position 20: 1.8285272505540435e-06
Position 1459: 1.821170441380795e-06
Position 1544: 1.185480676968822e-06
Position 692: 1.02539128238463e-06
Position 1780: 6.217213958569666e-07
Position 364: 4.770233498174029e-07
Position 869: 4.5569486831067194e-07
Position 2106: 1.9314864535893899e-07
Position 1408: 1.6578888751642735e-07
Position 1367: 1.6011967338776825e-07
Position 320: 1.0018808935920973e-07
Position 494: 7.750592312945385e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1134: 0.9885198118501466
Position 156: 0.9840132245685156
Position 5511: 0.7905595195741267
Position 6023: 0.7821310048193931
Position 312: 0.6488052208400149
Position 5263: 0.36700142221393794
Position 334: 0.31980663947691923
Position 863: 0.2686047994422919
Position 4953: 0.1822062021195688
Position 4182: 0.13572429471768527
Position 5514: 0.10472180427590119
Position 3725: 0.0947169657575081
Position 5805: 0.06152683701679529
Position 900: 0.0546096963975089
Position 4416: 0.04339373113191215
Position 5738: 0.04036618507821955
Position 5587: 0.027363267147879476
Position 4481: 0.023374509265914507
Position 6047: 0.021575393899605763
Position 6192: 0.021107330329748614
Position 331: 0.01627989723588296
Position 5653: 0.015869737409700047
Position 4552: 0.015423587550401505
Position 4704: 0.012315653941282846
Position 4959: 0.009610143068807794
Position 3530: 0.00786693004233545
Position 3533: 0.006531872578830631
Position 3967: 0.004909297128985842
Position 3809: 0.003452120019399569
Position 6028: 0.002969426453295701
Position 2679: 0.0023918281265642013
Position 6346: 0.0021500817355705856
Position 5590: 0.0017996533511245145
Position 869: 0.0017933585641539116
Position 517: 0.0017632110401851712
Position 961: 0.0015692397978215738
Position 1104: 0.0014831413564742526
Position 1888: 0.001468527096773536
Position 6009: 0.001463195518996278
Position 979: 0.0013022647324831887
Position 1093: 0.0010296172434281423
Position 3465: 0.0007302989613190208
Position 636: 0.0006584495728031868
Position 1027: 0.000408962202685396
Position 1459: 0.0003557010277301281
Position 165: 0.00034875110673174324
Position 6051: 0.0003108508129915231
Position 1913: 0.00027744982659826236
Position 3506: 0.0002746595754057188
Position 6075: 0.0002569776475698716
Position 2748: 0.0002464069594515656
Position 2688: 0.00018113788145996136
Position 3144: 0.0001651284918497483
Position 2765: 0.00015958068593686274
Position 2194: 0.0001347508031818976
Position 2513: 0.00011796407662570284
Position 1606: 0.00011288795948066874
Position 474: 9.456445000138485e-05
Position 2069: 8.160010042353076e-05
