Gene = RNaseX25
index = 1401
Annotated 5SS: [155]
Annotated 3SS: [353]
SMsplice 5SS: [155]
SMsplice 3SS: [353]
top_k =  500
Partition function (log Z): -4.15767483126816

Sorted 5' Splice Sites (High to Low Probability):
Position 155: 0.9970004457547429
Position 1602: 0.007220652697770904
Position 1428: 0.004567155217738519
Position 837: 0.0027307156400643473
Position 990: 0.002135608149818219
Position 1073: 0.001591168595687796
Position 863: 0.001528640239767576
Position 233: 0.0013724700147950376
Position 1688: 0.0013302609877542928
Position 262: 0.0013166088147722223
Position 385: 0.0012191572934549223
Position 1210: 0.0011711304121954412
Position 422: 0.0010472230204535973
Position 486: 0.0005189679509353945
Position 1700: 0.0004226916945705429
Position 1254: 0.00042122003554810784
Position 1356: 0.00029195933435044685
Position 870: 0.0002815263506472205
Position 271: 0.0002491508232503657
Position 1576: 0.0002361561016096768
Position 1099: 0.00022645026736398805
Position 1142: 0.00021707381459026902
Position 1242: 0.0002032790423054519
Position 1557: 0.0001745571313350267
Position 1287: 0.0001307441820186973
Position 1598: 0.00013040102930806437
Position 811: 0.00012306435942738376
Position 1262: 0.00012201474772476345
Position 1224: 0.00010479511398426478
Position 952: 9.334668212090705e-05
Position 1538: 9.230281593918157e-05
Position 474: 7.096397344772754e-05
Position 129: 6.61844959863071e-05
Position 928: 5.9250733314543566e-05
Position 1245: 5.768625771971135e-05
Position 1200: 5.2197243762652873e-05
Position 1270: 4.077043852172209e-05
Position 434: 2.6192368042598384e-05
Position 582: 2.4961483672229404e-05
Position 538: 2.4070056262209598e-05
Position 159: 2.0416214631003534e-05
Position 587: 1.805912019129465e-05
Position 407: 1.682627013733693e-05
Position 606: 1.6399863370026042e-05
Position 255: 1.4951914144034705e-05
Position 1112: 1.1828801891885875e-05
Position 1319: 1.0644969492429825e-05
Position 511: 9.547780820443022e-06
Position 1216: 8.37099881245618e-06
Position 1168: 6.471549912425877e-06
Position 95: 5.5625194695419045e-06
Position 1745: 3.961491946574461e-06
Position 1358: 3.607022606819821e-06
Position 53: 2.6137331047047927e-06
Position 1405: 2.39405688972321e-07
Position 1103: 1.6530396186087047e-07
Position 490: 4.800137273940755e-09
Position 762: 2.4406560718334254e-09
Position 363: 2.052253825742008e-09
Position 1093: 1.86385961092922e-09
Position 105: 1.1784067351807525e-09
Position 780: 3.8884982109552744e-10
Position 1105: 2.829388627938407e-10
Position 879: 1.8804393961206277e-10
Position 121: 5.613508442363968e-11
Position 333: 1.7243278030523377e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 353: 0.9730892720277424
Position 1761: 0.013901307701883628
Position 305: 0.007547702441329545
Position 1649: 0.006617334192465541
Position 1476: 0.006243789635182132
Position 892: 0.003299903809939824
Position 1043: 0.0022835357830035376
Position 1145: 0.0022108329913378536
Position 1528: 0.0019186710639315777
Position 1772: 0.0018415354807099055
Position 1820: 0.0014489113165158068
Position 302: 0.001428152532136787
Position 469: 0.0009759269238188079
Position 255: 0.0008864249563951825
Position 1261: 0.0008649565001360563
Position 1163: 0.0005691903425268044
Position 1678: 0.0005492305121232156
Position 1598: 0.000530106341413809
Position 451: 0.0005202230905686099
Position 745: 0.00044801248990419476
Position 495: 0.0003634274153269778
Position 1416: 0.00020314737262036204
Position 1307: 0.00018037974043071215
Position 261: 0.00016549253682310606
Position 692: 0.00012256640125953193
Position 1083: 0.00010648874996402998
Position 579: 9.81856043559111e-05
Position 1279: 7.256144470275274e-05
Position 952: 6.16261949062068e-05
Position 402: 6.154805703173968e-05
Position 1657: 3.545763130411773e-05
Position 396: 3.455445402588315e-05
Position 422: 2.9515293196166365e-05
Position 600: 2.593568457302336e-05
Position 849: 1.6427541060346168e-05
Position 1446: 1.5569290757448608e-05
Position 587: 1.541307316222977e-05
Position 412: 1.466222366965286e-05
Position 582: 9.15397629648345e-06
Position 1828: 8.692999352070356e-06
Position 1013: 7.546349625276675e-06
Position 1224: 6.0826001032802096e-06
Position 723: 4.08391110145097e-06
Position 1791: 3.4622697324142556e-06
Position 564: 2.928650712834845e-06
Position 271: 2.0010410773204853e-06
Position 154: 9.38240172728577e-07
Position 711: 2.6652552398885225e-08
Position 159: 4.6662425907032946e-11
Position 393: 1.5849825014584543e-11
Position 483: 8.417662975395389e-15
