Gene = grnd
index = 1719
Annotated 5SS: [ 786 1518]
Annotated 3SS: [1208 1599]
SMsplice 5SS: [ 786 1518]
SMsplice 3SS: [1208 1599]
top_k =  500
Partition function (log Z): -4.005778822255719

Sorted 5' Splice Sites (High to Low Probability):
Position 1518: 0.9777798410060156
Position 844: 0.33690459974719006
Position 961: 0.11299259482574442
Position 346: 0.10555427304171695
Position 519: 0.07956950497886138
Position 96: 0.06663676339178455
Position 790: 0.04523002300341375
Position 645: 0.040639099155993084
Position 380: 0.03848601803050435
Position 922: 0.03149315738858883
Position 1792: 0.02547105678578397
Position 728: 0.01961262312741346
Position 1524: 0.01925907158995113
Position 873: 0.016856311123827468
Position 89: 0.016797780576021232
Position 460: 0.015247266846967934
Position 34: 0.014411612721503745
Position 623: 0.013070937808690014
Position 2010: 0.012479432845473173
Position 983: 0.01160830942557242
Position 1872: 0.01131992608535184
Position 1728: 0.007676148639584111
Position 1136: 0.007193233612165733
Position 350: 0.006002046532286039
Position 106: 0.0059906710701734395
Position 371: 0.005176038615585769
Position 240: 0.005013522606307899
Position 138: 0.004838977306842756
Position 7: 0.004579744952444489
Position 895: 0.004392682218535039
Position 1130: 0.0038929633118987977
Position 780: 0.003789304153759547
Position 378: 0.0035166294531301925
Position 1857: 0.003471583865677615
Position 38: 0.00306206670975467
Position 66: 0.0029999206684305606
Position 766: 0.0029241743290421627
Position 1109: 0.002604997889052582
Position 443: 0.002280139300970275
Position 1887: 0.00225013925042821
Position 1638: 0.00224267040720932
Position 2472: 0.0021199413322735877
Position 867: 0.0020787474932357462
Position 354: 0.001994139925821118
Position 282: 0.0015374439469606805
Position 195: 0.0012875725131205247
Position 52: 0.0011666516749242214
Position 136: 0.0009883257592260323
Position 557: 0.0009115170988881465
Position 446: 0.0008772091259981919
Position 1041: 0.0007913029934430853
Position 856: 0.0007408735466264253
Position 1838: 0.0006613685541308436
Position 565: 0.0006143643174556375
Position 553: 0.0005985645149664301
Position 760: 0.0005206216898855588
Position 205: 0.00047751435691016804
Position 909: 0.0004222125013482299
Position 1725: 0.0004180564149268549
Position 1683: 0.0004140034153614414
Position 1544: 0.00040926746291082593
Position 45: 0.00034930612837731563
Position 292: 0.00032604603285851715
Position 2024: 0.000299330529884394
Position 1737: 0.00025500524581167103
Position 677: 0.00025363120134032314
Position 612: 0.0002527324050315214
Position 2121: 0.00022367715751526858
Position 452: 0.0001984652405351612
Position 1061: 0.0001922957414512697
Position 402: 0.00018874001379477032
Position 1052: 0.0001832576519337047
Position 1377: 0.0001644535872637008
Position 1770: 0.00010298048088286817
Position 197: 7.947845968803471e-05
Position 1946: 7.42711496198465e-05
Position 944: 6.524009800733354e-05
Position 2340: 6.104344175145634e-05
Position 591: 5.47073117039188e-05
Position 3: 5.09424109950837e-05
Position 1354: 4.262735167870506e-05
Position 2355: 3.7788158541118396e-05
Position 360: 3.6257455858719705e-05
Position 2510: 3.138156180773326e-05
Position 1921: 3.0094200432980665e-05
Position 1522: 2.9295350165279273e-05
Position 2193: 2.8425308280403124e-05
Position 718: 2.6910360226155083e-05
Position 1666: 2.4971313758269015e-05
Position 1538: 1.3702263234503734e-05
Position 2448: 7.817791728778764e-06
Position 2476: 6.792893351280287e-06
Position 2397: 5.640903993879898e-06
Position 2452: 5.532390474746534e-06
Position 2362: 4.582848517616117e-06
Position 570: 2.922106561114225e-06
Position 2258: 2.4658257879300255e-06
Position 1509: 4.663151719446647e-07
Position 1820: 1.436527589294156e-07
Position 1321: 1.169263157331072e-07
Position 1612: 3.6177353373355563e-08
Position 1956: 3.404281830252454e-08
Position 170: 1.575446851390753e-08
Position 1620: 1.2770875426160444e-08
Position 172: 1.1323162923875988e-08
Position 264: 5.6307484407128836e-09
Position 1600: 8.855107101257142e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1599: 0.9742186544480356
Position 1208: 0.84765626586545
Position 909: 0.12529678192812044
Position 1945: 0.049403407361237474
Position 1327: 0.0239709485497716
Position 2066: 0.02263187332466329
Position 842: 0.014744468748171155
Position 1924: 0.010694841075847339
Position 1039: 0.009874405389855512
Position 150: 0.007117343103052418
Position 626: 0.0041062785129274615
Position 188: 0.003404088692370351
Position 2590: 0.003292144266020902
Position 170: 0.003168752706545741
Position 480: 0.00269566947768277
Position 1666: 0.0024705127760626714
Position 561: 0.001881822563720363
Position 2164: 0.001621239968229088
Position 298: 0.0012855043433982417
Position 1346: 0.001272334416082731
Position 519: 0.001204063674561816
Position 1447: 0.0009273098437493534
Position 1872: 0.0008113405520000699
Position 2553: 0.0006563885122213281
Position 1363: 0.0005555978727365762
Position 2029: 0.0004105231693479843
Position 2181: 0.0003090778650410284
Position 1782: 0.0002991469346631716
Position 1019: 0.0002401973399625295
Position 1235: 0.0002320713015794952
Position 1267: 0.00022017381727608589
Position 1857: 0.00021429710009585078
Position 1366: 0.00020167517433610294
Position 813: 0.00013085438860278845
Position 612: 0.00012388081512395576
Position 823: 0.00011747767827532124
Position 1820: 0.00011597995644579796
Position 775: 7.142756356841195e-05
Position 2391: 6.857623695184939e-05
Position 1047: 6.133212740697852e-05
Position 2566: 4.68841282697421e-05
Position 1176: 3.810264099385229e-05
Position 1758: 3.0032242291325217e-05
Position 1718: 2.6874763070160587e-05
Position 1058: 2.387309578225892e-05
Position 1173: 2.1800074070820266e-05
Position 1755: 1.9412635941369687e-05
Position 528: 1.7001835219258415e-05
Position 1880: 1.6053591048441916e-05
Position 2362: 1.56717335291632e-05
Position 436: 9.001678449330945e-06
Position 317: 8.978808804782005e-06
Position 327: 4.602065268566941e-06
Position 255: 4.125784780032804e-06
Position 324: 3.609650465389639e-08
Position 452: 1.4764109961466983e-08
Position 443: 9.103374681554133e-09
Position 346: 3.460206008483277e-09
Position 96: 2.310447980304025e-09
Position 210: 2.2791827718575872e-09
Position 343: 2.362002851976703e-10
Position 104: 8.652059336186791e-11
Position 354: 3.4833121699200375e-11
