Gene = spag4
index = 1886
Annotated 5SS: [ 174  802 1024]
Annotated 3SS: [ 231  856 1082]
SMsplice 5SS: [ 346 1024]
SMsplice 3SS: [ 856 1145]
top_k =  500
Partition function (log Z): -3.945935235299581

Sorted 5' Splice Sites (High to Low Probability):
Position 1024: 0.9133129653710926
Position 346: 0.7466098215883654
Position 174: 0.3835756863045391
Position 136: 0.12407810216862175
Position 802: 0.10706850609883113
Position 765: 0.0951195822870335
Position 796: 0.07467573343629577
Position 776: 0.023248663071355303
Position 999: 0.02119673028571184
Position 151: 0.01888470311226965
Position 1090: 0.005758155800623036
Position 316: 0.0036356183369986358
Position 566: 0.003174797693426807
Position 544: 0.0030140571139353504
Position 769: 0.00208958174569088
Position 57: 0.0018089977364181592
Position 619: 0.0009406519036963159
Position 527: 0.0007588856563326997
Position 424: 0.00041847510646607025
Position 1014: 0.0004089659534569516
Position 685: 0.0002592357138856707
Position 28: 0.000243531672875532
Position 66: 0.00023689173527925673
Position 650: 0.0001477718161216977
Position 1057: 0.00014526453567968899
Position 1178: 0.00013056812935217628
Position 593: 0.00012101983305581257
Position 285: 0.00011521707071809878
Position 715: 0.00010706156612338848
Position 1084: 0.00010320569780403087
Position 944: 7.442377517794485e-05
Position 51: 6.469209170468701e-05
Position 942: 6.157669221535778e-05
Position 584: 5.37979610566069e-05
Position 330: 4.3836609512038936e-05
Position 452: 4.3197469616342165e-05
Position 350: 4.14968902764535e-05
Position 159: 3.5340084234210526e-05
Position 1028: 3.372516589463748e-05
Position 265: 2.522307503734269e-05
Position 358: 1.713101099937389e-05
Position 185: 1.3962172106996394e-05
Position 1044: 1.1604040939256868e-05
Position 403: 1.122744393283899e-05
Position 982: 8.06725653375429e-06
Position 78: 7.273913411344639e-06
Position 242: 7.0025445141810725e-06
Position 927: 5.176882325455905e-06
Position 739: 4.321894272770334e-06
Position 1030: 2.8227948456920926e-06
Position 182: 1.4073389768897674e-06
Position 31: 6.583964153690457e-07
Position 431: 1.5107490828486274e-07
Position 369: 1.4366202806564609e-08
Position 279: 1.0313175581544784e-09
Position 903: 1.333537159598042e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.9627931710760789
Position 1145: 0.560190830628612
Position 1082: 0.3834964100395669
Position 231: 0.320552366282826
Position 200: 0.11199003741105795
Position 420: 0.06797653513345872
Position 203: 0.031250270343708635
Position 452: 0.02370063550549128
Position 584: 0.017424733739466
Position 417: 0.016935276017310878
Position 704: 0.016363169502635992
Position 249: 0.005384387670277832
Position 605: 0.002953638682364122
Position 252: 0.00270709145630029
Position 375: 0.002520590876056875
Position 1067: 0.0014637185387166706
Position 581: 0.0011615031004893676
Position 220: 0.0011565214288740341
Position 246: 0.000520428654913616
Position 1236: 0.0004559537171067185
Position 1090: 0.0002559781019936992
Position 674: 0.0001756335552478332
Position 1248: 0.00011063877812149685
Position 831: 7.899906031838076e-05
Position 121: 6.923170623483644e-05
Position 124: 6.105008015373922e-05
Position 1166: 3.8949635838562055e-05
Position 1220: 3.283784499495028e-05
Position 495: 2.2150253042650662e-05
Position 431: 2.1932168784031818e-05
Position 381: 1.7692983193955483e-05
Position 549: 1.744034432820606e-05
Position 880: 1.6712447779921864e-05
Position 898: 7.581694311447892e-06
Position 273: 6.488156910927967e-06
Position 1178: 6.3329628473809655e-06
Position 774: 5.4164478457241795e-06
Position 1100: 4.707803199034334e-06
Position 285: 2.443361918384977e-06
Position 212: 2.2348483780805343e-06
Position 424: 2.0685659075610624e-06
Position 178: 1.742126742961143e-06
Position 312: 9.070424977397942e-07
Position 319: 4.8024937169573876e-08
Position 260: 2.8551926203432958e-08
Position 256: 2.7694697810302634e-08
Position 301: 1.9251830320728802e-08
Position 350: 9.055262566654478e-09
Position 265: 7.876115844814762e-09
Position 155: 4.0159048662330224e-10
Position 316: 1.9574990640660185e-11
