Gene = IntS14
index = 1233
Annotated 5SS: [638]
Annotated 3SS: [695]
SMsplice 5SS: [638]
SMsplice 3SS: [695]
top_k =  500
Partition function (log Z): -8.422673006904066

Sorted 5' Splice Sites (High to Low Probability):
Position 638: 0.9929683644033936
Position 919: 0.02574851672644014
Position 1517: 0.011962385674688597
Position 1346: 0.009549279321569269
Position 986: 0.007146722636880585
Position 625: 0.0030210507290617077
Position 1360: 0.002688700101869123
Position 1340: 0.002358675925253998
Position 851: 0.0016031184930435842
Position 307: 0.0008360492357696655
Position 1291: 0.0007809926154812893
Position 418: 0.0005232719752586711
Position 328: 0.00030153357631339516
Position 1090: 0.00028724578463347445
Position 668: 0.00028031138518250275
Position 1357: 0.00023361966604909962
Position 800: 0.00011762352315097033
Position 1350: 9.498490535624631e-05
Position 1598: 9.013841445985493e-05
Position 1439: 6.894852801344057e-05
Position 601: 5.435111574461166e-05
Position 1224: 4.3083500247358396e-05
Position 280: 3.533513398386318e-05
Position 843: 3.37405307248671e-05
Position 1189: 3.22624814066436e-05
Position 1856: 1.9080232463254423e-05
Position 1399: 1.6556263553397248e-05
Position 373: 1.6271679340963045e-05
Position 1801: 8.224892166955726e-06
Position 603: 8.196439923301547e-06
Position 1860: 5.03488523744459e-06
Position 241: 2.2642679678145963e-06
Position 510: 2.2484069463834983e-06
Position 1058: 6.054732113302065e-07
Position 678: 4.0735537533161204e-07
Position 376: 3.809807566279128e-07
Position 393: 3.2616960738858374e-07
Position 498: 2.4394415093036147e-07
Position 1238: 2.0677758174999557e-07
Position 319: 1.9687262752833883e-07
Position 145: 1.7395062347739712e-07
Position 893: 1.7350582372358783e-07
Position 931: 1.3675204342745412e-07
Position 421: 1.2750949037142848e-07
Position 337: 1.0924726097373995e-07
Position 1083: 5.025127643088553e-08
Position 680: 4.388929614200345e-08
Position 378: 3.178179808109978e-08
Position 1046: 2.1575265416956873e-08
Position 174: 2.1020403713432742e-08
Position 688: 1.9045000442141262e-08
Position 424: 1.2965012659558072e-08
Position 988: 1.0614293166905866e-08
Position 737: 5.3883541233141e-09
Position 819: 1.8778234003646244e-09
Position 387: 6.248237452748634e-10
Position 990: 7.250611913170088e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 695: 0.9249888028389972
Position 771: 0.03623175852401417
Position 971: 0.029997087822134123
Position 1389: 0.014418115585952723
Position 1570: 0.012703888154234694
Position 1546: 0.009377380199096216
Position 700: 0.009299795700126267
Position 1267: 0.006599390919917473
Position 1454: 0.004684081368457352
Position 715: 0.003009174511038788
Position 1457: 0.0014807083145924906
Position 1852: 0.0014254313046103482
Position 1058: 0.0009470129266117256
Position 729: 0.0008754979074269586
Position 1533: 0.000655234939629481
Position 870: 0.0006520282377724708
Position 724: 0.0006388607378453481
Position 1582: 0.0005127093290629348
Position 417: 0.0004856032838293767
Position 1597: 0.00035840417810643416
Position 1594: 0.00030682226072703246
Position 1943: 0.0002244605922410365
Position 1551: 0.00017154465958337873
Position 1393: 0.00015199532417299312
Position 1780: 0.00012948298775165723
Position 1334: 8.471821564295665e-05
Position 1201: 8.257445910300968e-05
Position 780: 6.787339156771119e-05
Position 1575: 6.428110315348344e-05
Position 1746: 4.728179601790167e-05
Position 1271: 4.19068712043225e-05
Position 1618: 3.807624911184202e-05
Position 590: 3.1422828705432284e-05
Position 976: 2.706767793521324e-05
Position 834: 2.384204082273432e-05
Position 979: 1.9636053605750582e-05
Position 525: 1.8404331517448837e-05
Position 480: 1.695140127238446e-05
Position 1143: 1.557934974322157e-05
Position 886: 9.469893770382466e-06
Position 495: 9.371971511504623e-06
Position 405: 4.71682656561833e-06
Position 612: 3.4308672456506582e-06
Position 504: 2.960442462753991e-06
Position 306: 1.7418227742316218e-06
Position 498: 1.559581911433635e-06
Position 369: 9.256762366488978e-07
Position 1136: 3.719889339495405e-07
Position 510: 3.5605503494914114e-07
Position 609: 3.369105869169621e-07
Position 1109: 3.037416027918992e-07
Position 636: 1.600104585075049e-07
Position 737: 1.531313723841772e-07
Position 1273: 1.3864012214221116e-07
Position 659: 1.2068230302850749e-07
Position 315: 6.906610304612744e-08
Position 1211: 6.762469252585288e-08
Position 829: 5.658533606786198e-08
Position 1112: 5.647055159580101e-08
Position 841: 5.418756126027158e-08
Position 1069: 4.720894057814495e-08
Position 726: 3.9247169311323127e-08
Position 198: 3.8138791950400604e-08
Position 345: 1.9547184662843425e-08
Position 624: 1.2119813261529306e-08
Position 931: 1.1609177617928956e-08
Position 850: 6.526494223064795e-09
Position 327: 3.579542406150081e-09
Position 189: 1.6125807225903596e-09
Position 324: 4.6291855843381265e-10
Position 279: 3.9913768420366656e-10
Position 359: 1.0116705287983862e-11
Position 237: 7.208052774895186e-12
