Gene = tup
index = 1920
Annotated 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
Annotated 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
SMsplice 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
SMsplice 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
top_k =  500
Partition function (log Z): 25.30210545454917

Sorted 5' Splice Sites (High to Low Probability):
Position 19082: 0.9999483501495403
Position 19306: 0.9998478975304131
Position 16869: 0.9978338138476265
Position 19580: 0.9950448433401068
Position 15792: 0.9602161573656209
Position 605: 0.9512161780437292
Position 17167: 0.9392931021018921
Position 20285: 0.6330187625648395
Position 17866: 0.49796562697014535
Position 18501: 0.28317231207953114
Position 21034: 0.27454191956004487
Position 18074: 0.19912378264246663
Position 20533: 0.07784420873275769
Position 469: 0.05866530607319753
Position 18813: 0.046670396971261026
Position 20297: 0.04039476539330859
Position 16192: 0.039699245310840334
Position 15146: 0.034955737039052505
Position 18544: 0.029495748726338207
Position 16599: 0.027757088582023075
Position 1528: 0.027608330034467696
Position 17913: 0.024774986386993384
Position 15740: 0.02281402028094258
Position 16168: 0.018364090451702078
Position 16144: 0.018219952121846822
Position 1387: 0.018056362831236305
Position 17445: 0.018035247829214313
Position 20615: 0.01629049050775556
Position 18140: 0.014383138794305307
Position 17883: 0.01334338947436606
Position 16152: 0.013303543946622602
Position 20810: 0.01197127825876376
Position 16213: 0.010768863250384935
Position 18808: 0.009754957610533483
Position 18644: 0.009346988610954335
Position 21139: 0.007254668270842799
Position 21460: 0.006929518163148193
Position 18308: 0.00651191836580574
Position 21616: 0.006475284033493075
Position 1413: 0.0059095420337137725
Position 17101: 0.005700190050906474
Position 18459: 0.005334495078748393
Position 17473: 0.004799531571755868
Position 812: 0.004645563753762086
Position 288: 0.0045146790303813395
Position 1508: 0.0033724899967431457
Position 17437: 0.002981733500939883
Position 17657: 0.002882996420247052
Position 17104: 0.002602144923069057
Position 20729: 0.002544867604810022
Position 6844: 0.0024999698929823694
Position 21166: 0.002313497652853656
Position 21630: 0.0021668476080271507
Position 18121: 0.0020726590395728104
Position 18826: 0.0019934453888107474
Position 20692: 0.001992366470898456
Position 18286: 0.0018394297768808184
Position 17366: 0.0017927123144204817
Position 12219: 0.0016562333681783344
Position 18456: 0.0016432801225715588
Position 10193: 0.0015285036888115257
Position 19567: 0.0014540975562660852
Position 21611: 0.0012157533769305618
Position 16120: 0.001205260545729841
Position 18498: 0.0011491757388585769
Position 19968: 0.0010869535621005047
Position 11256: 0.0010530273181257514
Position 129: 0.0010051128419308903
Position 20651: 0.0009071523829617802
Position 15787: 0.0008284365921134797
Position 18529: 0.0007967745952698509
Position 112: 0.0007866661216281942
Position 18076: 0.0007018087143051711
Position 61: 0.0006644489327659946
Position 15779: 0.0006413220202380404
Position 19592: 0.00057463939282335
Position 20969: 0.0005643855704991775
Position 17870: 0.0005508213549650202
Position 17855: 0.0005348901840374442
Position 17072: 0.00046104247131949775
Position 17076: 0.00043777137887095815
Position 20690: 0.00043419765936571545
Position 28: 0.0004336242206527249
Position 15796: 0.00041814355765013386
Position 19571: 0.000402741469479187
Position 18354: 0.00039047767182883293
Position 16507: 0.0003329790958576751
Position 18176: 0.0003243675434599555
Position 19675: 0.00029873286392666226
Position 1276: 0.0002969292280253487
Position 20301: 0.0002965768727516323
Position 17536: 0.00029135839493483123
Position 17454: 0.00027758819286788166
Position 315: 0.0002676327879926038
Position 20456: 0.000257657503591589
Position 229: 0.00024357886038886185
Position 19876: 0.00022308003029157907
Position 18283: 0.00020299505495409095
Position 1233: 0.00018618686277024427
Position 19993: 0.00017832345302120104
Position 19743: 0.0001758956674200833
Position 373: 0.0001593705919289534
Position 19424: 0.00015875105134626586
Position 1158: 0.0001462662704263242
Position 15751: 0.0001458806429175866
Position 19615: 0.000135797465013071
Position 16174: 0.00012430670613329056
Position 17802: 0.0001235374142489259
Position 19717: 0.00010900716420264888
Position 36: 8.995762682889072e-05
Position 15744: 8.947232685793911e-05
Position 15817: 8.678856129711184e-05
Position 1273: 7.926523198275142e-05
Position 485: 7.902635056916862e-05
Position 206: 6.906984471912889e-05
Position 91: 6.697916516371626e-05
Position 598: 5.930460563861864e-05
Position 65: 5.781974149612671e-05
Position 432: 5.752284345918219e-05
Position 204: 5.368099457547424e-05
Position 17780: 5.019958992474034e-05
Position 19089: 3.940956547510238e-05
Position 453: 3.809737124144919e-05
Position 556: 3.6803855736774274e-05
Position 17225: 3.631093392916856e-05
Position 94: 3.617271658061289e-05
Position 946: 2.759390268211486e-05
Position 57: 2.7421168445930727e-05
Position 276: 2.729324209885223e-05
Position 792: 2.647032598076884e-05
Position 434: 2.4158484109755858e-05
Position 19847: 2.3064762769901384e-05
Position 773: 2.267260616247827e-05
Position 1174: 1.8728768495152976e-05
Position 19850: 1.4824044045463558e-05
Position 19231: 1.4266160579595457e-05
Position 40: 1.3857435223479666e-05
Position 796: 1.2011226755859268e-05
Position 329: 1.088895817501382e-05
Position 17230: 9.372515389499476e-06
Position 19463: 9.005162836917872e-06
Position 1073: 8.00594935735985e-06
Position 17155: 7.906256004619234e-06
Position 16848: 7.505645481392195e-06
Position 323: 6.584327475902488e-06
Position 17825: 6.526613833589772e-06
Position 609: 6.184270505587982e-06
Position 17347: 5.6068600103766764e-06
Position 803: 5.312818816075591e-06
Position 20260: 4.90219201821065e-06
Position 19086: 4.697446181630134e-06
Position 16873: 3.8729835256407375e-06
Position 1243: 3.7877579630370336e-06
Position 16846: 3.6645611540308688e-06
Position 913: 3.4290199901419555e-06
Position 510: 3.3583376881393535e-06
Position 754: 2.8531937091694074e-06
Position 1396: 2.649017882775408e-06
Position 1404: 1.9554347872191533e-06
Position 19195: 1.7951248378028703e-06
Position 20207: 1.6460512882758764e-06
Position 19236: 1.5399925656241376e-06
Position 54: 1.4145779199863985e-06
Position 261: 1.284711754064384e-06
Position 448: 1.254351927799391e-06
Position 446: 1.2381511775461136e-06
Position 719: 1.0288187142886543e-06
Position 17162: 9.44928188717024e-07
Position 19041: 8.817184604200369e-07
Position 270: 8.086618340362026e-07
Position 19803: 6.312953318895205e-07
Position 17313: 4.135474761089583e-07
Position 268: 3.9278337599638287e-07
Position 19657: 3.82550331074374e-07
Position 19897: 3.6751019477473683e-07
Position 19368: 3.6534220065920646e-07
Position 17: 3.514659036872756e-07
Position 71: 2.3556722138876278e-07
Position 19801: 2.1503846106997927e-07
Position 23: 1.7479731291808836e-07
Position 20482: 1.4811038310660149e-07
