Gene = vn
index = 1929
Annotated 5SS: [ 3457 27556 27767 28130 29018]
Annotated 3SS: [27377 27638 28020 28963 30797]
SMsplice 5SS: [  200 27556 27767 28130]
SMsplice 3SS: [27377 27638 28020 28963]
top_k =  500
Partition function (log Z): -2.593489209291043

Sorted 5' Splice Sites (High to Low Probability):
Position 200: 0.9999999999999964
Position 27767: 0.9948221167470065
Position 27556: 0.7782144345095275
Position 28130: 0.7339666029884171
Position 28126: 0.2530133000999901
Position 27567: 0.22115571329288314
Position 29014: 0.17327775462283707
Position 29018: 0.14781850135772195
Position 31478: 0.06991361356881397
Position 29575: 0.03200619304781597
Position 29056: 0.03169350466195525
Position 30101: 0.011199015530144634
Position 27889: 0.0048304158177694635
Position 29955: 0.004641008484160122
Position 28119: 0.004040034180866804
Position 29238: 0.0030384780647596684
Position 28658: 0.002381949450280285
Position 27789: 0.0020700024342144214
Position 28338: 0.001945735724750496
Position 28093: 0.001758876483793606
Position 28527: 0.001661180587886547
Position 29351: 0.0016448247307267558
Position 28399: 0.001506542477766228
Position 31759: 0.0014672213569644726
Position 28881: 0.0011795214242847373
Position 29737: 0.0011762967418817833
Position 30411: 0.0011098843808050767
Position 29602: 0.001098418878408972
Position 28769: 0.000986474747055338
Position 28341: 0.0008841361254027342
Position 28698: 0.0007169889198631587
Position 28387: 0.0005854649302302757
Position 29120: 0.000521763628407419
Position 28521: 0.0005096084828397686
Position 28536: 0.0005065994360256367
Position 28523: 0.00046555144142024153
Position 29521: 0.00039683877903133065
Position 27801: 0.00034443070474919586
Position 29428: 0.0003223655008358808
Position 29417: 0.0003057758828607597
Position 29586: 0.00022452211656234713
Position 28365: 0.00021866908930163242
Position 28408: 0.0001941787201305446
Position 29820: 0.00016566762220146338
Position 28134: 0.0001279483207529253
Position 27823: 9.85422511655614e-05
Position 29580: 9.839690143121957e-05
Position 27693: 9.40700419017653e-05
Position 28850: 5.9711219289984715e-05
Position 28573: 5.940480536180308e-05
Position 27771: 4.385851516159737e-05
Position 28188: 2.4312290645349178e-05
Position 27793: 2.222758980909898e-05
Position 27847: 1.2794530133080182e-05
Position 28489: 1.2173308116574582e-05
Position 27907: 1.0369090218949524e-05
Position 28579: 8.660716901919256e-06
Position 28749: 6.0911605537885154e-06
Position 29540: 5.36462093625788e-06
Position 29109: 3.7101623269450334e-06
Position 29725: 3.5389262447940362e-06
Position 28208: 2.8825072385426247e-06
Position 27926: 2.6200660112030535e-06
Position 29182: 2.390532470694134e-06
Position 29095: 2.290650887046014e-06
Position 27855: 2.0758198022338786e-06
Position 27784: 1.87048826857631e-06
Position 28040: 1.7051320173628215e-06
Position 29294: 1.4011189360867367e-06
Position 27816: 1.366791190950656e-06
Position 28300: 1.2415690710713225e-06
Position 29104: 1.0242843577614555e-06
Position 28219: 4.672848108523573e-07
Position 28525: 3.864730064300753e-07
Position 28230: 1.4061994740557885e-08
Position 27986: 9.247269327001953e-09
Position 28254: 1.8765669253009077e-09
Position 28227: 7.75945189829133e-10
Position 28252: 2.0359142803668858e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27377: 0.9994825693213046
Position 28020: 0.9898689515573202
Position 27638: 0.9719381811785228
Position 28963: 0.8469732233752472
Position 32189: 0.09936328317643327
Position 31545: 0.09562907036809486
Position 29294: 0.07864935510127623
Position 30797: 0.05779835014220959
Position 29849: 0.04652498353732596
Position 30501: 0.04001701610544615
Position 30290: 0.028063903137106033
Position 29074: 0.023477951916410403
Position 27641: 0.022257861298949706
Position 31106: 0.020532066081534076
Position 29086: 0.01806168505970789
Position 30310: 0.0168216810888691
Position 28208: 0.012486696279311923
Position 28300: 0.012295487353347146
Position 31275: 0.012195427069306642
Position 28252: 0.010714895952111272
Position 32200: 0.00684328799255059
Position 32083: 0.00659298766486071
Position 31594: 0.005693444840217805
Position 27858: 0.005535234542356574
Position 28553: 0.005486746264663086
Position 27674: 0.004277147784038059
Position 29182: 0.004169553778476308
Position 31062: 0.004121867516785144
Position 30975: 0.003861589974657959
Position 27950: 0.0036818678991334267
Position 30273: 0.0035739500149989663
Position 28219: 0.0033150706312569476
Position 28675: 0.002424947787344628
Position 30029: 0.002395361874919161
Position 29872: 0.0023515644175924324
Position 30856: 0.002051751055026161
Position 31432: 0.0020097480508184215
Position 29301: 0.0017430259336249894
Position 29370: 0.001389447867003025
Position 30992: 0.0013619678858734488
Position 29460: 0.0011954296032544328
Position 27658: 0.0010980166499725908
Position 28371: 0.0010181140171199735
Position 30524: 0.0010164331603472847
Position 29391: 0.0009517022153426242
Position 29723: 0.0009153580354932443
Position 30693: 0.0008380405843572013
Position 28573: 0.0008292636825816478
Position 30190: 0.0007453724045189537
Position 29672: 0.0007075426500305583
Position 29478: 0.0006726353648899581
Position 29409: 0.00050530772303004
Position 27965: 0.0004388336340094484
Position 28467: 0.0004178016518967681
Position 30050: 0.0004146305760052071
Position 29332: 0.00031578186567533806
Position 30247: 0.00029900307300765705
Position 29413: 0.00029504705768697076
Position 28242: 0.0002904007184240938
Position 27692: 0.000265442417223779
Position 28044: 0.00022801442703948468
Position 29627: 0.00021560431643858027
Position 29762: 0.00019128170927513384
Position 29513: 0.00017877911554951465
Position 30062: 0.0001597379804537467
Position 28579: 0.00011397741459053911
Position 29820: 8.261041155627538e-05
Position 29051: 7.975403354345592e-05
Position 28096: 6.947646163033518e-05
Position 27816: 4.6512723022865514e-05
Position 28850: 3.654701516538822e-05
Position 27839: 1.651637400894621e-05
Position 28695: 5.152298592081669e-06
Position 28631: 3.1509852947166807e-06
Position 28338: 2.6173257075765665e-06
Position 27797: 6.157657170423212e-09
Position 28309: 1.7373307102426314e-09
Position 28162: 6.599820962849582e-10
