Gene = eIF2beta
index = 1683
Annotated 5SS: [143 746]
Annotated 3SS: [ 345 1053]
SMsplice 5SS: [241 746]
SMsplice 3SS: [ 345 1053]
top_k =  500
Partition function (log Z): -3.2792982994380435

Sorted 5' Splice Sites (High to Low Probability):
Position 746: 0.8121688269242441
Position 241: 0.3174219464449569
Position 235: 0.2156598347205717
Position 143: 0.20447749637265372
Position 941: 0.1511397518622221
Position 245: 0.07514733373278401
Position 1406: 0.057211475425721206
Position 290: 0.045447029862440196
Position 166: 0.0351214116218363
Position 265: 0.01958976491814803
Position 751: 0.017387891993702574
Position 219: 0.0134556087418357
Position 213: 0.01256536182059468
Position 785: 0.006601034403179946
Position 473: 0.006054495242832786
Position 912: 0.0021418913596198217
Position 249: 0.0017709352230971455
Position 1178: 0.0016408291776824112
Position 1200: 0.0014244489346343782
Position 1309: 0.001007554234736126
Position 170: 0.000974818527371291
Position 295: 0.0007678971346039959
Position 953: 0.0005332185988862776
Position 945: 0.00043397146707725855
Position 239: 0.0004299336940695377
Position 509: 0.0004057878731323239
Position 869: 0.0002707119113754827
Position 867: 0.0002425053277507824
Position 76: 0.00020298880977327358
Position 919: 0.00016941752278941473
Position 1304: 0.00016698330772311015
Position 1209: 0.00014524234549817574
Position 192: 0.00011133865365488968
Position 247: 8.734596491119142e-05
Position 229: 8.084692938301818e-05
Position 27: 7.293715156428983e-05
Position 263: 6.043251643166811e-05
Position 67: 5.1225631339036705e-05
Position 1549: 3.604513178392734e-05
Position 1520: 3.079604189355166e-05
Position 19: 2.4716562585212857e-05
Position 1383: 1.9476743160006377e-05
Position 1525: 1.9299743309449344e-05
Position 38: 1.813759323590472e-05
Position 91: 1.8002087071865317e-05
Position 1390: 1.6120570284071863e-05
Position 3: 1.572426885689055e-05
Position 1182: 1.343427291963402e-05
Position 699: 1.0017250609240466e-05
Position 147: 9.659107332765456e-06
Position 1357: 8.075946344918817e-06
Position 106: 8.025719726500435e-06
Position 1410: 7.07642314734195e-06
Position 910: 6.703633564718344e-06
Position 416: 6.694884886920029e-06
Position 43: 6.031663368226125e-06
Position 1315: 3.5998838774258055e-06
Position 1417: 3.5847284419579687e-06
Position 828: 2.5220974284346015e-06
Position 1076: 2.396200050089576e-06
Position 959: 1.8282902101596714e-06
Position 1122: 1.5700182430370132e-06
Position 1478: 1.1543376998245073e-06
Position 1506: 6.645549602313588e-07
Position 98: 3.9048150380683677e-07
Position 1462: 3.452164630134049e-07
Position 347: 5.146402157485764e-08
Position 393: 2.4881139596427425e-08
Position 1109: 3.705127086361037e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1053: 0.9752143956276336
Position 345: 0.9263344631488449
Position 1478: 0.060012390171672446
Position 807: 0.011752042168682118
Position 1002: 0.0056851810876116125
Position 372: 0.0050292462718797394
Position 375: 0.004715306748913816
Position 815: 0.0030358245126748317
Position 867: 0.0024934646670129834
Position 844: 0.0013722213127973755
Position 1373: 0.0013596417520173546
Position 578: 0.0010849239233591513
Position 378: 0.00101468855247232
Position 1451: 0.0006682093184996411
Position 1364: 0.0006239173331148896
Position 897: 0.0005902127319279818
Position 975: 0.0004117009289546708
Position 1616: 0.0002614754265035443
Position 1277: 0.00016262658389537527
Position 1145: 0.00013341899906956086
Position 1454: 0.0001297829225370023
Position 1199: 9.264418052508338e-05
Position 910: 9.05778525572876e-05
Position 381: 8.308985291248653e-05
Position 1066: 6.46432075896845e-05
Position 991: 4.367765498649641e-05
Position 117: 4.203278271543577e-05
Position 384: 4.182989503649399e-05
Position 525: 4.1132875319200204e-05
Position 850: 4.078650625515898e-05
Position 1315: 3.0248848469209495e-05
Position 824: 2.9584216548011046e-05
Position 1340: 2.920511348124822e-05
Position 271: 2.2990112791032257e-05
Position 791: 1.6677055382421857e-05
Position 1337: 1.4765754586857024e-05
Position 387: 1.2768718442066955e-05
Position 91: 1.2018736550513185e-05
Position 919: 1.1671096838888688e-05
Position 565: 1.0612413045938472e-05
Position 982: 1.0297434569905114e-05
Position 76: 9.872608315833905e-06
Position 519: 8.70441209594025e-06
Position 663: 7.796426917379825e-06
Position 522: 7.582056722638215e-06
Position 67: 7.4768171353250575e-06
Position 1010: 6.396811628580756e-06
Position 450: 4.851895572787542e-06
Position 605: 4.847747371185238e-06
Position 927: 4.84483726909739e-06
Position 666: 4.783976707649162e-06
Position 764: 4.634026164736792e-06
Position 1178: 4.23824105221603e-06
Position 98: 4.237006759174003e-06
Position 1223: 3.285690842671867e-06
Position 540: 2.8170048235910415e-06
Position 537: 2.6294621797089942e-06
Position 122: 2.566324052360873e-06
Position 941: 2.5576117642393162e-06
Position 1172: 2.3194587498511073e-06
Position 937: 1.9085707714641776e-06
Position 1118: 1.8130099815710676e-06
Position 1513: 1.5616581137099474e-06
Position 531: 1.3600712780456978e-06
Position 438: 1.2736937880674224e-06
Position 1532: 1.1466360928958456e-06
Position 534: 1.025057524742274e-06
Position 435: 4.5761288875979964e-07
Position 106: 3.496058802425901e-07
Position 609: 3.4798720414686763e-07
Position 140: 2.8500809611728093e-07
Position 423: 2.8185079971115106e-07
Position 166: 3.303058474107529e-08
Position 669: 7.15041797750013e-09
Position 672: 5.309548631369021e-09
Position 618: 3.1851013492565364e-09
Position 712: 2.060932408864662e-09
Position 289: 1.604731753132844e-09
Position 621: 8.807904733461394e-10
Position 612: 4.908556702378567e-10
Position 726: 4.4615087273784696e-10
Position 147: 3.8366283064953405e-10
