Gene = gdl-ORF39
index = 1713
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  500
Partition function (log Z): -4.48090143377693

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9926385290775113
Position 787: 0.35979928289653107
Position 973: 0.07772372816375592
Position 962: 0.0668627476863265
Position 199: 0.03735033155258059
Position 204: 0.03597345023426977
Position 571: 0.025053468914072508
Position 835: 0.02076935495998075
Position 565: 0.012237012982028712
Position 171: 0.011320148795321042
Position 839: 0.008603112052411729
Position 1306: 0.0046346107407801325
Position 259: 0.003738220869062697
Position 1036: 0.00323454394592842
Position 175: 0.0031296372761248944
Position 645: 0.003032312069733356
Position 696: 0.001527366476051684
Position 7: 0.0011125761141801787
Position 871: 0.0005713425877596383
Position 750: 0.0005577020857958613
Position 814: 0.0005073507626490192
Position 319: 0.0004202868070432385
Position 666: 0.0002924738771623945
Position 542: 0.00026509025686895433
Position 811: 0.00023713388102593972
Position 933: 0.000127007177999362
Position 148: 8.084678268810253e-05
Position 658: 4.2666353210327104e-05
Position 334: 3.9483479805487186e-05
Position 544: 3.0964403632088375e-05
Position 106: 2.7098101861437956e-05
Position 399: 1.9420050548102112e-05
Position 441: 6.943552626840726e-06
Position 125: 6.728885768537209e-06
Position 342: 4.655152849838053e-06
Position 12: 2.084543500259641e-06
Position 83: 1.2028516527231625e-06
Position 455: 7.22148335310711e-07
Position 371: 7.165949219835975e-07
Position 101: 5.419274284207553e-07
Position 350: 2.9984467218008124e-07
Position 128: 1.9355683365978707e-07
Position 285: 1.536107420288084e-07
Position 322: 9.473295224235605e-08
Position 345: 9.256454566963402e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.6556750883511597
Position 501: 0.4252040584922019
Position 491: 0.3996709642153344
Position 633: 0.05295649015198354
Position 285: 0.049867809246246994
Position 270: 0.035723491566860464
Position 835: 0.014485679607532918
Position 1189: 0.013985275782554943
Position 871: 0.006828368260888241
Position 1359: 0.003990044412723829
Position 318: 0.0034350857397957334
Position 290: 0.0014592311403639488
Position 990: 0.0013852781423307021
Position 1093: 0.0011153268651340382
Position 933: 0.001007422063139221
Position 972: 0.000757654848190205
Position 1023: 0.0006907941910542131
Position 1369: 0.0006694494273473558
Position 571: 0.000584206373947954
Position 113: 0.0005557273345353276
Position 608: 0.00048325797393056707
Position 888: 0.00039407972863359734
Position 956: 0.00032126614074173224
Position 313: 0.0002752536633777491
Position 577: 0.00016298625314828535
Position 334: 8.270729823160965e-05
Position 148: 6.996483234350778e-05
Position 778: 5.588949413664994e-05
Position 655: 2.7764436962217237e-05
Position 639: 2.6060869900095304e-05
Position 658: 2.0348353229411753e-05
Position 345: 6.6747314147781425e-06
Position 961: 4.9473501796327405e-06
Position 322: 2.2589284807364368e-06
Position 168: 7.43781573641641e-07
Position 359: 6.488416088168723e-07
Position 338: 4.5152439360908907e-07
Position 155: 3.767547652711761e-07
Position 455: 1.649762113662166e-07
Position 342: 1.4248393355867402e-07
Position 729: 1.1813206042885604e-07
Position 356: 7.145438700649674e-08
Position 588: 4.4371712663797866e-08
Position 645: 1.9321196205353213e-08
Position 738: 1.4757621445518165e-08
Position 350: 1.2073657972832013e-08
Position 671: 4.996157202453675e-09
Position 371: 4.059354468008841e-09
Position 696: 3.5368388926491065e-09
Position 185: 3.1046486433793035e-09
Position 187: 8.962372946006043e-10
Position 199: 4.7136657217635446e-11
