Gene = Spindly
index = 1513
Annotated 5SS: [ 550  780 1062 1262 1501]
Annotated 3SS: [ 613  845 1119 1401 1560]
SMsplice 5SS: [ 550  780 1062 1501]
SMsplice 3SS: [ 613  845 1119 1560]
top_k =  500
Partition function (log Z): 6.653810818789595

Sorted 5' Splice Sites (High to Low Probability):
Position 1501: 0.9958844575893244
Position 550: 0.9934363866001359
Position 1062: 0.9885414181444465
Position 780: 0.9653597956968305
Position 1262: 0.22616690786189014
Position 1359: 0.10765806174796803
Position 1354: 0.03752808915696694
Position 783: 0.026606543331866083
Position 1223: 0.009829047523368729
Position 1940: 0.008197347834198298
Position 1865: 0.006133049528322048
Position 2735: 0.005650358712345442
Position 1992: 0.00534819999839652
Position 2477: 0.005138244193347586
Position 2252: 0.004655339370639295
Position 1706: 0.004399317774871395
Position 1313: 0.0025432999350777363
Position 405: 0.002503423339559985
Position 2745: 0.0023593338607328625
Position 728: 0.0014779140724059726
Position 417: 0.0012964436358304252
Position 343: 0.001206703290277404
Position 1066: 0.0012061476840181337
Position 2732: 0.0008102562068399243
Position 2042: 0.0007646551710386889
Position 535: 0.0006004529573302976
Position 641: 0.0005007953232869619
Position 1340: 0.0004781080010136997
Position 2292: 0.00043187278307695574
Position 501: 0.00038034215271227483
Position 476: 0.0003757931786922986
Position 1959: 0.00022530293489265567
Position 1083: 0.00021630039526709932
Position 1916: 0.0002105921258154571
Position 569: 0.0001671684480091258
Position 2690: 0.00015911598060003182
Position 1798: 0.00015222356865766067
Position 1281: 0.00014385346072060017
Position 1712: 0.0001285198935200414
Position 1227: 0.00012008622892677058
Position 1268: 0.0001140363893203379
Position 1922: 0.00011050594783910954
Position 1087: 0.00010649721887804903
Position 1660: 8.927296090804913e-05
Position 2673: 7.2786760051034e-05
Position 1023: 6.990331468049874e-05
Position 2129: 6.277718474261767e-05
Position 2297: 5.125708352378105e-05
Position 1041: 5.027645161708163e-05
Position 978: 4.545983878449138e-05
Position 2217: 3.410578499842707e-05
Position 288: 3.233382522963259e-05
Position 1710: 2.375145955185804e-05
Position 2727: 2.193301917196423e-05
Position 1481: 1.7820473675726293e-05
Position 2853: 1.3695763843334052e-05
Position 84: 1.3654449801912498e-05
Position 1826: 1.2292621301377532e-05
Position 711: 7.7832348908004e-06
Position 281: 7.503299360539872e-06
Position 33: 4.833361823410505e-06
Position 195: 4.475554745414794e-06
Position 11: 3.856291214482539e-06
Position 449: 3.85284375474991e-06
Position 1108: 3.113656490198957e-06
Position 224: 2.4900129292190564e-06
Position 76: 1.9042286497226565e-06
Position 995: 1.2398211038725807e-06
Position 316: 7.654446129082178e-07
Position 2257: 5.573174649311111e-07
Position 875: 5.076149964988559e-07
Position 64: 4.4724761781376284e-07
Position 246: 2.5588538576580157e-07
Position 2175: 2.3834572527929762e-07
Position 1868: 1.842872525830362e-07
Position 812: 1.3399590055739e-07
