Gene = Gbs-70E
index = 1183
Annotated 5SS: [ 439  978 3859 8243 8621]
Annotated 3SS: [ 815 3492 8035 8307 8679]
SMsplice 5SS: [ 439  978 3859 8243 8621]
SMsplice 3SS: [ 815 3492 8035 8307 8679]
top_k =  500
Partition function (log Z): 14.440895553794498

Sorted 5' Splice Sites (High to Low Probability):
Position 8621: 0.9998490365883482
Position 3859: 0.9777988463461544
Position 8243: 0.9722126857546918
Position 439: 0.9522626397956956
Position 978: 0.9331700715309105
Position 7535: 0.06941764569073419
Position 1991: 0.05828272726127397
Position 1130: 0.05148165236116297
Position 1689: 0.04546904593949461
Position 1976: 0.03955830139918705
Position 1234: 0.03644537181589764
Position 8247: 0.026626907952074653
Position 2402: 0.026360987910707286
Position 1292: 0.025646289654992025
Position 4044: 0.023718879917446502
Position 5712: 0.02050000594900964
Position 2237: 0.015734893666924467
Position 7298: 0.01507622991254156
Position 2356: 0.013712595000433325
Position 7489: 0.012831229245827202
Position 622: 0.011218937191791551
Position 2810: 0.009239655342766606
Position 9147: 0.008584449728519447
Position 6473: 0.00849974953812967
Position 7737: 0.008282082426636165
Position 8390: 0.007799615905191862
Position 4095: 0.00672079508568009
Position 8806: 0.00652297201019824
Position 2295: 0.0054937296584787266
Position 1647: 0.005109454680457407
Position 8853: 0.005056758545823026
Position 7220: 0.004378254571213788
Position 3889: 0.0038798407248999862
Position 3854: 0.003346384831240336
Position 1286: 0.002957547744526062
Position 4717: 0.0021253565499176758
Position 296: 0.0018883887602748365
Position 446: 0.0017686196878081279
Position 992: 0.0016826467057780177
Position 7004: 0.0015669198234353682
Position 9044: 0.0014269027603490718
Position 5588: 0.0013777999646792723
Position 8423: 0.0011816957571580396
Position 3893: 0.001157989742170227
Position 8094: 0.0010767914437086487
Position 4032: 0.001036603823219085
Position 8907: 0.0010257703316164076
Position 5641: 0.000994233827515415
Position 3067: 0.0009879293025128163
Position 928: 0.0009558483506199498
Position 403: 0.0008829087682983154
Position 1229: 0.0008030945458725282
Position 1240: 0.0006733961973972325
Position 2927: 0.0006548340017648629
Position 2492: 0.0006402860163727823
Position 9082: 0.0006242930820877636
Position 6066: 0.0006033539797830152
Position 1820: 0.0005532944895783297
