Gene = teq
index = 1910
Annotated 5SS: [  187   980  1224  1623  2153  2336 10277 10658 11187 12625 13146 15306
 15768 15981 16823 16983 17178]
Annotated 3SS: [  420  1028  1376  1675  2214  9842 10414 10721 11244 12680 13205 15375
 15824 16041 16889 17093 17238]
SMsplice 5SS: [  980  1224  1623  2153  2297 10658 11187 12625 13146 13993 15306 15768
 15981 16823 16983 17178]
SMsplice 3SS: [ 1028  1376  1675  2214 10414 10721 11244 12680 13205 14048 15375 15824
 16041 16889 17093 17238]
top_k =  500
Partition function (log Z): 29.437365555513534

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9996137914634184
Position 15768: 0.9987194292500106
Position 10658: 0.997211970551279
Position 16823: 0.9909290801572908
Position 16983: 0.9835022256098079
Position 12625: 0.9813117099515677
Position 1623: 0.9754567006809763
Position 17178: 0.9705312496559285
Position 15981: 0.9485782600409678
Position 2153: 0.9155155622226111
Position 11187: 0.8979644004118632
Position 1224: 0.835578187598256
Position 980: 0.7101863741164532
Position 2297: 0.5092310874506831
Position 187: 0.48425614834861247
Position 2343: 0.35332739123380835
Position 13146: 0.30820679093343817
Position 13993: 0.292575809765734
Position 13057: 0.28726599283472926
Position 13340: 0.26640908758752246
Position 2985: 0.24733332173573766
Position 13389: 0.16787752606035733
Position 12819: 0.14229805741548696
Position 10907: 0.1080774495126835
Position 11072: 0.09348286456918928
Position 1190: 0.08167994205532711
Position 13012: 0.07790056171573695
Position 10793: 0.06891541701154433
Position 16224: 0.054471109374554426
Position 13115: 0.04988667156819687
Position 1743: 0.04691202902431729
Position 13125: 0.04290165736277331
Position 13338: 0.04248626691146758
Position 13344: 0.0420216135940063
Position 13473: 0.03780814810861422
Position 14571: 0.03315950606487478
Position 14351: 0.032604201697563534
Position 13437: 0.023765531911336443
Position 12843: 0.018982824645700468
Position 1482: 0.01855192966960488
Position 12911: 0.01770530996276795
Position 1885: 0.01702589040730048
Position 11042: 0.016529119583528443
Position 12836: 0.01565108879795341
Position 193: 0.01559814493736337
Position 16247: 0.01429600779787874
Position 15882: 0.014094171353103885
Position 16498: 0.013464550093574628
Position 16635: 0.011716904894528517
Position 13055: 0.011198475580994276
Position 688: 0.009732953936332275
Position 2335: 0.009538337485746297
Position 17142: 0.007972081312360366
Position 200: 0.007198901202640881
Position 13106: 0.006660376593078259
Position 14002: 0.006445525137547729
Position 1491: 0.006409572812208891
Position 955: 0.006275195402818391
Position 16250: 0.0055956244615130175
Position 13083: 0.0054580163611411105
Position 984: 0.005401957007502654
Position 16096: 0.005196807416553036
Position 17033: 0.005065451923656249
Position 12786: 0.005026079746850463
Position 2306: 0.004739810692949274
Position 13964: 0.004297275760673875
Position 2534: 0.0042599084047505315
Position 13043: 0.0040757664000818155
