Gene = Grip71
index = 1202
Annotated 5SS: [ 282  636 1540]
Annotated 3SS: [ 340  697 1594]
SMsplice 5SS: [282 636]
SMsplice 3SS: [ 340 1594]
top_k =  500
Partition function (log Z): -0.036358880168544716

Sorted 5' Splice Sites (High to Low Probability):
Position 282: 0.98439845894024
Position 636: 0.9819997267031185
Position 1544: 0.3264225837619437
Position 4: 0.08745753424708969
Position 844: 0.03853663051999258
Position 1550: 0.0318305302273716
Position 1228: 0.015796693335939787
Position 1986: 0.0135601944430102
Position 1497: 0.010874411895457601
Position 293: 0.008296748105080878
Position 2205: 0.007059672239800362
Position 985: 0.005447593436393438
Position 873: 0.0052970247582520644
Position 427: 0.004164273719124253
Position 1805: 0.0034905930814134005
Position 1529: 0.003444848489297191
Position 2225: 0.0025186229308593695
Position 1348: 0.002377883545305039
Position 590: 0.0021711443823135518
Position 1126: 0.0018958829107985809
Position 1147: 0.0018312007820165523
Position 975: 0.0012954454050991986
Position 1223: 0.0011279693335729743
Position 431: 0.0008323735057803654
Position 1200: 0.000653953983385164
Position 2330: 0.0006252818393615855
Position 1753: 0.0006150069681586986
Position 1969: 0.0005891833053931805
Position 66: 0.0004930027080964148
Position 1207: 0.00048122204441644373
Position 879: 0.0004698657505355456
Position 1071: 0.00046113636108487094
Position 546: 0.00042740879695007933
Position 2247: 0.000393682164000701
Position 1177: 0.00037769254175281763
Position 227: 0.00036913117057877926
Position 2256: 0.0003690519696251158
Position 1095: 0.0002599224474802751
Position 2050: 0.00022689709245539435
Position 1775: 0.00021714549661572643
Position 1080: 0.00021611705659033457
Position 1796: 0.00018397189897779772
Position 1509: 0.0001731722111456113
Position 1402: 0.00014193625590906207
Position 314: 0.0001371651352852516
Position 1462: 0.00011402964404505848
Position 362: 9.88572636417872e-05
Position 1948: 9.042929014809885e-05
Position 581: 8.896862590497963e-05
Position 35: 8.672344839532454e-05
Position 1051: 8.025560137183533e-05
Position 991: 7.148841709261938e-05
Position 640: 7.003010710827072e-05
Position 559: 5.995217399181869e-05
Position 2314: 5.7017544841939346e-05
Position 655: 5.3523777757671094e-05
Position 1250: 4.502815742374e-05
Position 848: 4.247645695879977e-05
Position 160: 3.428069812724685e-05
Position 2148: 3.340431609781151e-05
Position 780: 3.325232048738819e-05
Position 1102: 3.321205304485123e-05
Position 1359: 2.915068990501815e-05
Position 765: 2.9083653097510533e-05
Position 251: 2.7617267742502336e-05
Position 440: 2.4431007957813547e-05
Position 2306: 2.270100067937439e-05
Position 1282: 2.1051442545966953e-05
Position 1331: 2.0915433872305876e-05
Position 823: 1.9219929640360765e-05
Position 1198: 1.8413112760547415e-05
Position 708: 1.0407707258611066e-05
Position 64: 9.771086241175109e-06
Position 445: 9.065291811859823e-06
Position 98: 8.466776651931082e-06
Position 2166: 8.027748876516769e-06
Position 154: 6.665865410505618e-06
Position 687: 5.810093326718827e-06
Position 396: 5.1530225313799995e-06
Position 215: 2.597075784408289e-06
Position 318: 1.5221731115735957e-06
Position 1689: 1.2084689389586979e-06
Position 509: 1.0690583101628332e-06
Position 109: 1.0360279942505206e-06
Position 221: 7.579757351256723e-07
Position 389: 6.152969229967398e-07
Position 443: 5.087000647088536e-07
Position 122: 4.296535598372497e-07
Position 358: 3.6245953945484033e-07
Position 1078: 2.929286783342136e-07
Position 1064: 2.6680164234239635e-07
Position 1006: 2.6547172129836916e-07
Position 925: 2.221589367209605e-07
Position 196: 1.4454457136591366e-07
Position 164: 5.3434993879161644e-08
Position 485: 5.179974860773572e-08
Position 740: 2.101250075383396e-09
Position 391: 2.3586529064828057e-11
Position 514: 6.968486752718011e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.9935122403055335
Position 1594: 0.9545666615630822
Position 697: 0.3307459257737194
Position 79: 0.0715445676517271
Position 785: 0.04040794118880417
Position 1396: 0.03169724330181908
Position 1476: 0.030784347010472092
Position 759: 0.02602163112150868
Position 196: 0.011586838536278237
Position 1308: 0.009997609631976215
Position 2049: 0.007264402047597531
Position 2381: 0.006802759009717084
Position 1857: 0.005424573758920868
Position 2305: 0.004194085860929818
Position 474: 0.0032706955715226674
Position 762: 0.003208244750861477
Position 2430: 0.0028664637349243996
Position 811: 0.0027933626494860884
Position 2046: 0.0022031484573723616
Position 154: 0.0018526740349874976
Position 2287: 0.00150238997314736
Position 2361: 0.001430277505960173
Position 1462: 0.0011885015141258792
Position 172: 0.0009476393713009624
Position 1107: 0.0009201568692070435
Position 823: 0.0009193774027046127
Position 2007: 0.0006053202772131799
Position 2098: 0.0005117959361919957
Position 1912: 0.00046406381034790745
Position 1863: 0.0002979025882325054
Position 148: 0.0002632979997093107
Position 1866: 0.0002552840789843517
Position 506: 0.00021229218208561402
Position 179: 0.0001520260168806533
Position 1570: 0.00012376665340208573
Position 47: 0.00012119446496938546
Position 1617: 0.00011816618469665473
Position 2442: 0.0001172169359984835
Position 2154: 6.407840436705993e-05
Position 932: 5.3264645703321734e-05
Position 661: 4.5178316904507695e-05
Position 1022: 3.765837458345144e-05
Position 553: 3.7067980687389405e-05
Position 405: 2.9441766077034093e-05
Position 418: 2.875127534091223e-05
Position 2025: 2.719267566042931e-05
Position 1604: 2.6912048192304686e-05
Position 1126: 2.269224195689337e-05
Position 896: 1.8574624410221023e-05
Position 1647: 1.8045045071639696e-05
Position 366: 1.4610667580144626e-05
Position 435: 1.432620422811645e-05
Position 816: 9.747080314081183e-06
Position 450: 8.502680414202013e-06
Position 844: 8.401804324583856e-06
Position 606: 8.044812512957805e-06
Position 797: 6.4983194819826225e-06
Position 609: 6.249399758176919e-06
Position 628: 2.1645248117746113e-06
Position 546: 1.496027435086662e-06
Position 1048: 1.1920643451545623e-06
Position 348: 8.476421890827872e-07
Position 509: 7.468982135951631e-07
Position 597: 7.38448436610963e-07
Position 1142: 5.632708847176068e-07
Position 160: 4.1129286359672193e-07
Position 724: 2.912056907302413e-07
Position 265: 2.4151958547636295e-07
Position 581: 1.3510992484891965e-07
Position 271: 3.977396156399686e-08
Position 358: 3.1676681843147614e-08
Position 226: 2.5490627261419696e-08
