Gene = Jon74E
index = 1240
Annotated 5SS: [254 578]
Annotated 3SS: [314 664]
SMsplice 5SS: [254 578]
SMsplice 3SS: [314 664]
top_k =  500
Partition function (log Z): 4.53070706366509

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9970249557094046
Position 578: 0.9968342524677943
Position 448: 0.01327457870101732
Position 955: 0.005692940745167418
Position 611: 0.0018045623820690591
Position 153: 0.001180441377091986
Position 950: 0.001092359221797905
Position 557: 0.0005897300034253582
Position 608: 0.0002917602264378553
Position 394: 0.00026971319588351604
Position 319: 0.0001803406898298718
Position 885: 0.00014013136378640062
Position 258: 9.986663235590272e-05
Position 830: 6.616236679781609e-05
Position 797: 3.196939002836974e-05
Position 185: 3.156561405331969e-05
Position 194: 3.0702409227091014e-05
Position 246: 2.683830462466113e-05
Position 823: 2.245366687280784e-05
Position 728: 1.965619764445358e-05
Position 265: 1.5662834906971765e-05
Position 476: 1.2995171376590445e-05
Position 157: 1.0985204646434412e-05
Position 25: 8.391050135211693e-06
Position 65: 7.982080132880236e-06
Position 205: 7.076970369326163e-06
Position 474: 6.578125809451176e-06
Position 277: 3.7362812711704515e-06
Position 913: 2.8163797497747145e-06
Position 286: 1.528714463025184e-06
Position 865: 8.083883454179177e-07
Position 538: 5.071252200535829e-07
Position 346: 3.06637137066148e-07
Position 838: 2.796243564449825e-07
Position 88: 2.0657691920913382e-07
Position 140: 1.6972157918018505e-07
Position 54: 1.5006801270516756e-07
Position 964: 7.927550987568216e-08
Position 122: 6.94816703676443e-08
Position 498: 5.934300412419688e-08
Position 36: 1.98051310662326e-08
Position 709: 1.353358562119657e-08
Position 196: 7.373552957351133e-09
Position 692: 3.6175833044285393e-09
Position 697: 6.06747571999808e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 664: 0.9991346342775156
Position 314: 0.959797402350293
Position 369: 0.03438015992779293
Position 505: 0.014629225836482181
Position 1012: 0.0067887517439533356
Position 394: 0.0012208172586281496
Position 460: 0.0010131435288043603
Position 322: 0.0006809317670483207
Position 843: 0.0003973904843075868
Position 316: 0.0001548074666067749
Position 949: 0.00015448853291416553
Position 885: 0.0001514652725910519
Position 425: 0.00012928701569960306
Position 527: 6.686212358835661e-05
Position 205: 3.1035156496462955e-05
Position 723: 1.7954987437334005e-05
Position 830: 1.0422043862929872e-05
Position 153: 9.150840057751192e-06
Position 462: 3.007700624298026e-06
Position 978: 2.9878447028879105e-06
Position 102: 2.5445996135743836e-06
Position 981: 2.359973898304734e-06
Position 784: 1.2184584743149874e-06
Position 954: 1.0286859606082318e-06
Position 805: 7.988329907832874e-07
Position 518: 7.782846294394914e-07
Position 140: 7.744769323233176e-07
Position 122: 7.274439662158855e-07
Position 900: 3.7185228276930826e-07
Position 346: 3.176781213439285e-07
Position 286: 1.5957294679381518e-07
Position 814: 1.3877390545000914e-07
Position 608: 8.614667696205286e-08
Position 277: 8.482416115557172e-08
Position 265: 5.2955069425709117e-08
Position 1044: 2.702734783068651e-08
Position 254: 1.0867996597610215e-08
Position 270: 3.6627211758131557e-09
Position 132: 2.1559229702404804e-09
Position 964: 1.4685550501986201e-09
Position 170: 2.049703232139547e-10
Position 173: 1.9880438254025375e-12
Position 163: 1.911500431486546e-12
Position 258: 2.387281084496444e-15
