Gene = borr
index = 1633
Annotated 5SS: [ 484 1177]
Annotated 3SS: [ 767 1241]
SMsplice 5SS: [ 484 1177]
SMsplice 3SS: [ 779 1241]
top_k =  500
Partition function (log Z): -3.5359248221239907

Sorted 5' Splice Sites (High to Low Probability):
Position 1177: 0.9833006664215105
Position 484: 0.9151650946649547
Position 1437: 0.06608326778154344
Position 198: 0.047440642764039025
Position 1408: 0.01789605483246133
Position 206: 0.008555396349124942
Position 502: 0.006955582110485798
Position 285: 0.003542822375767651
Position 602: 0.003441936659969641
Position 1429: 0.0025912218699957663
Position 593: 0.0014383796520130443
Position 1181: 0.0014203574099177826
Position 306: 0.0012157790573516993
Position 1166: 0.0011270554577187222
Position 1327: 0.0005828756208754184
Position 1175: 0.000476020219474622
Position 177: 0.00039236259793160955
Position 1431: 0.0002899979185595
Position 82: 0.00018489058949867752
Position 1443: 0.00017274779997753694
Position 563: 0.00015225859539209273
Position 103: 0.00014410029444917018
Position 110: 0.00011734190872069551
Position 1136: 9.232982879250198e-05
Position 1505: 7.518517724640002e-05
Position 469: 7.20177252671687e-05
Position 1536: 6.466350673379239e-05
Position 260: 3.7893044582776826e-05
Position 488: 3.1918486269972925e-05
Position 804: 1.3177868368331852e-05
Position 894: 1.270566402332752e-05
Position 667: 1.1914084904179974e-05
Position 1332: 9.273198293342723e-06
Position 509: 8.358117797712464e-06
Position 1341: 7.285412799801686e-06
Position 1499: 4.386962665444995e-06
Position 342: 4.341035806708231e-06
Position 108: 4.2149943982354155e-06
Position 427: 3.982696723807214e-06
Position 8: 3.205595838639106e-06
Position 760: 2.515261645439992e-06
Position 1264: 2.1974665069477443e-06
Position 1158: 1.569589229808886e-06
Position 1215: 1.5178202292311435e-06
Position 1026: 1.4348297391874984e-06
Position 1530: 1.3399651683344981e-06
Position 419: 9.028678450520224e-07
Position 655: 8.013047148966274e-07
Position 909: 7.660724601243469e-07
Position 534: 7.186696145664587e-07
Position 657: 5.868867714879444e-07
Position 1510: 4.805746902513887e-07
Position 754: 2.3285622449198037e-07
Position 273: 6.807207138065128e-09
Position 1254: 1.2791991976188593e-11
Position 844: 7.2747571286689894e-12
Position 1201: 6.791484614595498e-12
Position 1199: 5.6334270444081606e-12
Position 621: 1.6980276563322902e-12
Position 1041: 2.649347792004024e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 1241: 0.9325256223826522
Position 779: 0.8230887829020482
Position 767: 0.09860247670683418
Position 1530: 0.09017117227640863
Position 1295: 0.04018897919589246
Position 284: 0.02760325066577222
Position 830: 0.019592259129656966
Position 1066: 0.008097858864348887
Position 1505: 0.004477287357636604
Position 260: 0.004395173793825032
Position 1464: 0.002528744027921011
Position 1578: 0.0018970686326460003
Position 305: 0.0016139477454529868
Position 1249: 0.0012996475942167185
Position 1602: 0.0011147904374754745
Position 1069: 0.0009286424464774319
Position 972: 0.0006672559640493426
Position 1510: 0.0005763917392184311
Position 789: 0.0005623526076588309
Position 1536: 0.0004694320782708033
Position 238: 0.0004442979783688704
Position 311: 0.0003167122261460117
Position 530: 0.0002990834439639571
Position 254: 0.00023362410221433206
Position 969: 0.0001716415891482857
Position 342: 0.0001707252536740458
Position 1126: 0.00015225689295153105
Position 386: 0.00012722982183871703
Position 1254: 0.00011295681505996355
Position 1374: 8.395349562214807e-05
Position 999: 8.38922868891856e-05
Position 978: 8.190035229050227e-05
Position 314: 7.359205677988537e-05
Position 781: 5.66573205496047e-05
Position 975: 4.64334789697391e-05
Position 853: 4.548799325507312e-05
Position 359: 3.6145122393622113e-05
Position 317: 2.9256219987035474e-05
Position 176: 2.3902809025405654e-05
Position 290: 2.0027369520932668e-05
Position 376: 1.9897913057656418e-05
Position 398: 1.969395026380596e-05
Position 1347: 1.9489882866291416e-05
Position 1041: 1.3880988345551574e-05
Position 1401: 1.3261216562199087e-05
Position 146: 9.77730515887009e-06
Position 1158: 7.963927598314859e-06
Position 786: 6.918902753826821e-06
Position 404: 6.837381924404277e-06
Position 1033: 6.398687259985299e-06
Position 801: 5.690576647870763e-06
Position 332: 4.940650327022067e-06
Position 1288: 3.5169305262790153e-06
Position 155: 1.7038026398563783e-06
Position 197: 1.381247901854818e-06
Position 909: 1.2952646180711742e-06
Position 433: 1.2188129737840838e-06
Position 981: 1.1349766325334134e-06
Position 82: 9.760794588015008e-07
Position 391: 6.655930242477608e-07
Position 1135: 5.727077061287669e-07
Position 119: 3.6382943100909454e-07
Position 192: 7.313202462813207e-08
Position 427: 7.033368176540551e-08
Position 469: 6.854084575513704e-08
Position 53: 5.549071756474265e-08
Position 212: 1.3664422081262115e-08
Position 483: 2.2404038710080994e-09
Position 60: 9.425593447397653e-11
Position 194: 5.7284464444548355e-11
Position 443: 5.6620737496407703e-14
