Gene = hale
index = 1722
Annotated 5SS: [314]
Annotated 3SS: [372]
SMsplice 5SS: [314]
SMsplice 3SS: [372]
top_k =  500
Partition function (log Z): -4.946480248186937

Sorted 5' Splice Sites (High to Low Probability):
Position 314: 0.9880858136036513
Position 489: 0.4735889234423673
Position 989: 0.018127960235886576
Position 307: 0.008010304542450322
Position 504: 0.0036119863216230175
Position 723: 0.00226629566114522
Position 994: 0.0011635013557922415
Position 877: 0.0011081858852276805
Position 785: 0.0010453430903598752
Position 976: 0.0006226810534593183
Position 462: 0.0006078798926987914
Position 510: 0.00036464569434515215
Position 58: 0.00020829629911769105
Position 258: 0.00016078396958402565
Position 498: 0.00013653289334577276
Position 872: 9.897278763074195e-05
Position 516: 9.252747556070729e-05
Position 112: 7.146572886291187e-05
Position 342: 5.997609148331913e-05
Position 775: 4.594672271647774e-05
Position 251: 2.9419583587049037e-05
Position 585: 2.3850210204341384e-05
Position 764: 2.2871630858619974e-05
Position 936: 2.1812674943756762e-05
Position 1017: 2.1783325946473443e-05
Position 931: 1.2074567589044085e-05
Position 281: 1.0560878646713705e-05
Position 137: 9.357921481285001e-06
Position 748: 6.8588912316892355e-06
Position 447: 5.4037206426055555e-06
Position 37: 4.05062651279575e-06
Position 166: 3.3293746202409047e-06
Position 79: 2.2965504258048124e-06
Position 298: 1.8845174871774116e-06
Position 296: 1.4641171878145398e-06
Position 3: 1.21701632687696e-06
Position 25: 1.1088810061795314e-06
Position 1343: 1.0487011130236203e-06
Position 661: 6.97642015216183e-07
Position 288: 4.535571685474437e-07
Position 76: 3.533547508830333e-07
Position 740: 3.1686810420676446e-07
Position 86: 2.9268989082719176e-07
Position 714: 2.9022392638921965e-07
Position 588: 2.714285237616504e-07
Position 386: 2.475305992730222e-07
Position 203: 2.446573360138687e-07
Position 597: 2.083542697647156e-07
Position 240: 8.304112137887357e-08
Position 454: 7.003453457046477e-08
Position 179: 3.497618886288876e-08
Position 95: 2.9012694087455597e-08
Position 62: 2.19275109516699e-08
Position 212: 1.0550796080194152e-08
Position 49: 6.859032199459094e-09
Position 227: 6.813127841810141e-09
Position 583: 1.1465049382310009e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 372: 0.9702212366149713
Position 556: 0.25246759976174943
Position 570: 0.18428389628273914
Position 844: 0.030852742486049266
Position 1052: 0.020926517672057228
Position 1070: 0.009363101433917232
Position 753: 0.005968503194115026
Position 1112: 0.0049187471130607684
Position 625: 0.004315150145429104
Position 593: 0.002356921751901268
Position 583: 0.001958373001432013
Position 865: 0.0019299626566780354
Position 973: 0.001444169339131231
Position 444: 0.0013813078265545657
Position 474: 0.001039112566194554
Position 805: 0.0008747112480679503
Position 764: 0.0007740731883342509
Position 454: 0.0007597436500014499
Position 823: 0.0007060794332577932
Position 652: 0.0006103869334625426
Position 736: 0.0006042875420182327
Position 714: 0.0005170582453078893
Position 949: 0.00037104126415057545
Position 639: 0.00021283029731133224
Position 993: 0.0002051634284379273
Position 853: 9.385539648112816e-05
Position 1001: 9.164898591852206e-05
Position 107: 7.46628088703912e-05
Position 179: 6.378799668700367e-05
Position 197: 4.420703790655779e-05
Position 691: 4.385732621026194e-05
Position 820: 2.8656796032531577e-05
Position 185: 2.316182299824293e-05
Position 146: 2.0710127089788952e-05
Position 671: 1.9469916869784816e-05
Position 877: 1.4857194830321974e-05
Position 484: 1.1902130386018436e-05
Position 1017: 1.063679827213924e-05
Position 1206: 9.067375243569917e-06
Position 958: 8.49352110714623e-06
Position 1432: 8.245125361057296e-06
Position 1010: 6.64460929423331e-06
Position 1279: 6.0927651562946715e-06
Position 203: 5.12652860442314e-06
Position 674: 5.04519178787126e-06
Position 251: 3.0067574195320463e-06
Position 84: 2.810895213692301e-06
Position 342: 1.0679469966225559e-06
Position 62: 1.0001673498929218e-06
Position 257: 7.384701370854323e-07
Position 86: 3.2880743231145766e-07
Position 303: 1.2456470723908508e-07
Position 92: 1.2210805622299287e-07
Position 313: 8.3294972959826e-09
Position 494: 8.465425090075649e-10
Position 488: 7.849369031260553e-10
Position 109: 2.1463006516458864e-10
Position 305: 8.854756693505113e-11
Position 296: 5.616934231294325e-11
Position 116: 3.614139713868905e-11
