Gene = Pdxk
index = 1365
Annotated 5SS: [456 627]
Annotated 3SS: [526 692]
SMsplice 5SS: [456 627]
SMsplice 3SS: [526 692]
top_k =  500
Partition function (log Z): -0.25191665334529156

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9980683192593333
Position 456: 0.7881678909093439
Position 140: 0.11179384575592462
Position 788: 0.06200059751062262
Position 435: 0.04578119890351426
Position 980: 0.01732609825470426
Position 835: 0.014558795514285254
Position 361: 0.005880385503977357
Position 423: 0.0057349243669311085
Position 867: 0.005327677985393166
Position 31: 0.0026742032227677357
Position 632: 0.0017579891035331213
Position 1376: 0.0016590026639283317
Position 387: 0.0013039651419724735
Position 239: 0.0012766976289897267
Position 1468: 0.001205322543025063
Position 172: 0.0011600912797725953
Position 13: 0.0011572801661233875
Position 258: 0.0009667272528644503
Position 1046: 0.000926455626177742
Position 858: 0.0008233368532789049
Position 74: 0.0007420954238834719
Position 1043: 0.0006946942748556331
Position 260: 0.0006576111656665943
Position 262: 0.0006342738498976427
Position 264: 0.0005634199010924856
Position 159: 0.0005483318349117251
Position 266: 0.0003995667567635007
Position 736: 0.0002638370308184617
Position 1143: 0.0002322088651844217
Position 408: 0.00022164119623722692
Position 10: 0.00021284025231153918
Position 901: 0.00018575763008388637
Position 108: 0.00017570321905990643
Position 26: 0.00017070476125772836
Position 411: 0.00014255886353722544
Position 1018: 0.00012779350560052788
Position 28: 0.00012274040446004372
Position 186: 0.00011311693770073908
Position 48: 8.695541156913465e-05
Position 1015: 6.882135606194047e-05
Position 1157: 4.895832731517787e-05
Position 1029: 3.603197666995361e-05
Position 1086: 3.547747889243278e-05
Position 1571: 3.0042495588329365e-05
Position 1059: 2.0747270161903157e-05
Position 270: 1.5375626704704304e-05
Position 843: 1.535756345362357e-05
Position 839: 1.526435332148859e-05
Position 851: 1.5046730395141525e-05
Position 268: 1.0229534779363882e-05
Position 330: 7.358538608303941e-06
Position 1527: 3.1119139937477358e-06
Position 277: 2.4466721964068115e-06
Position 313: 1.2643543657685654e-06
Position 708: 4.329944033870045e-07
Position 600: 3.3847447626097156e-07
Position 605: 2.987004818870605e-07
Position 486: 1.8057928795379634e-07
Position 833: 1.7609343925529784e-07
Position 956: 1.5578544534662233e-07
Position 813: 7.480722923242875e-08
Position 899: 2.0634118550497564e-08
Position 775: 1.215946572172856e-08
Position 878: 5.202841569441855e-09
Position 534: 6.912330711916067e-10
Position 998: 6.898712076112426e-10
Position 542: 2.9027326088480777e-10
Position 560: 9.085019860277122e-11
Position 565: 4.8120641409568655e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 692: 0.9804334681045901
Position 526: 0.8600422024700067
Position 280: 0.10726496384601988
Position 1206: 0.03421333466558799
Position 1098: 0.027167905223225
Position 1141: 0.017195498682687004
Position 679: 0.016427593213514023
Position 1516: 0.006520240555577389
Position 1254: 0.0029177787143196965
Position 871: 0.0022802948758096986
Position 956: 0.0020982878570681217
Position 1562: 0.0019304239560180728
Position 1059: 0.0016398415663960385
Position 1261: 0.0015377301451285595
Position 787: 0.001473190185244601
Position 1056: 0.001381488032035512
Position 706: 0.001291866120445622
Position 1703: 0.00121063111217264
Position 1530: 0.00100035182142191
Position 1027: 0.0009421668099192231
Position 1105: 0.0008984071894967379
Position 889: 0.0008597175290855081
Position 289: 0.0007906039781245164
Position 476: 0.0007720857319320046
Position 565: 0.0007706760604927284
Position 1138: 0.0005318484068714333
Position 886: 0.00039002831304067395
Position 961: 0.00029611857210258894
Position 926: 0.0002662336682757206
Position 486: 0.0002232578170740348
Position 179: 0.00020800980620871998
Position 1433: 0.00014456885862007042
Position 345: 0.0001387631452671697
Position 1598: 0.00012863245529806647
Position 330: 0.0001150050925918162
Position 1102: 9.743965781969866e-05
Position 156: 8.944681200300368e-05
Position 246: 7.630767066255602e-05
Position 401: 6.385943655211844e-05
Position 1657: 4.7794869199116115e-05
Position 183: 4.097090989884373e-05
Position 1322: 3.505032548930452e-05
Position 455: 3.4859553342743485e-05
Position 1039: 3.2549875710795466e-05
Position 1369: 1.947260793520404e-05
Position 86: 1.8294633612211832e-05
Position 1521: 1.647486666326645e-05
Position 1240: 1.5774353670638943e-05
Position 976: 1.5682773433970772e-05
Position 1602: 1.4924848004521145e-05
Position 348: 1.2096287879925098e-05
Position 360: 7.938104217651049e-06
Position 193: 5.802526785934663e-06
Position 186: 5.795749950769287e-06
Position 199: 4.348267202964746e-06
Position 589: 2.8311773783847605e-06
Position 383: 2.7790411940690456e-06
Position 434: 2.7690828807777707e-06
Position 197: 2.6611443435879847e-06
Position 342: 2.02058820615573e-06
Position 619: 8.828594723916927e-07
Position 202: 8.090357843302337e-07
Position 206: 3.411976201759279e-07
Position 55: 3.252951984795393e-07
Position 715: 1.2910733815984785e-07
Position 598: 9.660130885807054e-08
Position 724: 8.177196636433473e-08
Position 808: 6.24149221349239e-08
Position 805: 6.402136968255974e-11
Position 718: 2.3987090562373014e-11
