Gene = ver
index = 1924
Annotated 5SS: [84]
Annotated 3SS: [439]
SMsplice 5SS: [73]
SMsplice 3SS: [129]
top_k =  500
Partition function (log Z): -12.918436475835273

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.32129993101028315
Position 73: 0.24422690707165387
Position 70: 0.16991278874100366
Position 222: 0.10924817351082995
Position 116: 0.04000932139692805
Position 340: 0.03118735362732211
Position 276: 0.023929133439509226
Position 181: 0.009349557440269576
Position 267: 0.00779478918625829
Position 29: 0.0065589400227588105
Position 230: 0.006090119220599616
Position 131: 0.005899918709231988
Position 149: 0.00475958937103663
Position 859: 0.0031331338914904736
Position 297: 0.0026442823764196645
Position 50: 0.0025054514862506037
Position 139: 0.002173499850906106
Position 527: 0.0018380121135285435
Position 129: 0.0017449505003427877
Position 377: 0.0015293216934710485
Position 894: 0.0007937352049125656
Position 16: 0.0007617339325734153
Position 883: 0.0007191972694689095
Position 534: 0.0005462226475184725
Position 688: 0.0005242994278181724
Position 548: 0.00045142598290118024
Position 559: 0.00040854276200789626
Position 299: 0.000379353762158383
Position 157: 0.0003557366601372926
Position 571: 0.00031806405328344315
Position 1103: 0.00023702022719872837
Position 199: 0.00023161666892215635
Position 470: 0.0001986753104271584
Position 646: 0.00019258708017522137
Position 355: 0.00018371960105783807
Position 551: 0.00016993356063544078
Position 252: 0.00014548533615725014
Position 812: 0.00011935924463871851
Position 505: 7.269124357042696e-05
Position 974: 5.486811675277639e-05
Position 807: 3.0905955561919315e-05
Position 1098: 2.643562077367513e-05
Position 1107: 1.4384469751354331e-05
Position 45: 7.760818775951182e-08
Position 628: 8.06276843186033e-09
Position 120: 6.1838769014873524e-09
Position 202: 3.353916560442994e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 129: 0.4023731181305036
Position 439: 0.3148292177868968
Position 344: 0.08407564283302618
Position 468: 0.06694895034859985
Position 194: 0.027369455051606203
Position 591: 0.023328625663282105
Position 525: 0.021426792293978352
Position 164: 0.01885814485171509
Position 516: 0.010180009781047805
Position 640: 0.006750195261511619
Position 990: 0.0043981268960654775
Position 191: 0.0037858490112583324
Position 929: 0.003012804085617678
Position 181: 0.002591287185774232
Position 609: 0.0025115257757039465
Position 956: 0.002326183429107305
Position 803: 0.0013627079282988123
Position 726: 0.0012900538595107323
Position 226: 0.001274742413387757
Position 418: 0.0007961193629094081
Position 355: 0.0006517393482447298
Position 484: 0.0004976385062568827
Position 445: 0.0004378240097446379
Position 1149: 0.0003354112464443195
Position 452: 0.0003274353921909394
Position 1000: 0.00024715409284208393
Position 882: 0.00024675535489780535
Position 1160: 0.0002215022826842838
Position 1039: 0.00014477167854759647
Position 238: 4.674732556679707e-05
Position 470: 4.5368393973623666e-05
Position 202: 4.329252267793996e-05
Position 764: 3.6071903373499237e-05
