Gene = Blos4
index = 52
Annotated 5SS: [229]
Annotated 3SS: [282]
SMsplice 5SS: [229]
SMsplice 3SS: [282]
top_k =  500
Partition function (log Z): -4.311923118807155

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9972174924594741
Position 751: 0.21241987003762072
Position 618: 0.002119789359346332
Position 737: 0.0017657015592650116
Position 391: 0.001208433729751898
Position 510: 0.0010670726708298882
Position 400: 0.000527622563593073
Position 248: 0.00043177938574374416
Position 25: 0.0004086287141617772
Position 874: 0.0003469422597084799
Position 637: 0.0003077302888305702
Position 717: 0.00023655030899796348
Position 219: 0.00019974457432185458
Position 283: 0.00017443623380437862
Position 44: 0.00011278397775849306
Position 233: 0.00010820065880967267
Position 377: 0.00010678046427112788
Position 967: 5.774889570435104e-05
Position 18: 5.3399441180353665e-05
Position 1029: 5.181559683381914e-05
Position 389: 4.2386913672704135e-05
Position 395: 3.363541984037322e-05
Position 397: 2.5424789885220605e-05
Position 37: 2.4283479167383514e-05
Position 682: 1.1465335082796286e-05
Position 562: 8.98282576436084e-06
Position 515: 8.053775538919779e-06
Position 335: 7.421818877385263e-06
Position 9: 6.1543380132995916e-06
Position 977: 4.605138813919678e-06
Position 987: 3.844770100918199e-06
Position 168: 2.194184040173002e-06
Position 1032: 1.3670545685928286e-06
Position 970: 1.2984161350287728e-06
Position 106: 9.758190757055618e-07
Position 347: 3.228313128012965e-07
Position 421: 2.645655424786425e-07
Position 433: 2.1397012853700816e-07
Position 267: 1.6444162777675458e-07
Position 287: 8.61791454735885e-08
Position 236: 5.172515189997484e-08
Position 583: 3.077446116055475e-08
Position 252: 1.4143725603847767e-08
Position 707: 5.491098267923154e-10
Position 254: 1.041504340492626e-10
Position 793: 3.0672877197541467e-11
Position 319: 1.2829293328895806e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 282: 0.9937534728968498
Position 805: 0.191352319695758
Position 922: 0.011248895661615603
Position 935: 0.007121833968937134
Position 888: 0.0032620999042796053
Position 334: 0.002898535079095572
Position 869: 0.002297122993634528
Position 849: 0.0015230428338756548
Position 1027: 0.0008540627424526192
Position 343: 0.0007265020482870243
Position 671: 0.000603544822429466
Position 1076: 0.0005979150217004605
Position 442: 0.0004563188624318782
Position 1087: 0.0004302082579241836
Position 682: 0.00025827269723771644
Position 135: 0.00023839317961176472
Position 774: 0.0002065560559761282
Position 126: 0.0001979342329295416
Position 347: 0.00018215221326994645
Position 987: 0.00017895821054405263
Position 495: 0.00015711618031659505
Position 939: 0.00010184930111771446
Position 702: 6.037371790883801e-05
Position 692: 5.5193491150484166e-05
Position 855: 4.968192127329512e-05
Position 61: 4.643113911037751e-05
Position 1044: 2.947901953313876e-05
Position 1047: 2.9436931365110192e-05
Position 734: 2.4305398653047024e-05
Position 504: 2.091507666770636e-05
Position 567: 2.0538044585107462e-05
Position 530: 1.641975613953069e-05
Position 1032: 1.62402946375482e-05
Position 466: 1.4852432749773361e-05
Position 714: 1.4817661317896927e-05
Position 473: 1.2299127830770665e-05
Position 400: 7.810228508771014e-06
Position 363: 7.589057632434756e-06
Position 404: 7.184149264352151e-06
Position 453: 4.122440044290802e-06
Position 717: 3.573905893293503e-06
Position 1092: 3.30669295894008e-06
Position 579: 2.524433061012077e-06
Position 539: 1.926173321336346e-06
Position 428: 1.8159429575765892e-06
Position 102: 1.8003192302417545e-06
Position 450: 1.4541115919118623e-06
Position 750: 1.3213060104514884e-06
Position 1094: 8.844755628564072e-07
Position 955: 8.47404573571597e-07
Position 521: 3.355007365764607e-07
Position 510: 2.6473792578524016e-07
Position 267: 1.8304617762922146e-07
Position 368: 1.4143911730896782e-07
Position 153: 1.4048196052665355e-07
Position 354: 1.2736991125879226e-07
Position 421: 7.774790431558638e-08
Position 480: 5.837660304320995e-08
Position 515: 5.3970292227106454e-08
Position 618: 4.3808506990573956e-08
Position 570: 3.7156372379341804e-08
Position 150: 3.124433341687642e-08
Position 137: 9.326470632451248e-09
Position 197: 4.034652947329943e-09
Position 156: 3.449359203298451e-09
Position 183: 2.648433032359057e-09
Position 252: 4.013941057007471e-10
Position 248: 1.7373049428546685e-10
Position 233: 8.189238760949969e-11
Position 213: 6.403157585064213e-11
