Gene = sowah
index = 1885
Annotated 5SS: [  231  1004  7644 24058 27140 28224 31255 31361 32153 32921 33993]
Annotated 3SS: [  341  7502 24045 27136 28220 31164 31354 32079 32395 33965 34053]
SMsplice 5SS: [  231  1004  7644 31255 32153 32486 33993]
SMsplice 3SS: [  341  7502 31164 32079 32395 33965 34053]
top_k =  500
Partition function (log Z): 7.000913387574183

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.9898287424277141
Position 33993: 0.9827321240753879
Position 7644: 0.9314604340812974
Position 32153: 0.9239605783194798
Position 32486: 0.8719834669453821
Position 1004: 0.8498637568103676
Position 31255: 0.7618000871516194
Position 20972: 0.2497393185475444
Position 31361: 0.23710687353744925
Position 21261: 0.16019897359796068
Position 33782: 0.15784164756217667
Position 7615: 0.06681775355551182
Position 4793: 0.06423214943573244
Position 2012: 0.05991995625736906
Position 32921: 0.03234690039288457
Position 1841: 0.03208868405231147
Position 1731: 0.028808096776353077
Position 34486: 0.02645135322826835
Position 32896: 0.01901953611424328
Position 170: 0.018554079221737976
Position 24058: 0.015246858679300205
Position 31892: 0.014410187865476633
Position 32114: 0.014270307557267894
Position 33551: 0.012979367711515444
Position 31995: 0.012963436463635684
Position 34261: 0.01038509653468688
Position 7214: 0.00995745266548199
Position 32978: 0.009218587984158264
Position 26168: 0.00898926824083079
Position 1975: 0.008976144417478514
Position 3778: 0.008654506391331397
Position 2271: 0.007665294401029756
Position 31873: 0.007628214757308715
Position 32692: 0.007119452001224191
Position 32490: 0.006859150225917661
Position 1307: 0.006688371307224014
Position 6971: 0.0066057724318486135
Position 2920: 0.0064608948738567595
Position 31989: 0.005612227460236343
Position 31365: 0.0055549076352496935
Position 1120: 0.005071129722910512
Position 33180: 0.004755288211985238
Position 1967: 0.004436858996459841
Position 32207: 0.003856507414528176
Position 637: 0.0038073240210046815
Position 3668: 0.0036501925147325765
Position 1213: 0.00324889526980376
Position 33440: 0.0031020149089824632
Position 31713: 0.0029943211093430957
Position 6468: 0.002496752671318164
Position 14874: 0.0024302945152929263
Position 32867: 0.002411188813650801
Position 1727: 0.002329665232146671
Position 34802: 0.0022655591674542864
Position 1735: 0.002218717345224055
Position 10988: 0.002215927421842515
Position 492: 0.002188500188296867
Position 34679: 0.0021787433176500308
Position 1754: 0.0020854342012295818
Position 2016: 0.0017935116241997952
Position 1943: 0.0016692059428247768
Position 461: 0.0015940121935665097
