Gene = DCX-EMAP
index = 1122
Annotated 5SS: [ 1176 28115 35323 35992 36202 36491 36648 37111 37613 38099]
Annotated 3SS: [27919 35205 35602 36051 36318 36551 36711 37194 37701 38219]
SMsplice 5SS: [ 1176 35323 36202 36491 36648 37111 37613 38099]
SMsplice 3SS: [35205 35602 36318 36551 36711 37194 37701 38219]
top_k =  500
Partition function (log Z): 30.682797232185976

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.9999909236285759
Position 36202: 0.9994699267822823
Position 37111: 0.9993371127135777
Position 36648: 0.9978657642427237
Position 38099: 0.9976819745547716
Position 36491: 0.996956964423162
Position 35323: 0.9711693102087595
Position 37613: 0.9102738692922997
Position 35992: 0.49090439917872325
Position 28115: 0.43578213866804516
Position 37573: 0.0658539332195764
Position 38840: 0.027700859400491367
Position 37634: 0.015320651849754627
Position 37857: 0.01260031523832935
Position 38585: 0.011198180894167013
Position 38506: 0.0104556233555179
Position 35996: 0.006829902649940394
Position 38409: 0.006587185876295948
Position 38477: 0.004884490813423273
Position 35815: 0.004031428817021652
Position 37640: 0.003542673294743595
Position 38350: 0.0033194923602033084
Position 27425: 0.003008130097611651
Position 37324: 0.002893382295595537
Position 37626: 0.002750949867294385
Position 38154: 0.0021708330606350582
Position 39002: 0.0019432617026800194
Position 38496: 0.0016396721858314663
Position 8184: 0.001394255900175209
Position 37785: 0.0011143157503538039
Position 867: 0.0008737711609342054
Position 38578: 0.0008734749405137825
Position 37327: 0.0006856540759769296
Position 38767: 0.0005468300379403688
Position 37464: 0.0005214991110725175
Position 36464: 0.00047669466826892224
Position 38731: 0.00042242446080929976
Position 36199: 0.00034668318137281333
Position 38420: 0.000288084568870969
Position 36447: 0.0002826969230510306
Position 38323: 0.00028245845992759636
Position 38352: 0.00023751941434276496
Position 36652: 0.00022515285567047824
Position 37457: 0.00020344993855594723
Position 38485: 0.00018528905583168427
Position 38805: 0.00018305015317152972
Position 37848: 0.00018273866658166332
Position 36898: 0.00016095629993695743
Position 37350: 0.00014068837429992884
Position 36459: 0.00013094878759439544
Position 38947: 0.00012179004244941545
Position 674: 0.00010978882514457569
Position 38573: 9.188319615787597e-05
Position 36206: 8.686862112360438e-05
Position 38455: 7.927393363213882e-05
Position 38298: 7.532534511820809e-05
Position 815: 6.707849760700599e-05
Position 38103: 5.494844262376891e-05
Position 38068: 4.76907737718827e-05
Position 38263: 4.5161194589552815e-05
Position 37216: 4.0486944914739585e-05
Position 37150: 3.962226651012976e-05
Position 36495: 3.919400555677041e-05
Position 36223: 3.713828885299585e-05
Position 763: 3.598989951704367e-05
