Gene = l(3)76BDm
index = 1754
Annotated 5SS: [ 242  698 1682 1988 2505 3512 3998]
Annotated 3SS: [ 535  756 1738 2041 2598 3571 4127]
SMsplice 5SS: [ 242  698 1682 1988 2505 3512 3998]
SMsplice 3SS: [ 535  756 1738 2041 2598 3571 4127]
top_k =  500
Partition function (log Z): 22.782738527076873

Sorted 5' Splice Sites (High to Low Probability):
Position 698: 0.9983481239763061
Position 2505: 0.9937821575540449
Position 1988: 0.9823156382716584
Position 3998: 0.9772659669298852
Position 1682: 0.9772473359216509
Position 242: 0.9366414553031579
Position 3512: 0.9348691323527545
Position 3337: 0.06525718750234669
Position 3699: 0.06230588526968148
Position 2228: 0.052536161036346486
Position 2894: 0.02549444234206146
Position 294: 0.023777022528918498
Position 3516: 0.02181453352083051
Position 1146: 0.01642449167619674
Position 3014: 0.01637420663541938
Position 441: 0.015305806685883014
Position 1965: 0.014376128637091803
Position 1921: 0.00913207388400676
Position 2332: 0.008954201046038307
Position 265: 0.008708571919582178
Position 808: 0.008072019537412182
Position 4763: 0.007910167621753802
Position 1631: 0.007626131080441302
Position 3823: 0.007456220708461403
Position 977: 0.006271219667672826
Position 3221: 0.005777735184809942
Position 3055: 0.005233647789328631
Position 3769: 0.0048885191440429495
Position 3018: 0.004219901794900444
Position 273: 0.004130893604147782
Position 289: 0.004072777821879043
Position 3509: 0.004064122140146799
Position 1135: 0.0032862706824910316
Position 3703: 0.0024569393089775983
Position 2653: 0.002220942135731769
Position 2513: 0.0021925769565070015
Position 1189: 0.0020363621326496034
Position 6: 0.002018761022260531
Position 996: 0.0018165768433991555
Position 2509: 0.0018161300822109666
Position 3990: 0.0015300219468157884
Position 2260: 0.0014782705823690545
Position 2668: 0.0014366769073728307
Position 2794: 0.001384849796788981
Position 4995: 0.0013099652905242227
Position 1011: 0.0012149231738298788
Position 1296: 0.0010445075494310441
Position 1006: 0.0010277813422680075
Position 3374: 0.0009612409389518642
Position 4382: 0.0009575438923820155
Position 1980: 0.0008704069371464161
Position 794: 0.0008640961772288741
Position 437: 0.0008584369671813339
Position 362: 0.0008124092758530873
Position 386: 0.0008026382457755712
Position 3682: 0.0007074751069808136
Position 934: 0.0006706127135442069
Position 2202: 0.0006417042189936648
Position 258: 0.0006408689290972445
Position 462: 0.000587566420349218
Position 980: 0.0005656121428492057
Position 327: 0.0005318319390098066
Position 704: 0.0004943186335765966
Position 3936: 0.00048216652161149284
Position 269: 0.00047721060963485333
Position 2319: 0.00045268085301760497
Position 3194: 0.0004513840803090527
Position 1097: 0.0004447323462575704
Position 1399: 0.0004424868165186711
Position 34: 0.0004072143935714225
Position 1775: 0.00038858135756206214
Position 409: 0.0003727631891025153
Position 246: 0.00035705360487391243
Position 2486: 0.0003334093583066079
Position 1166: 0.00033152861864256506
Position 2998: 0.00031161667817783113
Position 1258: 0.00030455337938143376
Position 2244: 0.00027932347122945893
Position 400: 0.00026457123893635303
Position 3175: 0.00025129054518806303
Position 4064: 0.0002447943665561263
