Gene = Reps
index = 1419
Annotated 5SS: [ 579 1039 1441 2294 2802 3323]
Annotated 3SS: [ 633 1120 1508 2364 3235 3475]
SMsplice 5SS: [ 579 1039 1441 2294 2802 3323]
SMsplice 3SS: [ 633 1120 1508 2364 3235 3475]
top_k =  500
Partition function (log Z): 18.481784841581867

Sorted 5' Splice Sites (High to Low Probability):
Position 1441: 0.9998461835080936
Position 2294: 0.9990962749368868
Position 579: 0.954393742041028
Position 3323: 0.8973947361429422
Position 1039: 0.8791828625925097
Position 2802: 0.8437439904494075
Position 4808: 0.22268864024775767
Position 5172: 0.17804169859106647
Position 2638: 0.11265671182588195
Position 4046: 0.0840579844406737
Position 989: 0.06858168719041759
Position 5368: 0.06786148659311042
Position 3341: 0.04654271010884964
Position 3687: 0.020720611556434888
Position 3669: 0.019298340780944737
Position 4646: 0.013802028876653136
Position 1043: 0.012964934356456147
Position 4092: 0.012484255060213938
Position 4036: 0.010479557196736999
Position 4090: 0.007218336842995498
Position 600: 0.006629247618611598
Position 1595: 0.006341631145583251
Position 472: 0.006220725938344212
Position 5372: 0.005504858446940461
Position 3593: 0.00518797267279316
Position 4227: 0.004720665432758551
Position 1853: 0.00459832802450296
Position 2078: 0.0041245409885634484
Position 3352: 0.0031770600330980193
Position 802: 0.0029247549668332752
Position 570: 0.002515156729170732
Position 3665: 0.0021865576234224885
Position 4966: 0.0018859138604221187
Position 5028: 0.0018327656816794894
Position 1952: 0.00149279777858858
Position 1599: 0.001478531723206286
Position 4812: 0.0013702299531509537
Position 4968: 0.0013001245835311565
Position 3115: 0.0012076853024334067
Position 4096: 0.0011139651358193585
Position 1070: 0.0010808293824118062
Position 1033: 0.0010464428047901313
Position 3722: 0.0010144148651025796
Position 1242: 0.0009277697360924896
Position 419: 0.0008961655514942535
Position 4818: 0.000820048435082372
Position 3768: 0.0007416310996189795
Position 1871: 0.0006983132734600573
Position 393: 0.0006623831258305595
Position 4515: 0.0005242628749346522
Position 3788: 0.0005130255152345719
Position 3377: 0.0005120178427152713
Position 3409: 0.00046095276592751666
Position 513: 0.00045571163741603583
Position 2298: 0.0004373129255722173
Position 2895: 0.00043513902426565364
Position 3987: 0.0004233598840132494
Position 1009: 0.00040437360053255687
Position 175: 0.0003978113789317736
Position 1001: 0.0003481640604755071
Position 3320: 0.0003384663930968393
Position 4711: 0.00029929416488922155
Position 814: 0.0002806809497306175
Position 5218: 0.0002746699189573709
Position 3092: 0.0002651260021873259
Position 324: 0.0002421608794886519
Position 2762: 0.0002311861454411642
Position 1605: 0.00022553322360324514
Position 2972: 0.0002247402320980417
Position 135: 0.00021344604960508718
Position 3005: 0.00019202934337665917
Position 2125: 0.00017904767403726803
Position 1061: 0.00017590883528930117
Position 1627: 0.00016349678274732077
Position 4073: 0.00013888727709362767
Position 153: 0.0001268152872762295
Position 2785: 0.00012196059992408286
Position 943: 0.00011824859012964826
Position 2281: 0.00010369706666344968
Position 1288: 0.00010007594893059965
Position 1726: 9.998557381135138e-05
Position 4376: 9.854296583736113e-05
Position 3888: 9.679671474004521e-05
Position 3956: 9.095732115941154e-05
Position 1630: 9.008370620050897e-05
Position 4864: 8.350720814255808e-05
Position 2056: 8.085789252910798e-05
