Gene = Cds
index = 1064
Annotated 5SS: [  93  608 1447 1787 2029 2579 2795]
Annotated 3SS: [ 166 1321 1689 1851 2089 2662 2858]
SMsplice 5SS: [ 608 1447 1787 2029 2579 2795]
SMsplice 3SS: [1321 1689 1851 2089 2662 2858]
top_k =  500
Partition function (log Z): 17.77214214569525

Sorted 5' Splice Sites (High to Low Probability):
Position 1787: 0.9993151525133651
Position 2795: 0.9979741220490621
Position 2579: 0.9932105370123145
Position 1447: 0.9458716946751259
Position 608: 0.9126222381324601
Position 2029: 0.8162126245671129
Position 93: 0.28485609658013294
Position 3088: 0.2796366497757125
Position 3118: 0.12395867256613756
Position 2033: 0.07079511241974107
Position 2152: 0.043900128994712226
Position 1644: 0.038947736021535014
Position 2014: 0.031437627871921316
Position 2161: 0.02794761354688966
Position 1950: 0.021906916988259226
Position 2185: 0.018027707425418472
Position 2455: 0.014474892701313476
Position 50: 0.010696454850464252
Position 1996: 0.010431644336156785
Position 2011: 0.009944600126192636
Position 127: 0.00932776950747321
Position 625: 0.008543700401642772
Position 38: 0.005894569302383813
Position 1207: 0.005874196481213668
Position 698: 0.0044153906796017715
Position 3131: 0.003357388806405811
Position 3172: 0.003307960320035478
Position 1584: 0.0031574916351373426
Position 2338: 0.0030573430200553477
Position 3292: 0.0028577052612439027
Position 759: 0.0028431404495048813
Position 2177: 0.0025321764528824964
Position 1009: 0.0021500464886052735
Position 2026: 0.002142644660571615
Position 1906: 0.002139256645874034
Position 2911: 0.002110509255310651
Position 240: 0.0016340635303290101
Position 1509: 0.00152700452778884
Position 716: 0.0015167802283516114
Position 2591: 0.0013169130702026883
Position 3623: 0.0012211088958314206
Position 2253: 0.001179796859326326
Position 3811: 0.0010911292860912166
Position 1149: 0.0010898855422423886
Position 2225: 0.0009661779234676821
Position 1451: 0.0007417517954963966
Position 2418: 0.0006691710345383809
Position 1791: 0.0005570143305834313
Position 2799: 0.0005438479091526201
Position 2583: 0.0005372643866090196
Position 3255: 0.0005175971413780979
Position 2066: 0.0005019889028845849
Position 1578: 0.0004455334516997875
Position 232: 0.00038126704725008505
Position 194: 0.0003738315893541129
Position 1470: 0.0003574496234540472
Position 20: 0.00024891899514644007
Position 1623: 0.0002257541709816403
Position 3106: 0.00022304941131566158
Position 470: 0.00020875937051830444
Position 3765: 0.00020710187724439332
Position 3462: 0.00020643226305521936
Position 612: 0.00020148166552767251
Position 3471: 0.00019158718840053268
Position 40: 0.00018048362967973443
Position 32: 0.00016897454695836622
Position 3062: 0.00016753253668717725
Position 2293: 0.00015853950754421485
Position 2432: 0.00013997533723727215
Position 2140: 0.00013391046113046405
Position 1549: 0.00012703899849684738
Position 1867: 0.00011782738954943439
Position 3115: 0.00011446890227017236
Position 3456: 0.00011366792204488708
Position 172: 0.00011148553227768565
Position 3214: 9.630139674004617e-05
Position 223: 9.178782204576546e-05
Position 3279: 8.071170114887706e-05
Position 2209: 7.808876955182149e-05
Position 1091: 6.629010427574982e-05
Position 3787: 5.111598434968796e-05
Position 1133: 4.8715050865185914e-05
Position 2604: 4.638086643529726e-05
Position 392: 4.3101274580564516e-05
Position 1932: 4.280056009807364e-05
Position 3081: 3.875697536086498e-05
Position 3122: 3.541622928124765e-05
Position 998: 3.321453422744828e-05
Position 1473: 3.0781903061063675e-05
Position 506: 2.9727277561513424e-05
Position 1118: 2.903154177561955e-05
Position 702: 2.6936301963591987e-05
Position 2318: 2.5638588534177204e-05
Position 3458: 2.3939431098189877e-05
Position 2940: 1.4922440869068829e-05
Position 2934: 1.3201260021034488e-05
Position 2611: 1.0220549683853252e-05
Position 2122: 9.662887961779513e-06
Position 1357: 8.89613245459281e-06
Position 1761: 8.132778155952571e-06
Position 2751: 7.640552382995686e-06
Position 1861: 5.606927472500436e-06
Position 1854: 5.394778896066843e-06
Position 166: 4.755818867028727e-06
Position 2969: 4.210483604589161e-06
Position 2915: 3.9837712129076e-06
Position 2532: 2.684690936726996e-06
Position 2548: 2.5284162951391304e-06
Position 366: 1.1141097261121073e-06
Position 2476: 7.864542054316288e-07
Position 2902: 5.163161252473576e-07
Position 2243: 2.0241642818168674e-07
Position 2725: 2.0013649402721144e-07
Position 2240: 1.8369058723621826e-07
Position 2640: 1.578407898788184e-07
Position 1872: 1.2323492578566011e-07
Position 2730: 7.149651641953227e-08
Position 700: 5.621906212266224e-08
Position 1829: 4.7818890237012244e-08
Position 3236: 4.474579532357987e-08
Position 3241: 3.428830495127481e-08
Position 2830: 2.4595540964736844e-08
Position 1703: 2.274894899271633e-08
Position 2108: 9.843113101450162e-09
Position 2156: 1.6539257828335593e-10
Position 2101: 1.5255415141951194e-10
Position 629: 6.881747355648137e-11
Position 1815: 3.1203437012004904e-11
Position 2349: 1.9430407903136202e-13
Position 1652: 9.976265330872495e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2858: 0.9984476204074046
Position 1851: 0.9956838532924239
Position 1689: 0.974623122172763
Position 2662: 0.9639528067544737
Position 2089: 0.9621474563792973
Position 1321: 0.7430817883580254
Position 3344: 0.3095710781422323
Position 253: 0.1030484666732955
Position 1262: 0.07547214976283541
Position 477: 0.04643474381598244
Position 184: 0.03843373243882145
Position 2205: 0.03643579078082944
Position 1156: 0.036142405012278445
Position 2634: 0.031839250236561374
Position 166: 0.03016937556745649
Position 2497: 0.02921312147434917
Position 904: 0.026801090420081254
Position 1572: 0.026750605070934397
Position 3139: 0.02671431396421335
Position 3893: 0.02576079431393249
Position 232: 0.02505190954881691
Position 2318: 0.02403748191924548
Position 758: 0.022764529546869573
Position 1613: 0.022598481291506024
Position 290: 0.01946673424802579
Position 3319: 0.011779680638494421
Position 2251: 0.010848567296988387
Position 2269: 0.009754990070198543
Position 3499: 0.009486488608569727
Position 876: 0.007276906537360148
Position 970: 0.006633898191801399
Position 825: 0.0059644977545453715
Position 3279: 0.005813577955903642
Position 3356: 0.005484950793115397
Position 3176: 0.005128268310702678
Position 366: 0.004009173385062781
Position 1549: 0.003797490825682789
Position 1508: 0.0034209349779402405
Position 1905: 0.0031757447196023624
Position 190: 0.0030817981711556237
Position 3374: 0.002926766015645515
Position 3641: 0.002905598544535095
Position 755: 0.0028795594465828617
Position 386: 0.0027170332446852566
Position 1246: 0.0026279251671375704
Position 3563: 0.0024269073366305523
Position 3765: 0.0020734132368856084
Position 206: 0.0020725004024908155
Position 3729: 0.0020602545019108537
Position 3296: 0.001961593210968473
Position 1502: 0.001869599686921492
Position 3653: 0.0017038426314098646
Position 1268: 0.0014959922618871806
Position 2385: 0.0011159655472638642
Position 2380: 0.001059349340126995
Position 891: 0.000993299329662086
Position 3504: 0.0008323482821886927
Position 2640: 0.0007956722304117079
Position 3292: 0.0007549135960243469
Position 3248: 0.0007352640859572605
Position 340: 0.0007118819887994135
Position 1034: 0.0006738127178254933
Position 2476: 0.0006536786106107127
Position 2512: 0.0006463715911732322
Position 2962: 0.0006105728671751041
Position 127: 0.0005893558020051997
Position 1203: 0.0005871337256136268
Position 2730: 0.00045517156745866874
Position 2953: 0.0004546021042011451
Position 922: 0.0004268931548485321
Position 3035: 0.00035748917881117193
Position 1342: 0.00035074668314898175
Position 2101: 0.00033687444425191463
Position 2560: 0.000335104526751233
Position 1623: 0.00032483327924005275
Position 1866: 0.00030484397876901067
Position 3407: 0.0002672742906073755
Position 506: 0.00026219211528267844
Position 347: 0.00022004424282353886
Position 3475: 0.00020062954700587782
Position 687: 0.00019854308102306448
Position 305: 0.00019579385611535213
Position 1285: 0.00017048237539546155
Position 516: 0.00013200230161381342
Position 1390: 0.00011676352979831867
Position 1999: 0.00011377240728800112
Position 3855: 0.00011135264576478937
Position 2395: 8.526649882013485e-05
