Gene = SclB
index = 1475
Annotated 5SS: [  35 1384 2607 3454]
Annotated 3SS: [1240 2297 3372 3526]
SMsplice 5SS: [  35 1384 2607 3454]
SMsplice 3SS: [1240 2297 3372 3526]
top_k =  500
Partition function (log Z): 1.9119917184022788

Sorted 5' Splice Sites (High to Low Probability):
Position 3454: 0.9941624234448524
Position 1384: 0.97217086200699
Position 2607: 0.7364049377352753
Position 35: 0.5740437917428349
Position 692: 0.422245613984342
Position 2237: 0.23990880776359608
Position 1167: 0.23517459846912186
Position 476: 0.12213147070774377
Position 1550: 0.04572862363275067
Position 3000: 0.02388001799977737
Position 1592: 0.021039279215170504
Position 302: 0.017713802593639555
Position 2012: 0.014003516651902328
Position 429: 0.01221683798375889
Position 749: 0.011698960899022491
Position 1159: 0.011667573203077706
Position 774: 0.00850252560524761
Position 701: 0.006071814428785452
Position 1666: 0.00590213282131335
Position 2195: 0.004839503970822135
Position 3628: 0.0028989805779939546
Position 709: 0.002635236615676237
Position 18: 0.0020546287580886402
Position 616: 0.0020046929884671764
Position 437: 0.0019990597787824605
Position 714: 0.001713921547721509
Position 1338: 0.001630410310913096
Position 554: 0.0015469358670976235
Position 2593: 0.0014897626115854545
Position 1356: 0.0014242346669273572
Position 2000: 0.0014149132638888208
Position 3437: 0.001139772604118657
Position 42: 0.0010721603404134424
Position 3633: 0.0010616257122897585
Position 622: 0.0009005492278135026
Position 298: 0.0008775675026991839
Position 550: 0.000835972859882614
Position 578: 0.0007259180324713806
Position 644: 0.0006865912079360741
Position 2086: 0.0006469681482963983
Position 755: 0.0005801445737275418
Position 232: 0.0005536109365318345
Position 1487: 0.0005345071720851522
Position 1795: 0.0005099272170126981
Position 410: 0.00027055236121433234
Position 2074: 0.00026366518931097846
Position 2144: 0.0002437998322090816
Position 3817: 0.00020552907064661435
Position 3451: 0.00019740992327569419
Position 3458: 0.00018884749554292062
Position 1836: 0.0001780370740352702
Position 142: 0.00016592229145776004
Position 776: 0.00010281726940011791
Position 292: 9.16560227390509e-05
Position 781: 7.489826088798029e-05
Position 384: 7.421922989747146e-05
Position 56: 7.18252463990572e-05
Position 3705: 6.98700541874762e-05
Position 1646: 6.683590891926447e-05
Position 783: 6.615884530863949e-05
Position 1452: 4.709661305004893e-05
Position 178: 4.126059863073749e-05
Position 287: 3.998621892533459e-05
Position 3764: 3.181830142646271e-05
Position 211: 3.052358564609485e-05
Position 343: 2.8565412820834803e-05
Position 3792: 2.7442657828160104e-05
Position 171: 2.5777573546785275e-05
Position 3700: 2.2774368725498548e-05
Position 663: 2.1768894294005852e-05
Position 3740: 1.7366730117918465e-05
Position 3603: 1.6787697785017613e-05
Position 887: 1.4433652592838166e-05
Position 530: 1.432305029554906e-05
Position 3815: 7.2318398276801206e-06
Position 432: 5.84464266773743e-06
Position 112: 8.942082411149273e-07
Position 1363: 8.18855985514575e-07
Position 1443: 7.459985199958274e-07
Position 1567: 3.6793972320980397e-07
Position 1446: 1.986212496504872e-07
Position 601: 8.995697041610824e-08
Position 552: 2.8546376127278956e-08
Position 1333: 7.016973952240044e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1240: 0.9915813438865078
Position 3526: 0.986244047851021
Position 3372: 0.932869644044197
Position 2297: 0.6071561888189746
Position 534: 0.287035048421037
Position 1446: 0.21424685859445486
Position 1922: 0.08067800740476551
Position 879: 0.05424683948214686
Position 1890: 0.033543994425480464
Position 1659: 0.03085971602211745
Position 3268: 0.030425409508525986
Position 2473: 0.027291671969131792
Position 1055: 0.026801531443814107
Position 145: 0.024766676715584655
Position 907: 0.014646740547103722
Position 1633: 0.011551713011531177
Position 2504: 0.011436197434467435
Position 569: 0.01097794574856832
Position 1996: 0.01085954281551326
Position 2752: 0.010246982387866428
Position 1517: 0.009957649440146932
Position 3691: 0.009492198817785364
Position 2850: 0.008174793024360244
Position 82: 0.00810620055816547
Position 674: 0.0060007804091443875
Position 316: 0.005893209335505829
Position 1766: 0.005627048611714895
Position 1794: 0.004748933950034445
Position 1930: 0.004746631255906207
Position 2810: 0.004227563248428446
Position 2924: 0.0038998059899810296
Position 2304: 0.0038344894860661313
Position 496: 0.003803369577643537
Position 130: 0.003463044284029708
Position 2413: 0.003342400500507942
Position 3555: 0.0029328641019484947
Position 1452: 0.002847690057330685
Position 3129: 0.0027739128625833363
Position 2781: 0.0027064569430597296
Position 3322: 0.0023842643640786545
Position 3072: 0.0021936013320796584
Position 1936: 0.0016785509266939451
Position 2301: 0.0015190364971203322
Position 3391: 0.0010178270951678523
Position 805: 0.0009504970577354175
Position 3164: 0.0008541514453857264
Position 2714: 0.0008239904734381134
Position 2402: 0.000704351784771146
Position 432: 0.0005976670952026713
Position 2185: 0.0005470580723858187
Position 3194: 0.0005330480561290733
Position 3564: 0.0004857206498577631
Position 3140: 0.00047036504469917826
Position 2478: 0.0003998928321118691
Position 2237: 0.000363165123493494
Position 410: 0.00033147094576517564
Position 2593: 0.0002877541074465643
Position 3772: 0.00028760097059301557
Position 2340: 0.0002841977597673685
Position 3705: 0.0002417197977871985
Position 2421: 0.00019442522694185517
Position 1736: 0.00018465999966535486
Position 3677: 0.00017814390006489685
Position 3871: 0.00017767634134443024
Position 3406: 0.00016843688757866567
Position 3876: 0.0001542399535309079
Position 1254: 0.0001373572597402791
Position 3046: 0.00010967155473506205
Position 2332: 0.00010699263134683205
Position 1181: 9.103953726716108e-05
Position 2211: 8.782499321169945e-05
Position 3803: 7.667014952590037e-05
Position 3892: 6.641533032868622e-05
Position 651: 6.253069672568538e-05
Position 3711: 5.675597141640634e-05
Position 2711: 5.330223554487614e-05
Position 350: 4.195423808207349e-05
Position 1124: 3.990640705344208e-05
Position 358: 3.218667201132121e-05
Position 262: 2.8589772162105808e-05
Position 2967: 2.592225405247612e-05
Position 622: 2.5900562299526344e-05
Position 774: 1.3425417639367558e-05
Position 633: 1.023078605409345e-05
Position 3628: 8.947803349058675e-06
Position 644: 8.621913091424803e-06
Position 178: 6.195907376877723e-06
Position 251: 3.4316992402990173e-06
Position 704: 3.3186498248468934e-06
Position 225: 3.2712379029546457e-06
Position 3731: 3.090256178792536e-06
Position 807: 2.6566664796626e-06
Position 1643: 1.8592680254151316e-06
Position 937: 1.7381175085385193e-06
Position 2119: 1.723288568528106e-06
Position 2168: 1.159110756072598e-06
Position 2099: 1.1510237935133514e-06
Position 578: 6.850013061741831e-07
Position 691: 1.8570653141239814e-07
Position 1604: 7.573471548227026e-09
Position 285: 1.7042336003313302e-09
