Gene = Trf
index = 1565
Annotated 5SS: [231]
Annotated 3SS: [301]
SMsplice 5SS: [231]
SMsplice 3SS: [301]
top_k =  500
Partition function (log Z): -7.422763692054221

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.645281761717025
Position 235: 0.3370255286496673
Position 193: 0.015919742042646172
Position 361: 0.003240785693373917
Position 428: 0.0024601189502499515
Position 818: 0.0013718000273089956
Position 732: 0.0012970429501848557
Position 44: 0.0007972106471310625
Position 459: 0.0005063793623488042
Position 842: 0.0004450115969862093
Position 377: 0.00041126417683466686
Position 546: 0.000342543418160393
Position 512: 0.00031155391168823354
Position 472: 0.00024961796461709035
Position 848: 0.0002027598910943559
Position 49: 0.0001730976395265873
Position 13: 0.0001612576508361701
Position 821: 0.00013260137374975528
Position 752: 9.87635707923757e-05
Position 551: 9.387986283626624e-05
Position 858: 7.552048788010994e-05
Position 184: 6.027886745274838e-05
Position 641: 5.194892240086828e-05
Position 94: 4.28321415831715e-05
Position 630: 2.086706148029871e-05
Position 805: 1.881779708486441e-05
Position 402: 1.7605025792750644e-05
Position 588: 1.546384391437913e-05
Position 824: 1.30854324877535e-05
Position 735: 1.2765966904058561e-05
Position 690: 8.542361985860368e-06
Position 324: 6.631914723576757e-06
Position 124: 6.155221193414783e-06
Position 59: 4.255740291137866e-06
Position 646: 4.044938691360017e-06
Position 397: 3.3534580644773493e-06
Position 81: 3.3105582609348274e-06
Position 953: 2.407355086179196e-06
Position 579: 1.4461933435043924e-06
Position 909: 1.1548180393895401e-06
Position 331: 7.792433971117035e-07
Position 309: 1.2767043162650812e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.9977679799174154
Position 909: 0.004119751670364748
Position 427: 0.003899871714443226
Position 530: 0.0017583853366878927
Position 94: 0.000793222547829969
Position 672: 0.0007199720733543369
Position 641: 0.00042150109741330774
Position 853: 0.00018365929266663919
Position 695: 0.00016344565607458877
Position 250: 0.00014958583577280387
Position 572: 0.00014845368320688787
Position 458: 0.00013230047020886237
Position 81: 9.093623293086782e-05
Position 551: 8.912139220897034e-05
Position 617: 8.329403718729798e-05
Position 731: 7.30852416556321e-05
Position 533: 7.279221470614311e-05
Position 964: 4.1903696386387475e-05
Position 347: 4.1228445095239656e-05
Position 566: 2.7028614064778226e-05
Position 858: 2.485966830041277e-05
Position 805: 2.349842712809608e-05
Position 163: 1.7086185117953107e-05
Position 996: 1.439213540930881e-05
Position 272: 9.347551062345104e-06
Position 752: 6.0910063457552004e-06
Position 646: 5.4925898213578375e-06
Position 137: 3.7332007088629577e-06
Position 662: 2.854344538798767e-06
Position 110: 2.8000820041301043e-06
Position 512: 1.6853863221029714e-06
Position 116: 1.057432923696162e-06
Position 782: 1.045469547439875e-06
Position 389: 9.613009387852387e-07
Position 435: 8.001786644287624e-07
Position 252: 7.009287484824519e-07
Position 171: 4.409701480539433e-08
Position 231: 1.081960434196821e-08
Position 180: 7.889249418662452e-09
Position 204: 5.846582446342879e-10
Position 377: 1.0234560064489455e-11
Position 367: 1.2549243429250864e-12
Position 219: 6.066057287820708e-13
Position 198: 5.082316830543902e-15
