Gene = zetaCOP
index = 1937
Annotated 5SS: [  74  499 1102]
Annotated 3SS: [ 130 1010 1712]
SMsplice 5SS: [  74  911 1102]
SMsplice 3SS: [ 130 1010 1712]
top_k =  500
Partition function (log Z): 1.0284451571450448

Sorted 5' Splice Sites (High to Low Probability):
Position 1102: 0.9867099386626611
Position 74: 0.899907405745671
Position 911: 0.5151869559350784
Position 499: 0.3641074031932563
Position 757: 0.1129039517378687
Position 763: 0.04878280178707344
Position 33: 0.02760751222481432
Position 943: 0.019549162250472155
Position 338: 0.017262047482981487
Position 546: 0.005567992449414921
Position 571: 0.005268287609926064
Position 511: 0.004718878977803966
Position 187: 0.004483196611507423
Position 50: 0.003617005851812659
Position 751: 0.003525423437402884
Position 658: 0.003282620177463835
Position 1602: 0.0031236257096554226
Position 1310: 0.002212362966026397
Position 1147: 0.00209504715855051
Position 503: 0.0020125230974666836
Position 376: 0.0017183067482799013
Position 1131: 0.0012725356796626558
Position 1121: 0.001111375402145627
Position 1177: 0.0009447905352567154
Position 732: 0.0008782947869759083
Position 518: 0.0007524485687215076
Position 1639: 0.0005135513103925391
Position 443: 0.0004978172665918425
Position 1502: 0.0004753651561301511
Position 307: 0.00046180547448151585
Position 1488: 0.00043463346357253195
Position 771: 0.0003913688489057852
Position 94: 0.0003805724542303607
Position 1573: 0.0003559415571583251
Position 671: 0.00035210587311366564
Position 26: 0.00034499740220192963
Position 1610: 0.0002661303373467504
Position 643: 0.00023597196743223173
Position 624: 0.0001804393160589944
Position 865: 0.00017335474061312445
Position 214: 0.00015014232030231427
Position 1134: 9.773167749977266e-05
Position 1307: 9.171815369477791e-05
Position 1523: 8.88593740657567e-05
Position 1314: 8.172652243955029e-05
Position 1093: 8.097001845107749e-05
Position 606: 7.264812474946788e-05
Position 1586: 6.180215046099828e-05
Position 674: 4.73424921586427e-05
Position 1429: 4.1411688861116526e-05
Position 501: 3.944577893726257e-05
Position 320: 3.714376964640075e-05
Position 1416: 3.406045628598313e-05
Position 879: 2.8124465049724787e-05
Position 1183: 2.5544618169026938e-05
Position 1437: 2.528881036206476e-05
Position 720: 2.1766449449485192e-05
Position 15: 1.8900497212354373e-05
Position 715: 1.8070308066668226e-05
Position 1762: 1.731943770258834e-05
Position 247: 1.6144090647249574e-05
Position 1426: 1.5846227639571117e-05
Position 428: 1.527991076935064e-05
Position 31: 1.5230217063605205e-05
Position 305: 1.4953998446841053e-05
Position 380: 1.4014959905110529e-05
Position 871: 1.3616079512165105e-05
Position 1187: 1.2637045378605344e-05
Position 635: 1.002999259769281e-05
Position 1691: 9.459455534193725e-06
Position 1772: 9.375910806172087e-06
Position 1805: 9.055770902614463e-06
Position 1160: 8.911608192297343e-06
Position 1757: 7.649307494477405e-06
Position 575: 7.064269017630966e-06
Position 1491: 6.11371120504536e-06
Position 148: 2.261225793958696e-06
Position 4: 1.1081341145202363e-06
Position 1042: 5.566485878836422e-07
Position 1798: 5.522889536988591e-07
Position 1035: 5.410152544482717e-07
Position 1039: 3.0218765911997577e-07
Position 1322: 1.0112812787584947e-07
Position 1332: 8.54967925068121e-08
Position 208: 6.294866512151813e-08
Position 122: 3.7795772003088993e-08
Position 1162: 7.856171238797286e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1010: 0.9912665012298184
Position 1712: 0.9396213468995556
Position 130: 0.9150576698148271
Position 819: 0.07876649449376992
Position 1404: 0.027927946319964227
Position 635: 0.023402191692213355
Position 408: 0.01784060473319855
Position 1462: 0.012815481098609185
Position 715: 0.005753859003987481
Position 1253: 0.00485504352506157
Position 1648: 0.004770849220540298
Position 1233: 0.00399294600243791
Position 568: 0.0025639244871426287
Position 853: 0.0021437154448521716
Position 886: 0.002117482137357888
Position 1180: 0.0018815895165693321
Position 1150: 0.001575548140645333
Position 690: 0.0010672417927886089
Position 142: 0.0009505720764698162
Position 1835: 0.0008406407004718033
Position 94: 0.000781602905652714
Position 1160: 0.0007744245661602219
Position 861: 0.0006906661970586561
Position 1491: 0.0006615337958685723
Position 647: 0.0003045326557025639
Position 1488: 0.0002818525481370495
Position 1299: 0.00027594654832723274
Position 565: 0.0002534175069295411
Position 606: 0.00021667779762700166
Position 555: 0.00019556122592582175
Position 1358: 0.00019002446544787345
Position 1416: 0.00013983461862373316
Position 1757: 0.0001295546349381635
Position 879: 0.00010400136736781893
Position 256: 9.805290329859557e-05
Position 1282: 9.113305115373954e-05
Position 424: 8.154357245978323e-05
Position 755: 7.858198164452643e-05
Position 571: 7.062919242091283e-05
Position 762: 5.637226903031938e-05
Position 220: 5.352749600756661e-05
Position 1856: 3.709967560164664e-05
Position 1310: 2.880787605703181e-05
Position 421: 2.7955043288498988e-05
Position 580: 2.169115981274062e-05
Position 313: 2.117822812256264e-05
Position 1089: 1.9102853114619388e-05
Position 771: 9.23417659572154e-06
Position 277: 6.849494798739841e-06
Position 436: 5.647570857067504e-06
Position 1332: 4.1968819013302775e-06
Position 226: 3.656490884191226e-06
Position 1340: 3.3363188676141316e-06
Position 1314: 2.7353666143742542e-06
Position 187: 1.7860242820953328e-06
Position 552: 6.829367242892792e-07
Position 674: 6.158282064379354e-07
Position 546: 5.163325631757158e-07
Position 643: 4.708548524747507e-07
Position 241: 1.2042631625580477e-07
Position 898: 4.9071282496420355e-08
Position 229: 3.49429500093198e-08
Position 199: 3.073724101816841e-08
Position 315: 1.720159328324489e-08
Position 364: 1.683447122662841e-08
Position 223: 1.4295852196293598e-08
Position 433: 9.067154961902741e-11
Position 55: 5.453726875506352e-12
Position 50: 1.700973993121239e-12
Position 358: 5.809891532604131e-15
Position 460: 2.3962229702562934e-15
