Gene = Tg
index = 1557
Annotated 5SS: [  479 15079]
Annotated 3SS: [13111 15142]
SMsplice 5SS: [  479 15079]
SMsplice 3SS: [13111 15142]
top_k =  500
Partition function (log Z): -3.720186641931807

Sorted 5' Splice Sites (High to Low Probability):
Position 15079: 0.998647829784966
Position 479: 0.9633064548375663
Position 1699: 0.27277389376983874
Position 7932: 0.11988238002293584
Position 15356: 0.08375840479967471
Position 8184: 0.05625000860029029
Position 9815: 0.05525014392273511
Position 239: 0.05201388898507157
Position 3870: 0.033359051075705824
Position 9875: 0.024517591832954117
Position 3024: 0.012651449996950417
Position 8300: 0.011672440565728076
Position 4493: 0.01147304830844386
Position 2825: 0.006299298914534317
Position 319: 0.005515854415831214
Position 12372: 0.0048781571353444285
Position 1047: 0.004230401547440863
Position 5871: 0.0037720071934002454
Position 268: 0.003534317471850877
Position 1456: 0.0034566112939119903
Position 8864: 0.002341938512801962
Position 15380: 0.00225955427386803
Position 7285: 0.0017977556397335706
Position 15408: 0.001748257572329491
Position 286: 0.0014160867037941467
Position 7553: 0.0013834970225697937
Position 7231: 0.0013658850775174584
Position 775: 0.0011376731087533456
Position 15387: 0.0011040839246277794
Position 7767: 0.0010907262706195706
Position 2415: 0.0007224848601444276
Position 2361: 0.0006466322935095725
Position 1023: 0.0006007662362219546
Position 15390: 0.0004349276107656697
Position 15398: 0.0004221699021751029
Position 1415: 0.00041829620942408823
Position 3559: 0.00021123092144356527
Position 2419: 0.00019692340976116087
Position 143: 0.00016323203974519254
Position 750: 0.0001306443112875203
Position 1510: 0.0001148048927888923
Position 165: 9.81733026631579e-05
Position 170: 9.668554896705134e-05
Position 540: 7.227873529504924e-05
Position 2401: 6.893882947481321e-05
Position 483: 6.739608955008282e-05
Position 1747: 6.722784385441237e-05
Position 849: 6.538993097651083e-05
Position 1656: 6.481499362825175e-05
Position 119: 6.002039413946883e-05
Position 197: 5.624594665518744e-05
Position 548: 4.6232752317116936e-05
Position 323: 4.4308609959920405e-05
Position 3000: 4.382242233222953e-05
Position 65: 3.832157891007986e-05
Position 1384: 3.3819935178692795e-05
Position 3762: 3.0310801078086752e-05
Position 15405: 2.9954145469395222e-05
Position 773: 2.8397171873700144e-05
Position 1548: 2.4436320035016176e-05
Position 4077: 2.4146955044162276e-05
Position 619: 2.3670811040826362e-05
Position 178: 2.0658551967556183e-05
Position 422: 2.0570160920962432e-05
Position 1370: 1.9118613308106465e-05
Position 656: 1.621561009682957e-05
Position 15220: 1.3102958273210702e-05
Position 1727: 1.2989918815194705e-05
Position 2579: 7.976107978284037e-06
Position 650: 6.415564873664527e-06
Position 609: 5.531182509523857e-06
Position 321: 4.223849823154138e-06
Position 16: 3.9406430094956156e-06
Position 2075: 3.452454732900883e-06
Position 326: 3.057191749329779e-06
Position 712: 2.8462575458167297e-06
Position 77: 2.100072642619417e-06
Position 13738: 1.5831822444359144e-06
Position 14183: 1.5170793642866577e-06
Position 884: 1.1705132953221706e-06
Position 3: 1.017874013487082e-06
Position 886: 2.318593027031681e-07
Position 1172: 2.0700788245744882e-07
Position 369: 1.5980764723755866e-07
Position 344: 6.674293137071673e-08
Position 679: 5.725649567017614e-08
Position 566: 3.246049426877363e-08
Position 689: 2.8493840884909897e-08
Position 389: 2.4049548362954047e-08
Position 411: 5.753073737550173e-09
Position 384: 3.734778456143109e-09
Position 387: 3.4089081778299542e-09
Position 3338: 2.3502337634501505e-12
Position 2298: 4.2426705970966083e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15142: 0.9939028246251398
Position 13111: 0.9620274628640355
Position 7656: 0.1489859412484551
Position 15460: 0.08980161697696348
Position 1548: 0.06975083272556674
Position 9637: 0.060776276979549244
Position 773: 0.05289664166097158
Position 2681: 0.04252434567302207
Position 846: 0.0355962715524215
Position 14055: 0.03134842907168954
Position 708: 0.030706590898675595
Position 369: 0.022118026425087048
Position 814: 0.01786613865245725
Position 1615: 0.017315613958432268
Position 7814: 0.016897891653671133
Position 326: 0.014830911452605955
Position 8749: 0.014101729849680564
Position 555: 0.01282203825278773
Position 7687: 0.012079735305242518
Position 4418: 0.008089007315738188
Position 1476: 0.00775070986903373
