Gene = Trp1
index = 1568
Annotated 5SS: [1177 2172 2528]
Annotated 3SS: [1355 2225 3018]
SMsplice 5SS: [ 156 1305 2172 2528]
SMsplice 3SS: [ 534 1355 2225 3018]
top_k =  500
Partition function (log Z): 9.826856555600392

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.9877043518836672
Position 156: 0.909459650312733
Position 1305: 0.9072238691432886
Position 2528: 0.8449709318021627
Position 2913: 0.4682771138274201
Position 770: 0.42186585716208763
Position 41: 0.11600960529458645
Position 603: 0.08026634069993564
Position 1566: 0.06888985486233107
Position 1177: 0.06836903848491686
Position 3084: 0.04269918193757595
Position 3098: 0.03175849639604359
Position 446: 0.021889332557680784
Position 689: 0.010704523181233506
Position 616: 0.010572166744319461
Position 1771: 0.00844372449649308
Position 2136: 0.005372896801485262
Position 3231: 0.004959407775810114
Position 2621: 0.004434621496185733
Position 206: 0.004195462383479442
Position 2451: 0.003619494101044071
Position 2546: 0.003032796509229054
Position 3583: 0.0026856722277871555
Position 3089: 0.002597152026163906
Position 1202: 0.002539043099247644
Position 297: 0.002365991577694488
Position 45: 0.0020835222606770793
Position 929: 0.0020653973245295027
Position 482: 0.0019141283158346527
Position 2356: 0.0019096251628259089
Position 762: 0.0013911593713326579
Position 3057: 0.0013144128630501435
Position 3319: 0.0012769483716842556
Position 2373: 0.0011934516569920767
Position 1232: 0.0011929072673450881
Position 716: 0.0011891175040048582
Position 3593: 0.0011197096191072745
Position 3636: 0.0008539108236037407
Position 2052: 0.0008435015330422316
Position 2947: 0.000813470944364959
Position 3579: 0.0008012084068859516
Position 202: 0.0007355482946825038
Position 731: 0.0005928364494358285
Position 1473: 0.0005434883711715382
Position 3397: 0.00051530477342496
Position 2874: 0.0005113575665057786
Position 2582: 0.0004346350529509434
Position 240: 0.00040841307357487584
Position 939: 0.0004059287646667301
Position 800: 0.0003543628750975443
Position 2618: 0.0003111972813651192
Position 805: 0.00030197861226600347
Position 1299: 0.00030167433557244867
Position 3454: 0.00028379771986887135
Position 728: 0.00027802278452469407
Position 2689: 0.0002661748649933624
Position 394: 0.00025342756563357055
Position 1272: 0.00023406105432795035
Position 860: 0.00022841348588621005
Position 38: 0.0002075727409404858
Position 756: 0.0001979811183810717
Position 774: 0.00016650079478549237
Position 1517: 0.0001621648559995234
Position 607: 0.00014196262830986728
Position 924: 0.00013563654619876752
Position 471: 0.00012319123890788992
Position 492: 0.00010414005301371445
Position 943: 0.00010030710135872019
Position 278: 9.107489065095162e-05
Position 238: 8.798936868824889e-05
Position 2361: 8.20496822582265e-05
Position 2196: 7.719941782617861e-05
Position 383: 7.641257228051485e-05
Position 210: 7.284801783380196e-05
Position 1383: 6.971281354070607e-05
Position 684: 6.929099783601403e-05
Position 421: 6.145390127732516e-05
Position 1010: 5.913705966882565e-05
Position 937: 5.500821756386548e-05
Position 875: 5.207638121268078e-05
Position 26: 4.4413375815505794e-05
Position 47: 4.282351957532862e-05
Position 160: 3.504608959254206e-05
Position 1047: 3.472818365562805e-05
Position 347: 3.2239199614360185e-05
Position 337: 2.5761255365097706e-05
Position 2176: 2.314097378343915e-05
Position 2798: 1.8813662160690253e-05
Position 2331: 1.527171814622859e-05
Position 1623: 1.4172263083409374e-05
Position 1437: 1.2379281516925763e-05
Position 204: 1.1442550399808827e-05
Position 1421: 1.1199070542007302e-05
Position 1990: 1.105306426856533e-05
Position 32: 9.23568722792322e-06
Position 2862: 4.036907119606987e-06
Position 1655: 3.1736128819191883e-06
Position 218: 2.965056740787865e-06
Position 2884: 2.023263320261416e-06
Position 122: 1.953155104134385e-06
Position 372: 1.9305880459582818e-06
Position 169: 1.8840091514720273e-06
Position 722: 1.841228777590732e-06
Position 719: 1.4481917954142857e-06
Position 251: 1.3778583573317686e-06
Position 244: 1.3374735825457287e-06
Position 280: 1.2440464143416282e-06
Position 12: 1.1763402560204105e-06
Position 2481: 8.557253474128606e-07
Position 507: 8.026497950093398e-07
Position 3326: 6.883152274045131e-07
Position 3267: 6.449940971807777e-07
Position 388: 5.935417339406656e-07
Position 142: 4.817734045974e-07
Position 2455: 4.800204183404581e-07
Position 49: 4.2570067458355707e-07
Position 2720: 4.1513627832875217e-07
Position 3203: 3.414499289907215e-07
Position 3078: 3.0971560283481977e-07
Position 2443: 2.7592263899124273e-07
Position 2917: 1.4566705178813451e-07
Position 3465: 9.160267056137058e-08
Position 2894: 6.22252509836295e-08
Position 3353: 5.990837310271278e-08
Position 1574: 4.4228644777511286e-08
Position 3272: 2.6367904941271372e-08
Position 1992: 1.0533776437376459e-08
Position 2099: 1.8537446350545715e-09
Position 1878: 1.1238517463816561e-09
Position 1584: 5.082270131807391e-10
Position 740: 2.8871946918709356e-10
Position 743: 2.624057870932137e-10
Position 2239: 1.6911520027335212e-10
Position 103: 3.468174788661487e-11
Position 2056: 7.642035776812062e-17
Position 2078: 4.6736162685523984e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1355: 0.9995079505351612
Position 2225: 0.9893149013090469
Position 3018: 0.9823474200506414
Position 534: 0.8419310440299538
Position 987: 0.46684519452409046
Position 2679: 0.1609277467484143
Position 99: 0.09334436669715965
Position 3165: 0.07561580677953669
Position 2787: 0.07375180568879852
Position 2654: 0.05808282866770451
Position 1065: 0.04814427367311214
Position 1622: 0.04502967665932342
Position 929: 0.03342812545063441
Position 2873: 0.0273217121596856
Position 1619: 0.022126161912655703
Position 1275: 0.01860983613958838
Position 868: 0.017900681995461187
Position 2988: 0.014197023240470282
Position 1072: 0.010781141232513874
Position 963: 0.010683267617236406
Position 655: 0.00845822993694666
Position 2884: 0.008188126308301652
Position 1850: 0.006291148938151355
Position 567: 0.003589347077970984
Position 2264: 0.003429452916200356
Position 3523: 0.0031785526792434517
Position 265: 0.003157005730874
Position 1116: 0.002521575826865915
Position 2288: 0.0022211298052621105
Position 3356: 0.0022074458688459055
Position 3645: 0.002164905395483963
Position 995: 0.0020516498772700084
Position 3288: 0.0017515189642993566
Position 688: 0.0016700668241558282
Position 218: 0.0016072135642959176
Position 1080: 0.001594498324079444
Position 2239: 0.0015718063233808813
Position 2956: 0.001335649384766719
Position 3454: 0.0013216266785413067
Position 3706: 0.0011437513082127612
Position 2412: 0.0010813328740375495
Position 3710: 0.0010631184056621513
Position 3183: 0.000971988677631317
Position 2432: 0.0009361377849484204
Position 383: 0.0008487383757474438
Position 445: 0.0007996173423311405
Position 1119: 0.0007354170633464521
Position 3752: 0.0007150535954644266
Position 1047: 0.000558091276482254
