Gene = mRpL24
index = 1769
Annotated 5SS: [170 435 887]
Annotated 3SS: [280 496 944]
SMsplice 5SS: [170 435 887]
SMsplice 3SS: [280 496 944]
top_k =  500
Partition function (log Z): 3.886139386737424

Sorted 5' Splice Sites (High to Low Probability):
Position 435: 0.9668129233603404
Position 887: 0.9386478583577182
Position 170: 0.7964418956911539
Position 219: 0.19212822868391316
Position 641: 0.08009902288134264
Position 634: 0.04675559605529497
Position 598: 0.03904986211566303
Position 416: 0.023279785055076663
Position 659: 0.011716015371658884
Position 542: 0.008648891154149877
Position 577: 0.007358010656938663
Position 404: 0.007255882247000243
Position 672: 0.006331754533892458
Position 538: 0.0020704290667933607
Position 372: 0.0011185756400772517
Position 203: 0.0009336085040117171
Position 182: 0.0009140294094332092
Position 604: 0.0007180925697488592
Position 408: 0.00030801691762843384
Position 775: 0.0002678654796437222
Position 51: 0.00011062329461458146
Position 422: 5.784828422242915e-05
Position 651: 4.7430410781533624e-05
Position 752: 1.1908442755345132e-05
Position 115: 5.616418931359228e-06
Position 524: 5.341347820401806e-06
Position 781: 4.683957962630547e-06
Position 90: 2.671043306311605e-06
Position 532: 2.592853388840771e-06
Position 712: 2.277023233622237e-06
Position 783: 2.2294005178968167e-06
Position 930: 1.4330951469553467e-06
Position 376: 1.2616084920297974e-06
Position 12: 1.102304910238694e-06
Position 747: 7.521881475621211e-07
Position 240: 7.241216131733984e-07
Position 479: 5.098132769413752e-07
Position 360: 3.287809474998614e-07
Position 691: 1.7280382105366555e-07
Position 321: 1.4552071429806056e-07
Position 1040: 1.1475662601933679e-07
Position 283: 1.1074213439787838e-07
Position 281: 2.013992262487168e-08
Position 326: 4.3587501950504665e-09
Position 482: 7.289595771962082e-10
Position 568: 2.116145520117394e-11
Position 707: 7.947729980576893e-15
Position 914: 6.277248740239855e-15
Position 921: 3.405032445213382e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 496: 0.9940946901665342
Position 280: 0.9899635308350707
Position 944: 0.9402645719169095
Position 732: 0.1282878924203641
Position 699: 0.03377025819786423
Position 672: 0.028652194262235853
Position 607: 0.007152535881793099
Position 498: 0.0031027615370823043
Position 633: 0.002619665873316468
Position 973: 0.0015408704285158137
Position 678: 0.00043017570692550347
Position 921: 0.00027621473925321896
Position 301: 0.00020896283721045025
Position 979: 0.00020258012445720808
Position 930: 0.0001421613913475622
Position 304: 0.00011668664547017031
Position 111: 7.442585615517037e-05
Position 831: 3.526040505836438e-05
Position 576: 2.3093189433008807e-05
Position 651: 2.1614545206143788e-05
Position 648: 2.1448611241143568e-05
Position 645: 1.658527920943983e-05
Position 869: 1.6457951077026896e-05
Position 873: 1.4403433258835724e-05
Position 142: 1.3418507077019516e-05
Position 747: 1.27276510913694e-05
Position 553: 8.918345740934765e-06
Position 376: 7.631119786050382e-06
Position 1084: 6.339069449171177e-06
Position 532: 4.1452970962893155e-06
Position 561: 3.587163792499613e-06
Position 547: 1.938885977737747e-06
Position 588: 1.879676106369054e-06
Position 762: 1.766991599464549e-06
Position 819: 1.7362213398019818e-06
Position 337: 8.27504435452175e-07
Position 994: 5.333880062330295e-07
Position 1009: 2.607590257486325e-07
Position 439: 2.1906036007254203e-07
Position 558: 2.0987865991633663e-07
Position 159: 1.8559412645208265e-07
Position 876: 1.7926045474714639e-07
Position 415: 1.7205237715017193e-07
Position 1040: 1.5008140029830033e-07
Position 385: 1.4388148026101512e-07
Position 339: 1.1764330517908239e-07
Position 115: 6.479168122146869e-08
Position 210: 1.6594446225477262e-08
Position 169: 1.1341947082432546e-08
Position 331: 7.402098988383758e-09
Position 121: 6.434916863493161e-09
Position 422: 5.136655564948826e-09
Position 154: 1.7235214982166066e-09
Position 506: 1.5943010597601132e-09
Position 449: 1.433162803725905e-09
Position 176: 3.2996726062564865e-10
Position 446: 7.653697904287575e-11
Position 180: 5.825576901514323e-11
Position 182: 2.8486896330772616e-11
