Gene = Zasp66
index = 1604
Annotated 5SS: [ 2140  2739  3360 10413 10711 11382 13228 13825]
Annotated 3SS: [ 2589  3055 10211 10630 11309 13067 13785 13895]
SMsplice 5SS: [  313  2739  3360 10413 10711 13825]
SMsplice 3SS: [ 2589  3055 10211 10630 13785 13957]
top_k =  500
Partition function (log Z): 10.046831184533659

Sorted 5' Splice Sites (High to Low Probability):
Position 3360: 0.9977862658348418
Position 313: 0.9942216523814831
Position 10711: 0.9815635931947055
Position 2739: 0.9808915249893677
Position 10413: 0.9722969191794145
Position 13825: 0.6716720572104571
Position 13228: 0.5145116020414914
Position 2140: 0.4573545852201434
Position 4176: 0.18294893698015555
Position 11382: 0.1675100914366994
Position 9931: 0.09717226195771182
Position 10577: 0.07957774926936922
Position 1393: 0.06699015251001092
Position 11388: 0.05613339591743757
Position 1586: 0.03846662890067632
Position 1435: 0.026668435839176493
Position 11188: 0.017792893956662368
Position 6265: 0.016964106895374448
Position 2787: 0.014563444623903056
Position 44: 0.012860391415981933
Position 3017: 0.007192650936476613
Position 11919: 0.007029819526120236
Position 2098: 0.006325789490152665
Position 3826: 0.005911459580878634
Position 11958: 0.005119112538524412
Position 3577: 0.005032360323124007
Position 2511: 0.00399931955829657
Position 2542: 0.003997700775484279
Position 1383: 0.0037485614927468508
Position 1740: 0.003571862405663353
Position 1565: 0.003565661913596918
Position 1758: 0.003361611562719606
Position 10417: 0.0033317836982097817
Position 1456: 0.0032098470488167836
Position 35: 0.0023929131674210115
Position 1754: 0.002334705306173134
Position 4914: 0.0019874516611728013
Position 2893: 0.001859495318768736
Position 11930: 0.0016810515954949034
Position 3163: 0.0011383608453289634
Position 2990: 0.0010860028790427795
Position 169: 0.0010237292187321976
Position 10386: 0.0010230593969753556
Position 3820: 0.0009989789136896647
Position 3012: 0.000932179393455675
Position 8850: 0.0009073334706127242
Position 10731: 0.000835271445018736
Position 2360: 0.0007357967337531539
Position 1399: 0.0006200935506444644
Position 8823: 0.0006172351618498013
Position 2069: 0.000611526636737982
Position 2757: 0.0004950008811832033
Position 3617: 0.0004917342602986105
Position 10383: 0.0004321699206408011
Position 2728: 0.00037487255879213035
Position 3351: 0.00032351829013864235
Position 4034: 0.000322874112158151
Position 2831: 0.00031742221691928357
Position 3754: 0.000308828465347575
Position 11735: 0.0003011797816389453
Position 2150: 0.0002561144709094903
Position 2731: 0.00025475588043179573
Position 1543: 0.0002306034354108409
Position 10390: 0.00020809360780316442
Position 673: 0.00020612114951800169
Position 385: 0.00019958306670956588
Position 2441: 0.00017043228319427582
Position 733: 0.00016525722604253932
Position 135: 0.00015537508393660538
Position 2824: 0.00014724701823336074
Position 307: 0.0001279954014268521
Position 1406: 0.00011534171907788448
Position 4373: 9.143073124957399e-05
Position 5468: 8.916332067188435e-05
Position 485: 8.666675015287015e-05
Position 11192: 7.996233855106651e-05
Position 3021: 7.985209321815834e-05
Position 540: 7.82932962600232e-05
Position 1282: 7.386154482233146e-05
Position 11016: 7.329958530249563e-05
Position 11092: 6.754576843889501e-05
Position 1359: 6.284793750903655e-05
Position 2822: 6.087418193548405e-05
Position 953: 5.875703959548784e-05
Position 8727: 5.8416050021550844e-05
Position 11045: 5.765157377796232e-05
Position 3698: 5.7128816986897966e-05
Position 336: 5.630262707115342e-05
Position 3880: 5.145689876915171e-05
Position 3851: 4.964997530881587e-05
Position 176: 4.7961779435939006e-05
Position 4018: 4.518572922883552e-05
Position 1510: 4.5105143362623337e-05
Position 10706: 4.384840836899017e-05
Position 10999: 4.2548099995109964e-05
Position 615: 4.242942192079689e-05
Position 778: 4.17392584524682e-05
Position 870: 3.628766101420491e-05
Position 3399: 3.298228552758782e-05
Position 1318: 3.06906097142243e-05
Position 11225: 3.0552934018452494e-05
Position 141: 3.0507290004160868e-05
Position 10961: 2.4982152337948526e-05
Position 70: 2.4965097818050862e-05
Position 2913: 2.3632519292080623e-05
Position 3585: 2.356392997787436e-05
Position 10715: 2.2906729735832945e-05
Position 3427: 2.1788356631088378e-05
Position 2655: 2.1395504941472984e-05
Position 4747: 2.06565651036198e-05
Position 2782: 1.9230619121932443e-05
Position 149: 1.770996078953472e-05
Position 3795: 1.7229447875794608e-05
Position 11185: 1.5134829811906783e-05
Position 3780: 1.476657402709825e-05
Position 4066: 1.4277397946127672e-05
Position 1130: 1.4007244269313056e-05
Position 2755: 1.3368560668746601e-05
Position 11038: 1.2995531260342738e-05
Position 4026: 1.0531802749898702e-05
Position 1160: 1.0296920942705108e-05
Position 11574: 1.015159215652354e-05
Position 6597: 1.0089052888614962e-05
Position 4518: 9.970158629746965e-06
Position 3716: 9.819937383738802e-06
Position 3890: 9.216753111668688e-06
Position 4524: 9.126503070435158e-06
Position 4548: 8.392414628848559e-06
Position 6346: 8.13624331695013e-06
Position 20: 7.523911607183392e-06
Position 971: 6.535645960233533e-06
Position 7004: 6.049168508595984e-06
Position 11570: 5.370511825564842e-06
Position 4460: 4.360450288267532e-06
Position 414: 3.4684497077999855e-06
Position 3: 3.4202810967667424e-06
Position 4506: 3.4159095680152103e-06
Position 4483: 2.950487669121092e-06
Position 1077: 2.6284202054171464e-06
Position 863: 2.003360520675217e-06
Position 192: 1.5002809680613843e-06
Position 964: 1.259350849065771e-06
Position 4766: 1.061358063875898e-06
Position 3276: 8.754232000940594e-07
Position 317: 6.351295243789394e-07
Position 3581: 6.309385505677645e-07
Position 200: 6.235132347016482e-07
Position 1048: 5.988104624888253e-07
Position 323: 5.443532704405076e-07
Position 6436: 4.440082384348921e-07
Position 762: 3.473987584712316e-07
Position 5127: 1.9310168586644546e-07
Position 4707: 1.8863562175524324e-07
Position 88: 1.3885758254761914e-07
Position 3493: 1.3693776375659875e-07
Position 3375: 1.1782922979366818e-07
Position 2817: 3.593157093037208e-08
Position 1403: 1.763272559942141e-08
Position 3438: 1.4717696866162899e-08
Position 4328: 1.3961501023409513e-08
Position 98: 1.1835324649689911e-08
Position 3620: 9.517681841546341e-09
Position 3240: 9.278097858298788e-09
Position 934: 9.081027276544067e-09
Position 959: 8.852835573867317e-09
Position 371: 5.534402889468805e-09
Position 389: 9.885280958181736e-10
