Gene = Nle
index = 1323
Annotated 5SS: [1033 1442 1624]
Annotated 3SS: [1090 1496 1682]
SMsplice 5SS: [1033 1442 1624]
SMsplice 3SS: [1090 1496 1682]
top_k =  500
Partition function (log Z): 5.285895754448342

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9977348797469459
Position 1033: 0.9912472035741677
Position 1442: 0.9801057873621828
Position 1212: 0.03956209034283092
Position 369: 0.006946034245144276
Position 483: 0.004974731679229255
Position 1305: 0.003959093790121825
Position 542: 0.0034507465988264305
Position 311: 0.003363604388615068
Position 825: 0.0030163591988980444
Position 1334: 0.00248598112825071
Position 205: 0.0016690112054898903
Position 581: 0.0014282172016728933
Position 1613: 0.0013358479875610685
Position 939: 0.0013137383811724563
Position 1273: 0.0013112179700394476
Position 1309: 0.001268699841281588
Position 551: 0.0012327027989754247
Position 1024: 0.0009992504936081005
Position 330: 0.0006064101560816689
Position 634: 0.00047267943790694713
Position 1450: 0.00044939281997187345
Position 491: 0.00042978697229409266
Position 768: 0.0004271877997583131
Position 448: 0.0003851377841751796
Position 469: 0.0003218600976505262
Position 20: 0.0002797522742738287
Position 532: 0.00026586158131673953
Position 344: 0.00026177034089462696
Position 1389: 0.00021376442638725593
Position 698: 0.00018640100939512204
Position 996: 0.00017723452083105137
Position 658: 0.00017500023249617227
Position 1628: 0.00015370554944037513
Position 378: 0.0001194453827954966
Position 360: 0.00011896581476489242
Position 1243: 0.000112294794720662
Position 816: 0.00010379970655655624
Position 420: 0.00010304592557120013
Position 1147: 7.729440698231748e-05
Position 1634: 7.591876412049069e-05
Position 1255: 7.241245311847973e-05
Position 342: 6.59334876896127e-05
Position 1246: 6.394014065127916e-05
Position 1381: 5.9391592377928646e-05
Position 463: 5.284868631581243e-05
Position 299: 4.6946522330732365e-05
Position 555: 3.4986277064403924e-05
Position 716: 2.4572607508535425e-05
Position 782: 2.0156406453943756e-05
Position 1166: 1.915377175644035e-05
Position 261: 1.6381626243653215e-05
Position 1599: 1.4636328234880887e-05
Position 423: 1.4196312591894373e-05
Position 739: 1.3582144231772089e-05
Position 1363: 1.2715007821036576e-05
Position 1216: 1.2235300167036091e-05
Position 835: 1.2096843065820664e-05
Position 1411: 1.121431776973826e-05
Position 1338: 1.0584550810787373e-05
Position 1313: 9.842283254542207e-06
Position 546: 8.964488392143882e-06
Position 592: 8.829697830943944e-06
Position 30: 7.475938631658423e-06
Position 59: 6.4592935974692144e-06
Position 1453: 4.531437230650655e-06
Position 315: 2.513576931766439e-06
Position 394: 2.214983141097056e-06
Position 982: 1.976262895940143e-06
Position 1287: 1.7667300017659476e-06
Position 876: 1.333833570277706e-06
Position 1063: 1.2586325618389556e-06
Position 1589: 9.169242958544119e-07
Position 254: 7.862524308138e-07
Position 1159: 5.760775033121846e-07
Position 1358: 4.488339987806031e-07
Position 1372: 3.8590153940613584e-07
Position 1642: 3.178781599962206e-07
Position 1191: 2.7062437087485395e-07
Position 1132: 1.9681471147795678e-07
Position 1553: 1.1047008403163043e-07
Position 1672: 3.32853206271236e-08
Position 1555: 1.5613227981687127e-08
Position 917: 1.2226560940677573e-08
Position 969: 7.2529743431883535e-09
Position 1562: 5.8845597953030035e-09
Position 908: 5.2289039552757886e-09
Position 42: 3.030461071822638e-09
Position 32: 1.3877706364536954e-09
Position 135: 9.319510938083385e-10
Position 1152: 1.1785731069602457e-10
Position 1317: 7.0653249335008764e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1682: 0.9991029924202107
Position 1496: 0.996114505797584
Position 1090: 0.9525991143709582
Position 1104: 0.039028876826248185
Position 1278: 0.02427438641009007
Position 867: 0.011089462866703441
Position 439: 0.007507089443448807
Position 531: 0.005909808131136102
Position 1368: 0.005695793747665711
Position 876: 0.0020796742001668775
Position 1305: 0.0017759787791753424
Position 1076: 0.0013145485542522988
Position 1128: 0.0008973864252070848
Position 1309: 0.000837036675954083
Position 507: 0.0006297706080922279
Position 1510: 0.0005848756616349145
Position 1503: 0.0005412304343214812
Position 1119: 0.0004255526856983841
Position 822: 0.00036033779707397184
Position 825: 0.00033791794506184906
Position 739: 0.00026713808869888856
Position 1001: 0.0002426687128055411
Position 1516: 0.0002063648666661528
Position 1721: 0.00018973722404362045
Position 74: 0.00017613067639012046
Position 894: 0.0001631389601852243
Position 629: 0.00013547382437257243
Position 356: 0.00012988636264362168
Position 1528: 0.00011975316848213362
Position 721: 9.206513477876139e-05
Position 881: 8.352597671430894e-05
Position 378: 6.845906138218677e-05
Position 668: 6.4702630893222e-05
Position 83: 6.293150289466058e-05
Position 350: 6.211901298431956e-05
Position 1421: 5.2173776578654643e-05
Position 641: 4.0372191281563125e-05
Position 463: 3.876568160631154e-05
Position 1095: 3.393191328846763e-05
Position 275: 2.5969723953424998e-05
Position 1467: 2.594903815977098e-05
Position 1732: 2.5008511301659864e-05
Position 369: 1.9480175632007022e-05
Position 716: 1.9084932741977953e-05
Position 1078: 1.8964168838271648e-05
Position 542: 1.8781000240908427e-05
Position 1328: 1.139368752757805e-05
Position 125: 8.431840294172829e-06
Position 1231: 7.252194284819801e-06
Position 385: 5.767645206295155e-06
Position 744: 5.193063404235367e-06
Position 589: 4.818161706520089e-06
Position 1206: 4.630900465715823e-06
Position 1441: 3.5116292991717487e-06
Position 1531: 3.396570498094047e-06
Position 539: 2.8920673172064128e-06
Position 86: 2.891684269440614e-06
