Gene = eIF3l
index = 1686
Annotated 5SS: [ 142 1326 2353]
Annotated 3SS: [ 846 1379 2411]
SMsplice 5SS: [ 142 1326 2353]
SMsplice 3SS: [ 846 1379 2411]
top_k =  500
Partition function (log Z): 0.1653609170339442

Sorted 5' Splice Sites (High to Low Probability):
Position 2353: 0.9891920403387352
Position 1326: 0.9693038951154289
Position 142: 0.7310846205742081
Position 405: 0.1890464882012488
Position 416: 0.022589225975306337
Position 585: 0.01742925893892505
Position 484: 0.015263393431719776
Position 704: 0.011987831560380724
Position 942: 0.010287746037542931
Position 785: 0.008466485949446429
Position 402: 0.008108674646620075
Position 566: 0.0064340360288496256
Position 1529: 0.005468258969832544
Position 687: 0.004954003304718961
Position 424: 0.004174485856854541
Position 1075: 0.003873716836369391
Position 2134: 0.003756534733670324
Position 793: 0.0033661152209713725
Position 284: 0.003257108903083154
Position 1290: 0.0029399573834730163
Position 1657: 0.002277831428788341
Position 694: 0.0022082036001234073
Position 1553: 0.002138765233894917
Position 937: 0.0019108103521262472
Position 717: 0.0018395539598501575
Position 987: 0.0018333986592803445
Position 631: 0.0018257255271991967
Position 1005: 0.0016617188925527526
Position 2119: 0.001622085454804737
Position 604: 0.001533724306392196
Position 553: 0.0014781498547647017
Position 306: 0.0011889163526947214
Position 782: 0.0010181662611746124
Position 439: 0.0009137899738375958
Position 375: 0.000873165179591431
Position 422: 0.000741798070014103
Position 1278: 0.0007359023871255027
Position 1102: 0.0007323575113675259
Position 897: 0.0007085167209351245
Position 1422: 0.0006915713638620373
Position 579: 0.0006804213393903863
Position 1634: 0.0006797078033443246
Position 111: 0.0006585524264478388
Position 1282: 0.0005849286836699044
Position 2044: 0.0005260579358000274
Position 652: 0.0004970632894933892
Position 1945: 0.0004833792793678042
Position 1296: 0.00047315901960821725
Position 1735: 0.0004223901610453182
Position 2340: 0.0003658795943701615
Position 2005: 0.0003363043669825384
Position 1087: 0.00032265378875260886
Position 2471: 0.00031310102785856033
Position 1330: 0.0003024702757275276
Position 288: 0.00029223259187935577
Position 1725: 0.0002079235969131742
Position 2487: 0.0002017440565709656
Position 1320: 0.0001884935171826736
Position 1803: 0.00016884170336054787
Position 1170: 0.00016754423513569376
Position 1272: 0.00015140359908097232
Position 1686: 0.00014524519687929686
Position 1994: 0.000135613435959564
Position 1728: 0.00010450121124688788
Position 1294: 9.637217256455968e-05
Position 1128: 6.788331721943327e-05
Position 1827: 6.38078256907359e-05
Position 1814: 5.427866119361263e-05
Position 327: 5.248293804159409e-05
Position 266: 5.199823596681637e-05
Position 488: 5.131812678963943e-05
Position 290: 4.733700734676505e-05
Position 146: 4.327536253546877e-05
Position 77: 4.313493065272467e-05
Position 378: 3.820585136324516e-05
Position 1125: 3.37852814586779e-05
Position 64: 3.114551844302003e-05
Position 1302: 2.8056308641872138e-05
Position 116: 2.4744997526510763e-05
Position 655: 1.7830239098802904e-05
Position 1160: 1.5577564434496673e-05
Position 347: 1.2461083233361802e-05
Position 2491: 8.91125399308998e-06
Position 1243: 7.616533016023929e-06
Position 2460: 6.011322099627917e-06
Position 40: 5.59389291707846e-06
Position 81: 4.9519640099512175e-06
Position 1906: 4.197687751447639e-06
Position 469: 1.3578798699634207e-06
Position 2299: 7.079762801090948e-07
Position 2169: 6.921175106633597e-07
Position 220: 6.03292038182879e-07
Position 29: 1.840837649674496e-07
Position 35: 7.62125420168254e-08
Position 486: 1.4163654005055798e-08
Position 37: 1.0975623241298153e-08
Position 79: 1.9188549446546743e-09
Position 543: 7.485217248185217e-10
Position 1017: 5.624509907417666e-10
Position 72: 4.453379425205209e-10
Position 2181: 1.8795008327044053e-10
Position 1881: 1.7877540324229582e-10
