Gene = TSG101
index = 1541
Annotated 5SS: [ 383  583  739 1085 1437 1845]
Annotated 3SS: [ 497  672  808 1215 1497 1912]
SMsplice 5SS: [ 383  583  739  940 1085 1437 1845]
SMsplice 3SS: [ 497  672  808 1002 1215 1497 1912]
top_k =  500
Partition function (log Z): 22.738598175476177

Sorted 5' Splice Sites (High to Low Probability):
Position 1845: 0.9987289238905632
Position 1085: 0.9925790343283336
Position 383: 0.9868526300746127
Position 583: 0.9768142255154054
Position 1437: 0.9514734400487646
Position 739: 0.8108054715949158
Position 940: 0.8084975335628924
Position 918: 0.05938486668109206
Position 1411: 0.0467249695773323
Position 219: 0.012515039345155611
Position 910: 0.012185639421624088
Position 632: 0.011214256077862927
Position 840: 0.0061548824474847545
Position 72: 0.0040505362489819735
Position 37: 0.0034289989199352217
Position 578: 0.003180055996134046
Position 788: 0.002660184175518004
Position 1415: 0.0015410742658619704
Position 833: 0.001194051182981783
Position 1089: 0.0011264043563626004
Position 99: 0.000834494231106165
Position 2145: 0.0007633906668882747
Position 370: 0.000739417833243338
Position 1603: 0.0005661452144994466
Position 1091: 0.00046158597944736206
Position 1096: 0.00041122215064733384
Position 60: 0.0003887794861795181
Position 1591: 0.0002266496796915036
Position 1104: 0.00019817238843308427
Position 1003: 0.00018822212922304471
Position 2199: 0.0001796654805993248
Position 155: 0.00017645780389540002
Position 347: 0.00015658255608928272
Position 232: 0.00014272889011813453
Position 3: 0.00011486025660316151
Position 2125: 0.00010501442057906313
Position 1038: 9.126409689232692e-05
Position 729: 8.622052774456888e-05
Position 1441: 7.815604407664168e-05
Position 2158: 7.478600589883212e-05
Position 2069: 6.840983944178627e-05
Position 1153: 6.673363554902094e-05
Position 1862: 5.819224991228365e-05
Position 2019: 5.676684799662047e-05
Position 400: 5.6623241448397764e-05
Position 922: 4.6429183175001106e-05
Position 275: 4.524877808988355e-05
Position 1987: 4.1545896274605866e-05
Position 207: 3.937952213318057e-05
Position 1667: 3.8310546253064054e-05
Position 62: 3.780904180186692e-05
Position 1611: 3.3583272170795965e-05
Position 1816: 3.329279473771113e-05
Position 2148: 3.245247647570513e-05
Position 79: 2.4068270744253003e-05
Position 503: 2.3976515090396892e-05
Position 1856: 2.3681068145745366e-05
Position 1849: 2.1445755860332e-05
Position 6: 1.9760190519312946e-05
Position 324: 1.7575188933958333e-05
Position 1194: 1.6706446407056786e-05
Position 1653: 1.665375608869925e-05
Position 873: 1.4948810294974781e-05
Position 136: 1.3829288621376338e-05
Position 65: 1.3111399474357775e-05
Position 180: 1.2348031050672881e-05
Position 638: 8.04273504390288e-06
Position 875: 6.491748786377313e-06
Position 726: 5.360341523498925e-06
Position 1733: 5.077413829336675e-06
Position 1291: 4.4376359040564805e-06
Position 2119: 4.221932874522621e-06
Position 124: 3.962400403575142e-06
Position 2086: 3.725280848927121e-06
Position 1036: 3.4957902778725022e-06
Position 1307: 3.4136339950071612e-06
Position 183: 2.7347090652772686e-06
Position 636: 2.683704019215641e-06
Position 880: 2.4006918819080865e-06
Position 1975: 1.975977367398971e-06
Position 701: 1.84467233676364e-06
Position 1288: 1.7855681320151065e-06
Position 235: 1.3901258048378628e-06
Position 392: 1.2070441205969306e-06
Position 537: 7.627651424265083e-07
Position 2175: 5.869735647247483e-07
Position 1334: 4.4986926789190884e-07
Position 143: 3.520839938214509e-07
Position 1326: 2.099388096519391e-07
Position 688: 1.7212953180371914e-07
Position 1989: 1.2948505360656715e-07
Position 150: 8.22308827190095e-08
Position 497: 6.430831706494922e-08
Position 528: 1.2842669843235043e-08
Position 1913: 9.762188897575243e-09
Position 548: 9.288904476763753e-09
Position 674: 4.149882849058293e-09
Position 531: 3.3130167064620925e-09
Position 540: 1.009054534386601e-09
Position 1354: 2.7254419768038557e-11
Position 1514: 4.452866834055207e-12
Position 1243: 2.3008550778761756e-12
Position 507: 1.2035249219729793e-12
Position 1012: 1.0266363295988262e-12
Position 1234: 5.539737289826886e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 1912: 0.9987858389557132
Position 1497: 0.993681532657318
Position 497: 0.9883690573351752
Position 672: 0.9420453080048374
Position 1002: 0.8771715233277995
Position 808: 0.7574101467865249
Position 1215: 0.6174869952149685
Position 1275: 0.3685622997941216
Position 903: 0.06359040029394224
Position 861: 0.02813479359612954
Position 969: 0.01471646065926599
Position 1229: 0.008722870252574186
Position 713: 0.005391216398631098
Position 275: 0.004866703830916568
Position 299: 0.004757835462741275
Position 124: 0.004611800295133299
Position 1514: 0.004262868584696351
Position 688: 0.0026295379921597475
Position 2264: 0.0013944485248390114
Position 1483: 0.0011604800089878755
Position 158: 0.0011257053476976505
Position 1194: 0.0010546493664813795
Position 177: 0.000879626730421787
Position 301: 0.0007739532843266075
Position 503: 0.0007462862401780736
Position 1562: 0.0007310162390069757
Position 105: 0.0005856392963501705
Position 524: 0.0005656831389834225
Position 315: 0.0004261983429524185
Position 1650: 0.0003822048979838631
Position 556: 0.00032236136837673885
Position 909: 0.0003008946281926434
Position 1690: 0.0002929083257374204
Position 636: 0.0002556877691610068
Position 196: 0.0002151844735688
Position 760: 0.00019906980725262237
Position 155: 0.00017388319478331746
Position 771: 0.0001721183138345568
Position 1249: 0.00016495909087740622
Position 939: 0.00014706622496902703
Position 1647: 0.00012359102100778258
Position 695: 0.00010717348161236965
Position 200: 9.247501524997259e-05
Position 1725: 8.963249245504602e-05
Position 58: 6.498929197965913e-05
Position 1743: 4.2338516133965117e-05
Position 1128: 3.723584311826252e-05
Position 333: 3.042786667844214e-05
Position 1938: 2.5078381128089174e-05
Position 1359: 1.8561391913583306e-05
Position 1047: 1.521762708890556e-05
Position 739: 1.4470600909656045e-05
Position 521: 1.3213823532108911e-05
Position 2119: 1.2606847644695688e-05
Position 2206: 9.978598443978627e-06
Position 540: 7.878465889124334e-06
Position 205: 7.302886567051106e-06
Position 1752: 6.916218120722641e-06
Position 575: 6.498575994403388e-06
Position 1578: 6.151917717082978e-06
Position 1024: 4.7928833994503224e-06
Position 1617: 4.334305737690001e-06
Position 2199: 3.945346498759204e-06
Position 382: 3.7714894134886082e-06
Position 79: 3.4426777695856087e-06
Position 1777: 2.5761146279162898e-06
Position 2015: 2.4405281607557917e-06
Position 1749: 2.3121563679181887e-06
Position 2066: 1.989597446864388e-06
Position 1758: 1.4449245214246534e-06
Position 1066: 1.1561454854270363e-06
Position 1539: 6.874228802296698e-07
Position 2148: 6.386657790933717e-07
Position 370: 5.825100800292394e-07
Position 1053: 4.697283948432556e-07
Position 1549: 2.737745073637288e-07
Position 1653: 2.399526995629556e-07
Position 1785: 2.1919723033329117e-07
Position 1733: 2.1154401512554178e-07
Position 2027: 1.8836149797605905e-07
Position 2069: 1.8114780835563215e-07
Position 1755: 1.7557172534674484e-07
Position 1674: 1.627202056871716e-07
Position 2074: 1.4524425147601694e-07
Position 2003: 1.2226941327375317e-07
Position 2091: 1.0891486479487699e-07
Position 352: 1.0723824891882122e-07
Position 1425: 1.0195468580270579e-07
Position 577: 5.602326011331449e-08
Position 1875: 4.6753718868241473e-08
Position 1986: 3.69966762997385e-08
Position 387: 3.306332841081742e-08
Position 2081: 3.2044621287210167e-08
Position 1886: 2.9083350466255753e-08
Position 1120: 7.568953158577172e-09
Position 620: 2.055293595619774e-10
Position 593: 9.541788384452144e-11
Position 603: 3.652186570026831e-11
Position 587: 1.3225525762829552e-11
