Gene = Exn
index = 1158
Annotated 5SS: [  528 13850 15327 21249 22286 22537 23626 23901]
Annotated 3SS: [10545 15222 21000 21310 22346 22603 23695 23964]
SMsplice 5SS: [  528 15327 20867 21249 22286 22537 23626 23901]
SMsplice 3SS: [15222 20488 21000 21310 22346 22603 23695 23964]
top_k =  500
Partition function (log Z): 21.259767011238893

Sorted 5' Splice Sites (High to Low Probability):
Position 22286: 0.9994254007268846
Position 23901: 0.998809118369466
Position 23626: 0.9984216430081383
Position 21249: 0.9841457691920836
Position 22537: 0.9787885903213858
Position 15327: 0.9662108578231452
Position 528: 0.8694585990948217
Position 20867: 0.40418364222044456
Position 20851: 0.2565951399551138
Position 13850: 0.1826585693262734
Position 20863: 0.1760255591255511
Position 10726: 0.15989991942336762
Position 12513: 0.1320015062573163
Position 326: 0.12599150985645988
Position 16549: 0.08941891621671466
Position 16668: 0.027612074837414458
Position 9839: 0.021216885935410656
Position 22541: 0.019400375522754504
Position 10852: 0.01844312756624995
Position 20917: 0.018403773994828284
Position 10954: 0.015992364735202016
Position 69: 0.015475155022475375
Position 15331: 0.01417326843300225
Position 10839: 0.01392584150199243
Position 1588: 0.013036604271291915
Position 8921: 0.01177817711672772
Position 24239: 0.010655688605147765
Position 16651: 0.010156006723816452
Position 10732: 0.009429012886658084
Position 22916: 0.008734960322680941
Position 11678: 0.008539394158492588
Position 23173: 0.007853002236205118
Position 12191: 0.006716709728072564
Position 15964: 0.005514766700512116
Position 24125: 0.003388904020360915
Position 22003: 0.0031848757198621822
Position 16161: 0.0031599130058581563
Position 23180: 0.0031201960658400326
Position 16224: 0.002769087798734663
Position 16699: 0.002581552216141486
Position 15725: 0.00249072978429215
Position 136: 0.001969771638571314
Position 1159: 0.0019255683288770715
Position 1163: 0.0018865866699364197
Position 196: 0.0018435364702916086
Position 10053: 0.0018339641591598947
Position 334: 0.0016668679340955794
Position 2328: 0.0014885699018039335
Position 511: 0.0013450331220426195
Position 131: 0.0013143545601686517
Position 74: 0.0012274251701385442
Position 2211: 0.001213403691072925
Position 6759: 0.0012032613519852365
Position 9686: 0.0011726507233197022
Position 242: 0.001083602994267785
Position 3476: 0.0010397692139061181
Position 24218: 0.000956246731228193
Position 21377: 0.0009033988826988115
Position 1448: 0.0008972500166461245
Position 2630: 0.0008622618472548553
Position 7152: 0.0008065418055200458
Position 23630: 0.000804154495421344
Position 16119: 0.0007740730231134241
Position 9811: 0.0007707904998887138
Position 9423: 0.000747756362715774
Position 23474: 0.0006890735555191467
Position 2324: 0.000662384499665083
Position 4521: 0.0006305392164041438
Position 23176: 0.0005663633578765675
Position 16298: 0.0004824756621847039
Position 16708: 0.0004656266534357794
Position 24260: 0.00044794471554257276
Position 7881: 0.0004228713470435881
Position 7889: 0.0003883826914319383
Position 22290: 0.00034996562561995833
Position 4411: 0.00034489705341995465
Position 5714: 0.00031528847135731347
Position 15677: 0.0003142175318201419
Position 23807: 0.0003038869676695967
Position 15777: 0.00029817849941709315
Position 15732: 0.0002963798829267927
Position 24004: 0.00026522293794631617
Position 24202: 0.0002437475049637912
Position 22560: 0.00023628176390929966
Position 15991: 0.0002242929278531897
Position 346: 0.00022198468171020133
Position 24185: 0.00020562353652218775
Position 24285: 0.00020263779993004284
Position 1206: 0.00014219665416685245
Position 22515: 0.00013648304419762054
Position 23916: 0.00013612024486605776
Position 21385: 0.00013365105851462133
Position 3657: 0.0001287654562241871
