Gene = pr
index = 1848
Annotated 5SS: [  75  501  688 1268]
Annotated 3SS: [ 138  607 1121 1329]
SMsplice 5SS: [  75  501  688 1268]
SMsplice 3SS: [ 138  607 1121 1329]
top_k =  500
Partition function (log Z): 3.2484300315989345

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.987600802552064
Position 1268: 0.9549188676405471
Position 501: 0.9177671387567898
Position 688: 0.9143509763233297
Position 799: 0.05446040883816245
Position 1650: 0.029305501466185987
Position 326: 0.010784531246826035
Position 340: 0.009792554374040006
Position 1682: 0.005790666407832416
Position 42: 0.005034963736524605
Position 1069: 0.00500773104233065
Position 415: 0.0017609323065610118
Position 1411: 0.001448989183143814
Position 1665: 0.00134034197677061
Position 213: 0.0013343772982322142
Position 294: 0.0011653024654163094
Position 1205: 0.0010448805559955445
Position 1071: 0.000865433396082344
Position 936: 0.0006088437430391391
Position 1247: 0.0005233411020844407
Position 1001: 0.00038085875766265384
Position 954: 0.00034623129202618206
Position 963: 0.0003445491621032474
Position 875: 0.00031209386467266663
Position 815: 0.0002953226310772549
Position 818: 0.00023870821785811205
Position 1686: 0.0001854528574173611
Position 227: 0.0001760459124663206
Position 1404: 0.00012604356480367036
Position 1458: 7.748344878415727e-05
Position 740: 6.352450572612802e-05
Position 464: 6.0357373033042896e-05
Position 650: 5.8901615432776176e-05
Position 1629: 3.881025465499056e-05
Position 32: 3.817997560883558e-05
Position 236: 2.951420673759105e-05
Position 238: 2.094222714027608e-05
Position 262: 1.5275465008173177e-05
Position 1166: 1.2935430509592216e-05
Position 1556: 1.2679724797286586e-05
Position 1300: 1.2385703159942103e-05
Position 1527: 1.0598224774977232e-05
Position 639: 9.830434833104452e-06
Position 956: 6.531471777286761e-06
Position 79: 4.2574763261185535e-06
Position 250: 3.1054541674825013e-06
Position 96: 2.8488888845764147e-06
Position 901: 2.7357480805215066e-06
Position 491: 1.9490131650941504e-06
Position 279: 8.32191378625084e-07
Position 1512: 7.444136398221383e-07
Position 3: 5.394834271087264e-07
Position 435: 5.281398244870084e-07
Position 19: 3.048692753410555e-07
Position 720: 5.459727680910449e-08
Position 448: 2.3158415864824866e-08
Position 129: 1.029710194243811e-09
Position 100: 7.868254969677867e-10
Position 1133: 6.738204000193868e-10
Position 568: 5.98901513531687e-10
Position 1121: 1.6873550524150452e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 138: 0.9831279969958839
Position 1121: 0.9687219720966492
Position 1329: 0.9564693260732205
Position 607: 0.8031671377186357
Position 568: 0.10029133322309615
Position 1732: 0.03795476097256336
Position 777: 0.01858739773971738
Position 395: 0.01796947510546058
Position 1078: 0.002706076487153476
Position 875: 0.0024373946673062917
Position 1334: 0.002403641053326415
Position 1342: 0.001847808310126702
Position 831: 0.0017271679855713343
Position 1383: 0.00172124679574867
Position 479: 0.001659012204189534
Position 147: 0.0013750345807699402
Position 356: 0.001063848615776787
Position 740: 0.0008908370966090603
Position 1008: 0.0005576910530617868
Position 997: 0.0004630230995736824
Position 294: 0.0004393294663249521
Position 160: 0.00040623581815739455
Position 401: 0.00038011231919681123
Position 1552: 0.00034786351279518404
Position 189: 0.00013237585825937433
Position 115: 0.0001264308925324486
Position 889: 0.00011068172856994874
Position 500: 6.838526925841834e-05
Position 815: 6.467182930774161e-05
Position 363: 6.3748751348716e-05
Position 1445: 4.9217352734585884e-05
Position 1268: 4.644734805384225e-05
Position 1597: 4.364725541759081e-05
Position 1682: 4.1287995853931436e-05
Position 720: 3.281911895124138e-05
Position 325: 3.2492036242931e-05
Position 1088: 3.123108506063692e-05
Position 1028: 2.6173929004000702e-05
Position 407: 2.5698446681714613e-05
Position 1389: 2.494032589358795e-05
Position 441: 2.274211518178724e-05
Position 213: 2.0563106512571915e-05
Position 850: 1.9167925888016455e-05
Position 250: 1.8532045413280027e-05
Position 415: 1.6866966288122086e-05
Position 1621: 8.733234683788134e-06
Position 1632: 8.681932061233428e-06
Position 199: 6.56072392684245e-06
Position 309: 6.27871232833304e-06
Position 1020: 4.3919128963669826e-06
Position 1216: 4.1440700767823376e-06
Position 629: 3.1966170557157794e-06
Position 619: 3.128544086457236e-06
Position 1392: 2.881944427963404e-06
Position 218: 2.769083634915931e-06
Position 508: 2.5979388336805286e-06
Position 1126: 2.5199281360494165e-06
Position 322: 2.368493280739298e-06
Position 1434: 2.126811000922926e-06
Position 220: 1.31497715859674e-06
Position 65: 7.373016204083684e-07
Position 371: 4.529354961904926e-07
Position 639: 3.779451181545027e-07
Position 650: 3.3762107240928727e-07
Position 227: 2.385693554846558e-07
Position 74: 3.718471371630642e-08
Position 96: 1.7185240539058665e-08
Position 234: 1.2136828604852554e-08
Position 168: 9.774879624019836e-09
Position 687: 7.317734728609217e-09
Position 79: 4.999287095885781e-12
