Gene = Scox
index = 1476
Annotated 5SS: [504]
Annotated 3SS: [566]
SMsplice 5SS: [504]
SMsplice 3SS: [566]
top_k =  500
Partition function (log Z): -1.755092822139507

Sorted 5' Splice Sites (High to Low Probability):
Position 504: 0.997337923533893
Position 105: 0.17105857188686457
Position 76: 0.01582654662847197
Position 134: 0.0032261928734825195
Position 653: 0.002125423419921173
Position 500: 0.0012794006325547776
Position 508: 0.0011482177724186399
Position 638: 0.0006233800904740426
Position 280: 0.00046036138488021885
Position 321: 0.0002641762058981133
Position 973: 0.00017236703948443765
Position 820: 0.00010586356141163846
Position 10: 8.653601842006545e-05
Position 859: 5.796183125591951e-05
Position 624: 5.312731230395695e-05
Position 949: 5.142228688404226e-05
Position 990: 4.029789148262541e-05
Position 957: 3.950399979223361e-05
Position 695: 2.5946539641543357e-05
Position 641: 2.1848410270987652e-05
Position 661: 2.1063831739014862e-05
Position 1003: 1.9778033387510102e-05
Position 144: 1.9722488456654764e-05
Position 284: 1.6264597088783468e-05
Position 147: 1.4391568275522947e-05
Position 960: 1.4249302826533308e-05
Position 213: 1.390673993124546e-05
Position 878: 1.3351304049076763e-05
Position 796: 1.1595212297109405e-05
Position 713: 9.415554302513823e-06
Position 491: 8.699989593429773e-06
Position 174: 7.775453748663205e-06
Position 919: 7.636197487926812e-06
Position 357: 7.619051500096282e-06
Position 803: 5.72813418833843e-06
Position 731: 5.034650016889497e-06
Position 892: 4.6118428452489954e-06
Position 266: 2.5116910828908276e-06
Position 231: 1.8346489635813192e-06
Position 861: 1.7762362002632676e-06
Position 611: 1.2463768004958056e-06
Position 368: 1.0456723392603901e-06
Position 112: 9.782728657264724e-07
Position 415: 9.12701478152103e-07
Position 776: 9.111562611096563e-07
Position 488: 8.943547276983601e-07
Position 590: 7.459845708239281e-07
Position 1012: 3.0751848456669024e-07
Position 952: 1.6822447198769783e-07
Position 239: 1.9248460889332124e-08
Position 386: 7.216277403293913e-09
Position 571: 3.5310281936584297e-10
Position 824: 1.325156853799898e-10
Position 715: 1.0104344467671116e-11
Position 548: 1.018442861041552e-12
Position 459: 5.257230739520854e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 566: 0.9985876041236033
Position 194: 0.18207218194242863
Position 134: 0.004283124638144528
Position 741: 0.002575023079811712
Position 206: 0.0016581438027538492
Position 231: 0.0008392170549709009
Position 379: 0.0008217235401795012
Position 713: 0.0005523868238965729
Position 228: 0.0004904148815469142
Position 163: 0.00043006728780084773
Position 571: 0.00041246907310153074
Position 590: 0.0001902908445857303
Position 1053: 0.00018996280169870876
Position 729: 0.000183490077682462
Position 587: 0.00015521156120044214
Position 1059: 0.00015244978154208447
Position 1012: 0.00010934865247905539
Position 887: 0.00010926791850376646
Position 141: 8.352325065416025e-05
Position 410: 5.597429497571909e-05
Position 620: 4.543415239337024e-05
Position 289: 4.139330458400372e-05
Position 211: 2.7717961285236618e-05
Position 721: 2.7295760393857497e-05
Position 69: 2.5283292977837132e-05
Position 820: 2.2325615347147854e-05
Position 66: 2.147694852515807e-05
Position 344: 1.626336459010427e-05
Position 357: 9.844762974674978e-06
Position 913: 8.105888763075487e-06
Position 924: 3.5162697854165256e-06
Position 341: 2.827390233929655e-06
Position 473: 2.7861421317716923e-06
Position 263: 2.252927461333789e-06
Position 400: 2.1986743592210617e-06
Position 853: 1.8467465388195026e-06
Position 859: 1.1427736328335388e-06
Position 368: 1.0776708279915647e-06
Position 635: 1.0144709809134848e-06
Position 257: 8.901031118728492e-07
Position 295: 6.621251272671369e-07
Position 595: 5.735565160484751e-07
Position 928: 3.964118630661181e-07
Position 325: 2.719300427867857e-07
Position 81: 2.4902203072044244e-07
Position 248: 1.6813463030977398e-07
Position 304: 1.4583605981741314e-07
Position 383: 6.625650416250516e-08
Position 298: 4.266654833062416e-08
Position 475: 4.102762845677327e-08
Position 109: 2.9317608669589503e-08
Position 266: 2.6293341331975686e-08
Position 478: 1.3633639288791422e-08
Position 500: 1.1188145496849543e-08
Position 415: 6.019648117185465e-09
