Gene = l(3)02640
index = 1752
Annotated 5SS: [ 400 1128 2652]
Annotated 3SS: [1054 2381 2713]
SMsplice 5SS: [ 400 1128 2652]
SMsplice 3SS: [1054 2381 2713]
top_k =  500
Partition function (log Z): 1.2651690425729998

Sorted 5' Splice Sites (High to Low Probability):
Position 2652: 0.9842168090766076
Position 400: 0.9485303860227454
Position 1128: 0.6907169805682335
Position 2246: 0.3111761829488253
Position 674: 0.22880736264187185
Position 138: 0.1934553190712598
Position 2327: 0.09822484534283597
Position 2274: 0.051105544261556654
Position 2264: 0.04261263380318956
Position 2283: 0.014422765689133423
Position 2174: 0.014062802914000071
Position 716: 0.010614666866519356
Position 1885: 0.009752992979011332
Position 2645: 0.0074655384605936135
Position 2250: 0.006761946032959155
Position 2866: 0.006251248073758116
Position 2656: 0.00608295032006578
Position 1849: 0.004304850993050407
Position 1647: 0.004090260250744347
Position 2315: 0.003579920942136897
Position 1236: 0.0035330005490990606
Position 1853: 0.002890508240680091
Position 989: 0.002724362742150555
Position 404: 0.0026369474407633288
Position 3133: 0.0025307187525479727
Position 3514: 0.0020087872220717158
Position 1857: 0.0014611204497424885
Position 1138: 0.0012008239177726148
Position 807: 0.0010183213491028818
Position 1144: 0.000996088743661868
Position 740: 0.000947851462354846
Position 3583: 0.0007422652134039797
Position 965: 0.0007334698267233809
Position 94: 0.000615481073533123
Position 3777: 0.0005561339066364268
Position 1132: 0.0005508506396221044
Position 901: 0.000542408444476371
Position 370: 0.0004274713117488749
Position 107: 0.00036181952666210573
Position 795: 0.000347702117270491
Position 3799: 0.0003164138589502652
Position 627: 0.00026642232354963423
Position 2899: 0.00024133541554214797
Position 142: 0.00023854294233905193
Position 1670: 0.00021222874541692734
Position 2677: 0.00019872829809855413
Position 126: 0.00019037874056169356
Position 2021: 0.00018092808131615792
Position 1551: 0.0001452808561223699
Position 312: 0.00014482126010583455
Position 1706: 0.00014237778346010423
Position 1765: 0.0001327246700108317
Position 434: 0.00012150618525962012
Position 1902: 8.173776333771562e-05
Position 3637: 8.130780879930154e-05
Position 1353: 7.882755125609104e-05
Position 1468: 7.622796375207549e-05
Position 701: 7.062972693321778e-05
Position 1218: 6.553454105478405e-05
Position 225: 5.736265139378434e-05
Position 152: 5.175640081152034e-05
Position 3590: 4.907057628704349e-05
Position 3598: 4.743065158662305e-05
Position 3563: 4.480023498809169e-05
Position 2977: 3.791512406763313e-05
Position 128: 3.737168968827568e-05
Position 914: 3.728661204673186e-05
Position 578: 3.7276141786073795e-05
Position 916: 3.647017711826111e-05
Position 2162: 3.241154359541279e-05
Position 1362: 3.1007345179793965e-05
Position 31: 3.016061873213213e-05
Position 2658: 2.6303973810957994e-05
Position 3065: 2.3416412475550413e-05
Position 2770: 2.2791443571217862e-05
Position 1479: 2.201920283325995e-05
Position 1338: 2.1019473206807858e-05
Position 3499: 1.8240507487502113e-05
Position 469: 1.6031532313811824e-05
Position 4451: 1.5417646357003972e-05
Position 187: 1.3442687925948263e-05
Position 597: 1.2382376956314163e-05
Position 558: 9.178215594383443e-06
Position 408: 9.04743618320652e-06
Position 561: 8.913390030566508e-06
Position 520: 7.484919692474118e-06
Position 28: 6.547293207410386e-06
Position 406: 4.6425329385900184e-06
Position 771: 3.6701470741133738e-06
Position 172: 3.4793258240540923e-06
Position 379: 2.2442713493320754e-06
Position 240: 1.9265283833618383e-06
Position 219: 1.8898165608248829e-06
Position 801: 1.804668524856139e-06
Position 575: 1.7027250811604272e-06
Position 34: 1.6504547804935034e-06
Position 862: 1.532316202210512e-06
Position 67: 1.3544650084645866e-06
Position 563: 1.3047210852994131e-06
Position 572: 1.2327468631616051e-06
Position 499: 1.0642198468537371e-06
Position 354: 1.0322290396744142e-06
Position 603: 9.395053196081813e-07
Position 773: 7.781694157420492e-07
Position 315: 6.373498771427509e-07
Position 546: 5.681722420379153e-07
Position 3401: 1.640220117690714e-07
Position 3173: 1.4993774114679601e-07
Position 1689: 1.2024029009661003e-07
Position 3547: 5.318943624944048e-08
Position 3485: 2.9121980453049652e-08
Position 2484: 2.17511769682435e-08
Position 2501: 1.431300484615487e-08
Position 2888: 1.0487551568836603e-08
Position 781: 2.123371953101473e-09
Position 1211: 7.681010375819817e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9798168449251992
Position 1054: 0.9674866223702906
Position 2381: 0.9489208294230769
Position 199: 0.18449261893579957
Position 572: 0.16809088273103012
Position 1776: 0.14532359729928856
Position 1243: 0.04118899578643364
Position 2431: 0.04072606777278772
Position 2173: 0.030764466509269426
Position 2138: 0.02779062891123591
Position 642: 0.01972544784371847
Position 2737: 0.017627915743218647
Position 1196: 0.01629645783568754
Position 541: 0.010040378556220858
Position 621: 0.009810044887665795
Position 1706: 0.007670505532995082
Position 2219: 0.006676993787959518
Position 1805: 0.0042690706481479206
Position 3686: 0.0042293738912115315
Position 2073: 0.003896143628254942
Position 1307: 0.0027764443401599105
Position 3567: 0.0023427850102604414
Position 3741: 0.002050061127472139
Position 4038: 0.002038984498258319
Position 1069: 0.002004430245844214
Position 1004: 0.001801955879503995
Position 278: 0.0017669649556817876
Position 341: 0.0016034431395110687
Position 838: 0.001515794518992359
Position 330: 0.001507010637984914
Position 1310: 0.0014867692358495035
Position 1516: 0.0012539976670036539
Position 3157: 0.001159109965603236
Position 300: 0.0007383649742762898
Position 1468: 0.0006594220422538909
Position 1952: 0.0005571151953235159
Position 1248: 0.0005484343465065453
Position 237: 0.0005427320486501275
Position 2443: 0.0005413568753484122
Position 2515: 0.0005213385238306899
Position 2315: 0.0004876050711400786
Position 627: 0.00041109226177529876
Position 4140: 0.0003813348182971469
Position 1670: 0.00027261812293939957
Position 1014: 0.0002684562778769277
Position 3658: 0.00023691776987547642
Position 2030: 0.00019945098753865943
Position 2047: 0.00018391789484111852
Position 3034: 0.00017704436019487854
Position 3102: 0.00017647969067561306
Position 3125: 0.0001684952125884927
Position 469: 0.0001561669958784902
Position 363: 0.00015533845567436836
Position 2327: 0.00015305826986364578
Position 2750: 0.00015029870130731232
Position 1286: 0.00014207507604189454
Position 2938: 0.00010533053835191429
Position 2742: 8.972733965617919e-05
Position 3031: 8.393204906521365e-05
Position 369: 8.194656801404631e-05
Position 3847: 7.522341485309569e-05
Position 2528: 7.022709221585641e-05
Position 1096: 6.994657212140194e-05
Position 743: 5.3026363088369616e-05
Position 2856: 4.617581526975584e-05
Position 3051: 4.375548626181786e-05
Position 3368: 3.725993579288543e-05
Position 3945: 2.9587765422948144e-05
Position 3798: 2.340805029366704e-05
Position 4519: 1.541764635700396e-05
Position 3181: 1.1846663774540873e-05
Position 138: 1.0627170307185001e-05
Position 2994: 8.928683576917284e-06
Position 901: 3.3068333429435027e-06
Position 740: 1.9215622604152095e-06
Position 906: 1.027352602071596e-06
