Gene = Dref
index = 1137
Annotated 5SS: [1470 1854 2302]
Annotated 3SS: [1560 1913 2361]
SMsplice 5SS: [1470 1854 2302]
SMsplice 3SS: [1560 1913 2361]
top_k =  500
Partition function (log Z): 3.513590603239207

Sorted 5' Splice Sites (High to Low Probability):
Position 2302: 0.9953215185997739
Position 1854: 0.9809703343456568
Position 1470: 0.974226289935397
Position 391: 0.054066920814019294
Position 71: 0.03070993298824723
Position 1590: 0.018370075089300268
Position 1486: 0.017220064532266127
Position 1249: 0.017112046407812918
Position 494: 0.014807080073314086
Position 193: 0.011649515554843946
Position 449: 0.010212826049153134
Position 2638: 0.004732834851537448
Position 1851: 0.004487013041897238
Position 2979: 0.004278273306494518
Position 95: 0.004025687056762474
Position 1748: 0.0034265403493777494
Position 515: 0.0026861135006591777
Position 91: 0.0023880593497043593
Position 875: 0.002336468328834696
Position 910: 0.002104522098570048
Position 536: 0.002097292016425099
Position 1253: 0.0020547789484223937
Position 1707: 0.0019179727335700617
Position 1040: 0.0017150672161378342
Position 2741: 0.001648922240043232
Position 657: 0.0015647654793767883
Position 45: 0.0014402465896743105
Position 1326: 0.00139523840506088
Position 1072: 0.0010882240705631
Position 52: 0.0010851925172110815
Position 2703: 0.0009747981707229935
Position 1997: 0.0008406399552024076
Position 512: 0.0007894703892867393
Position 6: 0.0007548678155389563
Position 427: 0.0007437264943223842
Position 1827: 0.0005721562433653525
Position 662: 0.0005373423643789568
Position 2568: 0.0005200869120292043
Position 2865: 0.0004854098200470751
Position 144: 0.00042760590921797484
Position 287: 0.0004049646844775872
Position 829: 0.00032400175945581587
Position 356: 0.000318111473017754
Position 1089: 0.00024963553590274596
Position 2460: 0.00020086562540487898
Position 2271: 0.0001900740968133422
Position 2684: 0.00017041584609240346
Position 1653: 0.0001630852041574588
Position 2856: 0.00015708620074789438
Position 121: 0.00015655400674926862
Position 2495: 0.00015515929009712697
Position 2838: 0.00014524916210362332
Position 2873: 0.00014121894462884688
Position 2306: 0.00012921089079334614
Position 2297: 0.00012661155547712418
Position 2554: 0.00011196035775796841
Position 1698: 0.00010791314818546993
Position 2160: 0.0001042716418011862
Position 2164: 9.128504547359531e-05
Position 2108: 8.857208882034719e-05
Position 2492: 8.50261439803805e-05
Position 1474: 8.327394740932753e-05
Position 2565: 8.074304154272433e-05
Position 233: 7.195796316143729e-05
Position 2073: 6.853198211666482e-05
Position 1700: 6.558290287919073e-05
Position 526: 6.34406450510527e-05
Position 1061: 5.764901260671311e-05
Position 1721: 5.6764937209212995e-05
Position 1333: 5.1720598753140574e-05
Position 1603: 4.984047701151593e-05
Position 2546: 4.334236683012469e-05
Position 707: 4.042060921018565e-05
Position 2358: 3.749893420965285e-05
Position 1809: 3.671529698935857e-05
Position 2791: 3.2405300356699106e-05
Position 2756: 3.1040728300167733e-05
Position 1898: 2.852558209755449e-05
Position 177: 2.456386481738974e-05
Position 290: 1.847515602877589e-05
Position 4: 1.762974921931724e-05
Position 2180: 1.6732187007747377e-05
Position 842: 1.667713891549154e-05
Position 170: 1.582151511088633e-05
Position 1843: 1.2293028970367635e-05
Position 1787: 1.1113840315092117e-05
Position 896: 9.622421127222558e-06
Position 2258: 9.436312817398938e-06
Position 1348: 9.213871934164823e-06
Position 1180: 8.391333621287809e-06
Position 1612: 6.134108424638526e-06
Position 1763: 5.108190486387205e-06
Position 1632: 3.392389535297267e-06
Position 1900: 3.3312887230670236e-06
Position 1878: 1.7353994753472459e-06
Position 1083: 1.6665708286030552e-06
Position 1319: 1.4476323024227878e-06
Position 570: 9.942743349183794e-07
Position 635: 8.489406667246743e-07
Position 1343: 8.432463401333486e-07
Position 403: 8.356159543440428e-07
Position 172: 2.3723360760594765e-07
Position 364: 1.8174640383529627e-07
Position 528: 1.2409978222944972e-07
Position 2480: 1.233993343527025e-07
Position 2463: 4.4938933111976013e-08
Position 2284: 3.057318477603477e-08
Position 401: 2.8700570152222066e-08
Position 718: 1.3856632837414175e-08
Position 2362: 1.2046231432060957e-08
Position 1106: 1.1988789994547464e-08
Position 2244: 1.1856174471628393e-08
Position 929: 1.1343666742979822e-08
Position 998: 6.614660579668136e-09
Position 692: 6.3388653341220306e-09
Position 2383: 6.1375927616179405e-09
Position 2432: 5.10170430997315e-09
Position 613: 2.9877597237892143e-09
Position 679: 2.8946059508029485e-09
Position 2247: 1.3053879253834294e-09
Position 1577: 1.0964702039747589e-09
Position 2274: 1.0644464144848586e-09
Position 371: 7.765598738304498e-10
Position 2556: 6.728107227888627e-10
Position 1954: 2.3551663844879146e-10
Position 1887: 5.055656581263895e-11
Position 1933: 4.466676976938944e-11
Position 2058: 3.781411937986111e-11
Position 2202: 2.0776907622591033e-11
Position 2197: 2.7303801906719057e-16
Position 1672: 4.116601143947731e-17
Position 1775: 2.1771899331030265e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1560: 0.9975307634971261
Position 2361: 0.9658802720503139
Position 1913: 0.9532139745197278
Position 583: 0.04846069565184369
Position 335: 0.036608228953470955
Position 508: 0.027491392534588058
Position 1309: 0.021567932733862847
Position 2383: 0.020792180425074937
Position 1982: 0.02011547725781816
Position 1652: 0.019912395972677036
Position 2066: 0.006847667235648385
Position 1267: 0.006319497791626184
Position 2408: 0.005545261693417964
Position 2776: 0.005325150222424644
Position 3029: 0.005262248393008181
Position 2808: 0.004819328570181386
Position 1957: 0.004131638256446488
Position 338: 0.004005536993704721
Position 2056: 0.0034810921785054265
Position 1124: 0.0016410005550136285
Position 207: 0.0015935883834249736
Position 1763: 0.0015634080985870884
Position 132: 0.0014691838128421605
Position 1994: 0.0014315393157941273
Position 796: 0.0013605076853027075
Position 1106: 0.0013471917185943613
Position 281: 0.0010834884881407922
Position 1281: 0.0009593850582944863
Position 2913: 0.0009508135071562658
Position 439: 0.0008810779112416251
Position 249: 0.0008747824077111609
Position 2828: 0.0007026280812691257
Position 139: 0.000677319005706562
Position 526: 0.0006609093590437368
Position 318: 0.0005887243578709668
Position 773: 0.0005790498594979885
Position 315: 0.0005740767519169978
Position 1225: 0.0005149438528278314
Position 1997: 0.0004975808723558849
Position 1112: 0.00048233485727663326
Position 1793: 0.0004080725805468596
Position 2042: 0.0003649390142997764
Position 1048: 0.00033056671101564357
Position 1818: 0.0003045011868466615
Position 535: 0.00029793368016959877
Position 2180: 0.00029465557470387466
Position 2641: 0.0002678461432273514
Position 1622: 0.00019904659175091276
Position 607: 0.00018333411597166153
Position 2232: 0.00016069144907939777
Position 929: 0.00013851724164836966
Position 1649: 0.00012949010262533754
Position 447: 0.0001294067248777708
Position 2425: 0.00012689465438671448
Position 973: 0.0001234916554935902
Position 1144: 0.0001156792754019038
Position 610: 0.00010908013855651402
