Gene = OS9
index = 1341
Annotated 5SS: [91]
Annotated 3SS: [149]
SMsplice 5SS: [91]
SMsplice 3SS: [149]
top_k =  500
Partition function (log Z): -4.995155405293141

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9912149867955206
Position 713: 0.25169653335631326
Position 668: 0.036340056568599254
Position 216: 0.00854538788721692
Position 459: 0.0050894470486234165
Position 489: 0.0044121829200358224
Position 612: 0.002308084822714666
Position 555: 0.0021315740694611072
Position 590: 0.0017154964125434167
Position 723: 0.0010229745192682964
Position 648: 0.0005595905378232573
Position 586: 0.0004469752347719087
Position 543: 0.00042898110391969066
Position 620: 0.00040503471672240877
Position 258: 0.00040215858058379806
Position 706: 0.00029698301654466165
Position 578: 0.00026370359382812524
Position 330: 1.9690116482606075e-05
Position 179: 1.4048700341109905e-05
Position 246: 1.3683187789343038e-05
Position 759: 1.2374456622788999e-05
Position 192: 8.590936644404939e-06
Position 70: 8.458314983045425e-06
Position 194: 7.156042650532801e-06
Position 3: 5.659461699922824e-06
Position 462: 3.831280752343775e-06
Position 465: 9.884307139679292e-07
Position 751: 6.324136946771709e-07
Position 24: 2.842205658343152e-07
Position 64: 3.0232385144793284e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 149: 0.8887622409198316
Position 775: 0.3093829581468151
Position 426: 0.02741009582238339
Position 156: 0.02522167875479994
Position 222: 0.02116860144069196
Position 179: 0.012724931754674774
Position 546: 0.010154643132323412
Position 743: 0.006362194785350461
Position 313: 0.0032813660127524826
Position 236: 0.000640075313986265
Position 299: 0.0004161339871603636
Position 192: 0.0003117880756856285
Position 829: 0.00025861941387057954
Position 805: 0.00021747000351475141
Position 482: 0.0001842849862600025
Position 713: 0.0001751927732146792
Position 379: 0.00016216518357405914
Position 723: 0.00013041172820456976
Position 430: 0.00012139656445979942
Position 802: 9.519955615060386e-05
Position 470: 5.194378000790682e-05
Position 323: 3.5385770627232404e-05
Position 586: 3.465100901092173e-05
Position 551: 2.5995975852885465e-05
Position 450: 2.427703677606632e-05
Position 64: 5.491466816870778e-06
Position 751: 4.761824568904238e-06
Position 635: 3.5355507995188255e-06
Position 132: 2.9061704651521484e-06
Position 506: 1.7488574110679158e-06
Position 371: 1.2946906723378977e-06
Position 435: 1.2314593388851283e-06
Position 598: 7.352225344206542e-07
Position 812: 1.2352981402008414e-07
Position 73: 3.531875992851262e-08
Position 84: 1.1338442892844442e-08
Position 103: 8.676194552050608e-10
Position 269: 2.0848277478110192e-10
Position 554: 1.7936869468688714e-10
Position 317: 1.5239357763493034e-10
Position 409: 1.3141968849355783e-10
Position 398: 7.988440424215884e-11
Position 95: 3.0341420018049717e-12
Position 386: 1.1148023809051061e-14
