Gene = tctn
index = 1909
Annotated 5SS: [189 612]
Annotated 3SS: [259 670]
SMsplice 5SS: [189 612]
SMsplice 3SS: [259 670]
top_k =  500
Partition function (log Z): -4.837653042603762

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9950113139784968
Position 189: 0.6975783163475193
Position 1016: 0.04504376696916221
Position 959: 0.021210698333272684
Position 411: 0.01764443979199443
Position 1300: 0.012112580667545092
Position 1070: 0.010936540110026883
Position 2148: 0.005222857331964106
Position 424: 0.00266105201898183
Position 1293: 0.0021436487463502847
Position 1447: 0.0012133331786502405
Position 2354: 0.0011159268538993075
Position 1976: 0.0009877001170693744
Position 1906: 0.0008866098812038803
Position 1688: 0.0008755680118828867
Position 1084: 0.000863966483470841
Position 761: 0.0005144890529089212
Position 409: 0.0004346959310981346
Position 256: 0.0002894489974272297
Position 1088: 0.0002685983089513619
Position 1709: 0.0002600197080100705
Position 702: 0.00022716943318509824
Position 616: 0.00016523886805013067
Position 172: 0.0001288655849686751
Position 1546: 0.00010245985437353564
Position 1369: 8.650767064749604e-05
Position 296: 7.234038844876818e-05
Position 604: 7.059699363268302e-05
Position 926: 6.733587751750285e-05
Position 677: 5.995785096051922e-05
Position 602: 5.948848189348607e-05
Position 418: 4.845569738007459e-05
Position 110: 4.2699873447924846e-05
Position 652: 2.9489007723644842e-05
Position 163: 2.8442979480750647e-05
Position 403: 2.045939682658929e-05
Position 193: 1.896866616096276e-05
Position 177: 1.8226674401962584e-05
Position 312: 1.7705865185128975e-05
Position 82: 1.6427857801927323e-05
Position 289: 9.75500958812607e-06
Position 514: 8.373744081901699e-06
Position 46: 6.134735746715202e-06
Position 435: 2.5019640468046933e-06
Position 466: 2.3731341822665552e-06
Position 734: 1.8275512746645106e-06
Position 776: 1.6813382063460246e-06
Position 906: 1.3628353783298798e-06
Position 545: 1.3099982380614227e-06
Position 640: 1.1772304369949637e-06
Position 89: 1.1638446650116618e-06
Position 219: 1.0408851867400664e-06
Position 379: 9.100518114755451e-07
Position 277: 7.26958090331947e-07
Position 755: 7.045391180352225e-07
Position 750: 5.250592820662983e-07
Position 998: 3.8234828659539974e-07
Position 996: 2.6860637631177425e-07
Position 1173: 2.5221509808088484e-07
Position 29: 2.438060120191754e-07
Position 708: 2.221147072450839e-07
Position 307: 1.0816289464762027e-07
Position 1122: 9.415048359321599e-08
Position 670: 6.952579605886621e-08
Position 1255: 3.698672650875188e-08
Position 460: 3.3361469074043574e-08
Position 140: 3.2479152192148066e-08
Position 471: 1.6573598753522337e-08
Position 445: 1.6516488015809232e-08
Position 1304: 1.2163282102809969e-08
Position 796: 8.837789359613664e-09
Position 691: 8.91683010443704e-10
Position 551: 3.696014662779467e-11
Position 537: 6.086042385305336e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 670: 0.783982329487038
Position 259: 0.6388915167130461
Position 1132: 0.05954283366207475
Position 734: 0.05412490935695031
Position 2088: 0.052049678190022416
Position 1989: 0.045854991391536516
Position 481: 0.03764169791508599
Position 435: 0.03556344080819251
Position 1228: 0.03497486171724309
Position 1369: 0.01761336222656065
Position 701: 0.007710352328773803
Position 2451: 0.00644602114626578
Position 1708: 0.005026834938487582
Position 1136: 0.0040735255608368255
Position 2322: 0.0040083873211852064
Position 2200: 0.003412840534223378
Position 282: 0.003062472115673661
Position 1564: 0.0029284092205384854
Position 2239: 0.0027148250207977226
Position 2060: 0.002208830928394209
Position 1502: 0.0019735919515179176
Position 1314: 0.001896143757025425
Position 1374: 0.0014325902256513584
Position 1420: 0.0012345282027364309
Position 1070: 0.0011529815148301936
Position 677: 0.0010579097319242609
Position 1537: 0.0007454486693510823
Position 1006: 0.0006519082823160927
Position 327: 0.0006130562401607469
Position 1832: 0.0005169698514910668
Position 2092: 0.00045081789088931886
Position 1847: 0.00043599045999179946
Position 1433: 0.00039631201212251736
Position 1282: 0.0003763218236708227
Position 2002: 0.0003283533179443534
Position 384: 0.0003228658572485325
Position 1584: 0.00031349362642584
Position 537: 0.0003037739251649065
Position 896: 0.00023095972111811618
Position 348: 0.00022935047855963793
Position 918: 0.00021147147112982032
Position 294: 0.00020508724791288408
Position 1193: 0.00018126851108666976
Position 1676: 0.0001773166996943035
Position 2281: 0.00015124530389869266
Position 332: 0.0001367981095745632
Position 2524: 0.00013330958593452263
Position 2740: 0.00011608178678349833
Position 1403: 0.00011081203170807091
Position 2062: 0.00010236188382317872
Position 1837: 8.076520761526466e-05
Position 1603: 7.633241183048702e-05
Position 403: 6.466558005449798e-05
Position 1719: 6.149332386100496e-05
Position 691: 5.2908201362107404e-05
Position 1009: 4.1125589832129634e-05
Position 939: 3.545485125468335e-05
Position 513: 3.239506537685124e-05
Position 890: 3.1520247171116754e-05
Position 1140: 2.7477609188283217e-05
Position 300: 1.7488438979301327e-05
Position 565: 1.1643384312600418e-05
Position 498: 1.0125257213714338e-05
Position 288: 1.008197983085779e-05
Position 329: 7.2059640863429675e-06
Position 210: 4.248078969844639e-06
Position 559: 4.136851300866029e-06
Position 127: 3.235846823124362e-06
Position 207: 1.8094825373627646e-06
Position 764: 1.2087761346591568e-06
Position 930: 7.126977455741212e-07
Position 915: 5.998466382100724e-07
Position 788: 4.2870887614152754e-07
Position 137: 4.1986768187519877e-07
Position 89: 2.630181700947496e-07
Position 409: 2.62872795749487e-07
Position 87: 1.654160300094411e-07
Position 172: 1.4109771698873998e-07
Position 184: 5.877593068791678e-08
Position 177: 4.7348722385300134e-08
Position 302: 4.5470975081443455e-08
Position 578: 1.4139606586492637e-08
Position 109: 1.4086771868876313e-08
Position 82: 1.2603129616018232e-08
Position 368: 1.0415106234270487e-08
Position 761: 8.874786956759828e-09
Position 755: 5.2424498839032284e-09
Position 154: 2.112461785062704e-09
Position 186: 2.1612666940281191e-13
Position 193: 1.0835136651617377e-14
