Gene = Mul1
index = 1293
Annotated 5SS: [ 183  831 1097]
Annotated 3SS: [ 246  888 1363]
SMsplice 5SS: [ 183  831 1097]
SMsplice 3SS: [ 246  888 1363]
top_k =  500
Partition function (log Z): 2.8664958977866064

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9802606115377572
Position 1097: 0.9527840036957451
Position 831: 0.9455292605754514
Position 385: 0.046662925376740355
Position 1073: 0.026466452187911108
Position 1310: 0.015825913165169604
Position 1557: 0.014739962475354269
Position 1523: 0.011102388008422712
Position 838: 0.006512032271856567
Position 1515: 0.0050824573764262585
Position 835: 0.00460323125017286
Position 804: 0.004249002457363147
Position 427: 0.0027566464122487262
Position 1070: 0.002738631935679749
Position 325: 0.002308464592173098
Position 174: 0.00189391279399765
Position 1305: 0.001626232716249148
Position 1521: 0.0010256176042712222
Position 146: 0.0007529783490146381
Position 1902: 0.0006241137645744082
Position 187: 0.0005880583867793869
Position 1263: 0.0005767526419249505
Position 1935: 0.0005729923619632731
Position 574: 0.0005164203554343083
Position 1075: 0.000280223303129017
Position 1156: 0.0002070845022586452
Position 1183: 0.00020353411773769915
Position 1446: 0.0001666235067124248
Position 673: 0.00016508158306470687
Position 468: 0.00014939503467283644
Position 524: 0.00012880708579807607
Position 1775: 0.00012094324722873902
Position 1921: 0.00010169674433522286
Position 1543: 9.190411469273562e-05
Position 1436: 8.35651103217073e-05
Position 640: 7.630067143170846e-05
Position 707: 6.411836649451675e-05
Position 1268: 6.171852731891975e-05
Position 1585: 5.765515768216e-05
Position 406: 5.2423267484835126e-05
Position 571: 4.5340350514610524e-05
Position 1939: 4.116745700369926e-05
Position 1315: 3.6965834467037566e-05
Position 509: 3.359909897211763e-05
Position 504: 3.232680625594317e-05
Position 383: 3.204455148199268e-05
Position 340: 2.7233433284821594e-05
Position 28: 2.7185214300317375e-05
Position 1790: 2.314580003486638e-05
Position 626: 2.3121591072940783e-05
Position 786: 2.2669017825343448e-05
Position 1388: 2.2441113711469986e-05
Position 1038: 2.2384174923854367e-05
Position 1443: 2.119895391830988e-05
Position 1035: 1.94520671531472e-05
