Gene = ssp2
index = 1891
Annotated 5SS: [ 190  428 3500 5898 6115]
Annotated 3SS: [ 320 3443 3557 5958 6217]
SMsplice 5SS: [ 190  428 5898 6115]
SMsplice 3SS: [ 241 5700 5958 6217]
top_k =  500
Partition function (log Z): -1.5032814857337276

Sorted 5' Splice Sites (High to Low Probability):
Position 5898: 0.9906660185955819
Position 428: 0.9895008351539224
Position 6115: 0.9582865452590656
Position 190: 0.8619403941798991
Position 3500: 0.7876888369978442
Position 4291: 0.5393917972123992
Position 5628: 0.2424796959647819
Position 2669: 0.1981963967891789
Position 4045: 0.11674173964322601
Position 4803: 0.06289778982668116
Position 649: 0.047018746762818295
Position 6489: 0.04676724067954605
Position 6356: 0.03431007208533883
Position 1233: 0.03098336191428206
Position 6536: 0.029111620923771713
Position 6270: 0.016437926112669338
Position 6544: 0.012803431908820816
Position 1910: 0.010060982911355695
Position 4281: 0.005118911740192542
Position 5181: 0.004854230936451394
Position 713: 0.0024852081076491644
Position 6449: 0.0023800610757073845
Position 2673: 0.0021020092699312056
Position 1744: 0.0020650630907390125
Position 3931: 0.0015283971505297555
Position 307: 0.0015178969708238114
Position 7602: 0.0012841242277539576
Position 4098: 0.0011858046893374753
Position 1344: 0.001062575446177328
Position 1164: 0.0006797829731851153
Position 5713: 0.000577610878552151
Position 6394: 0.0004319848573798776
Position 5992: 0.00042617273412617716
Position 1066: 0.0004256883502025429
Position 1267: 0.0003302948758643113
Position 1365: 0.0003197650563959599
Position 4089: 0.0002433289509446471
Position 4117: 0.00021502755487285422
Position 706: 0.0002002759990872442
Position 2878: 0.00018161264579661166
Position 1060: 0.00015534523229904245
Position 6119: 0.00015039451391423743
Position 29: 0.00012821417129995003
Position 6426: 0.00012300740048876486
Position 194: 9.932987500931358e-05
Position 3132: 8.997469968304841e-05
Position 1688: 7.772378688486323e-05
Position 2981: 6.095738925224866e-05
Position 1076: 5.602282774132188e-05
Position 91: 5.1981141864920774e-05
Position 208: 5.162989562860428e-05
Position 1514: 3.46851567631999e-05
Position 6278: 3.401470269019534e-05
Position 560: 3.359843652628556e-05
Position 643: 3.353660896546857e-05
Position 124: 3.1916327585558334e-05
Position 3793: 2.59225482627452e-05
Position 637: 2.3780755559028567e-05
Position 6134: 2.239770355249231e-05
Position 217: 2.2204858036053798e-05
Position 6082: 2.1182875240007536e-05
Position 102: 2.046895577399524e-05
Position 22: 1.72388545383582e-05
Position 104: 1.3636701787516798e-05
Position 223: 9.397868806133571e-06
Position 211: 8.601839969212306e-06
Position 414: 8.243364799345488e-06
Position 226: 6.927127857627323e-06
Position 1051: 6.418102014369618e-06
Position 72: 2.8440540853653285e-06
Position 66: 1.2736710754067037e-06
Position 6170: 7.959121912489216e-07
Position 581: 6.531015963918082e-07
Position 6074: 6.047856145023934e-07
Position 1037: 6.006177393952969e-07
Position 229: 5.028944887780476e-07
Position 974: 3.7764120959298456e-07
Position 69: 3.0916433458130304e-07
Position 827: 2.7904414598512107e-07
Position 393: 9.756318153093201e-08
Position 590: 8.18179458260091e-08
Position 6044: 8.017871033363135e-08
Position 369: 6.58087691120344e-08
Position 547: 5.2136405322687185e-08
Position 521: 2.442768212006055e-08
Position 349: 2.295453860043998e-08
Position 603: 8.79083309529151e-09
Position 496: 8.029308420753971e-09
Position 553: 6.3169465838672425e-09
Position 479: 4.79001985047157e-09
Position 584: 3.3585299843856635e-09
Position 538: 9.464576075802659e-10
Position 661: 1.9162716310622006e-10
Position 710: 4.0359793491642935e-12
Position 593: 1.1530209121160517e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5958: 0.9955559261417478
Position 3557: 0.9070642249965994
Position 6217: 0.7476604947040789
Position 241: 0.5417165595282748
Position 5700: 0.4393506755408966
Position 3329: 0.3334355756354475
Position 320: 0.22221396238058677
Position 5310: 0.21465588898127827
Position 2723: 0.20521924247069176
