Gene = nesd
index = 1816
Annotated 5SS: [ 382 1968]
Annotated 3SS: [ 466 2030]
SMsplice 5SS: [  10  382 1968]
SMsplice 3SS: [  78  466 2030]
top_k =  500
Partition function (log Z): -3.5350288957315996

Sorted 5' Splice Sites (High to Low Probability):
Position 382: 0.97597191596858
Position 1968: 0.9028795885438139
Position 10: 0.6215556761271389
Position 29: 0.022475676846857074
Position 14: 0.012992055761261117
Position 580: 0.009860294474194328
Position 1679: 0.008764438425816722
Position 629: 0.008537184606786832
Position 333: 0.004851066123495048
Position 2054: 0.004848397847985181
Position 556: 0.00118229527696531
Position 1216: 0.0004495598715033213
Position 1840: 0.00040636920080595976
Position 979: 0.0003862545151166699
Position 1243: 0.0002937533149610771
Position 2188: 0.00021218953554393385
Position 822: 0.00019796070501178534
Position 161: 0.00016170974802517713
Position 1982: 0.00012000910144300013
Position 1540: 0.00011739197634779612
Position 851: 0.00011656804070821281
Position 589: 0.00010150403029973398
Position 1853: 9.054751740363416e-05
Position 809: 8.428322701084081e-05
Position 1741: 3.6484925952303505e-05
Position 820: 3.6433296286050356e-05
Position 1939: 3.415123940766675e-05
Position 1933: 3.028988949399933e-05
Position 1985: 2.5786060431761656e-05
Position 128: 1.8444858395264217e-05
Position 79: 1.321884760652545e-05
Position 787: 1.3110216383777517e-05
Position 357: 1.2549501548070307e-05
Position 100: 1.2188312076861324e-05
Position 855: 1.207872012900483e-05
Position 1321: 1.1992268307929834e-05
Position 1507: 1.1176771805846722e-05
Position 218: 9.464235332145264e-07
Position 263: 1.8517144244270278e-07
Position 294: 1.3998659831197454e-07
Position 243: 7.512849809311692e-08
Position 1860: 4.902268841601444e-08
Position 302: 3.893323358768843e-08
Position 344: 3.826268420516747e-08
Position 637: 3.571725258181257e-08
Position 315: 2.637832431750143e-08
Position 1361: 2.184162090199823e-08
Position 691: 1.0167543965744182e-08
Position 415: 8.77562685471801e-09
Position 245: 4.3911439962181425e-09
Position 547: 3.870585909232655e-09
Position 586: 2.970815260250655e-09
Position 742: 2.942759794094653e-09
Position 726: 2.8373081006264444e-09
Position 646: 1.5469497668634276e-09
Position 535: 9.267684192330369e-10
Position 446: 3.5107111410236434e-10
Position 496: 2.884140778201663e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.9191841322178853
Position 466: 0.6160349850791429
Position 78: 0.5959459522935879
Position 1885: 0.08262053329931951
Position 1851: 0.06354390224431726
Position 93: 0.057562855460171945
Position 1769: 0.05439143616477141
Position 2063: 0.035101361358425245
Position 906: 0.03282353826424608
Position 1486: 0.03137375183838857
Position 1598: 0.022158661602794713
Position 1344: 0.010874161579155998
Position 603: 0.008303142812796593
Position 2112: 0.007552575521718328
Position 1057: 0.004486517261179078
Position 1439: 0.003319420935073312
Position 1696: 0.0031013675803502234
Position 1806: 0.0028546399202891096
Position 230: 0.0026700740970012973
Position 1186: 0.002486590582563835
Position 903: 0.002298034636764264
Position 474: 0.0016415882840860646
Position 646: 0.0014274622321694252
Position 1043: 0.0012675505844654857
Position 795: 0.0010004738789970045
Position 1445: 0.0009864073589570413
Position 1219: 0.0009554491502141051
Position 1365: 0.0009504732564748607
Position 111: 0.0008452891990099936
Position 820: 0.0007787181619706345
Position 555: 0.0007548607354336292
Position 2053: 0.0007329896953667929
Position 425: 0.0006159932161377251
Position 507: 0.0005920270481291648
Position 935: 0.0005345297168924642
Position 1776: 0.0005287519691089904
Position 1458: 0.0004991709554261067
Position 1856: 0.00038798684590024573
Position 672: 0.00038230820655913637
Position 833: 0.00037280269195032656
Position 2235: 0.00029968805204043733
Position 1524: 0.0002656679994753888
Position 804: 0.0002611026374141907
Position 1266: 0.00025596050621420115
Position 889: 0.0002330310146317604
Position 2079: 0.000231656545866261
Position 1269: 0.00021780115235040128
Position 1142: 0.00021166510446848534
Position 1517: 0.0001947529432346852
Position 1419: 0.0001721604842813007
Position 576: 0.00010638975928313878
Position 1272: 9.058417751519205e-05
Position 977: 7.216888959042833e-05
Position 1094: 7.018323415357208e-05
Position 669: 6.500642492625813e-05
Position 675: 6.061195560648296e-05
Position 1955: 5.643721976202923e-05
Position 285: 3.709380040393016e-05
Position 332: 2.323715539525067e-05
Position 282: 1.2407559510262723e-05
Position 170: 1.025285090071534e-05
Position 2092: 9.567754536474049e-06
Position 257: 9.273614843570072e-06
Position 272: 6.747321108383002e-06
Position 100: 6.484105451934421e-06
Position 2214: 2.408991162609523e-06
Position 243: 1.2045682031677217e-06
Position 290: 1.4726250727964057e-07
Position 381: 1.8092099714165946e-08
Position 552: 1.1271611338441745e-08
Position 312: 1.0503362315014392e-09
Position 386: 1.1147727511498705e-10
Position 308: 4.454372638301596e-11
Position 344: 3.764886181069614e-11
Position 608: 1.9066266572709137e-14
Position 374: 1.2331207669156348e-18
