Gene = sunn
index = 1902
Annotated 5SS: [ 111  615  798 1074 1346 1978 2399 2861 3311]
Annotated 3SS: [ 166  688  949 1130 1427 2034 2453 2939 3364]
SMsplice 5SS: [ 615  798 1074 1346 1978 2399 2861 3311]
SMsplice 3SS: [ 688  949 1130 1427 2034 2453 2939 3364]
top_k =  500
Partition function (log Z): 17.517613000265932

Sorted 5' Splice Sites (High to Low Probability):
Position 2399: 0.9949738344284178
Position 1346: 0.9945704222409034
Position 1074: 0.9832953966388974
Position 1978: 0.9746223109520663
Position 615: 0.9102598383636886
Position 2861: 0.8695107956274176
Position 798: 0.8128082494392048
Position 3311: 0.6741626350231947
Position 111: 0.2257462814371037
Position 1750: 0.13507422154367074
Position 2540: 0.12747363328751285
Position 2552: 0.06658748582944518
Position 1606: 0.025811039091107702
Position 3030: 0.025333360663677074
Position 115: 0.022925734031321764
Position 2584: 0.0226898492719747
Position 2137: 0.017860257757664547
Position 293: 0.013253746019780877
Position 78: 0.00987589969998339
Position 802: 0.009496613507168726
Position 1650: 0.008837059441374485
Position 469: 0.008630261382973481
Position 151: 0.007582724582882263
Position 1537: 0.00644591235207889
Position 1965: 0.006147011538966554
Position 2831: 0.0060804923412291845
Position 1068: 0.005929280892377537
Position 100: 0.005435224275844568
Position 1928: 0.004299980533077591
Position 627: 0.00417461069305674
Position 834: 0.003676874870398376
Position 1497: 0.003676459376604154
Position 1967: 0.00358016255751594
Position 2308: 0.003407576978318823
Position 1000: 0.002894930999580438
Position 1325: 0.0026170016685187632
Position 3254: 0.0026014138580456115
Position 2576: 0.002014974733688901
Position 45: 0.0018440622362361795
Position 2727: 0.0015668620571436245
Position 55: 0.0015530520509448743
Position 613: 0.0013893897033508014
Position 1754: 0.0012955336169184798
Position 3273: 0.000941963579016715
Position 431: 0.0008767971210714155
Position 96: 0.0007160220223638968
Position 2708: 0.0005855806151939751
Position 119: 0.0005437335248639802
Position 3148: 0.0004032168003460851
Position 2141: 0.0003918316244008867
Position 3270: 0.00035145396269313414
Position 1086: 0.0003370857378897518
Position 3076: 0.0003106533463509958
Position 377: 0.00030527813664623033
Position 781: 0.00027912252330104044
Position 2119: 0.0002750698135975841
Position 1071: 0.0002229998200397741
Position 3213: 0.00022258046761380255
Position 530: 0.0001965993141723484
Position 3063: 0.00019027531966102988
Position 1957: 0.00018005329744772653
Position 1050: 0.00017259621928927078
Position 2620: 0.00017134491426370915
Position 1225: 0.0001595325999714872
Position 2872: 0.0001453330459286454
Position 3500: 0.00014164643572976086
Position 2880: 0.00013095083819865972
Position 2403: 0.0001255516233501711
Position 2627: 0.00011270528774949914
Position 250: 0.0001082767602265165
Position 29: 9.593260263658589e-05
Position 239: 9.250252255378083e-05
Position 1501: 8.81256092540059e-05
Position 2867: 8.717812208998733e-05
Position 145: 6.917211259761677e-05
Position 1991: 6.319539171733043e-05
Position 1784: 5.429004537613681e-05
Position 156: 5.319866679703875e-05
Position 1692: 5.306575178530431e-05
Position 875: 4.940329881313424e-05
Position 1516: 4.9258851156212414e-05
Position 1849: 4.5742038405056855e-05
Position 2323: 3.772998042182505e-05
Position 2097: 3.4525841844763474e-05
Position 1101: 3.266889532813562e-05
Position 1251: 3.264354293232495e-05
