Gene = Fgop2
index = 1164
Annotated 5SS: [156]
Annotated 3SS: [219]
SMsplice 5SS: [156]
SMsplice 3SS: [219]
top_k =  500
Partition function (log Z): -9.135440057655991

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.9865543160742766
Position 170: 0.009747620388334507
Position 491: 0.008977057344204564
Position 1454: 0.003596976594632895
Position 413: 0.002689114847478956
Position 1259: 0.001962647891315367
Position 1244: 0.0017599653269151844
Position 1822: 0.0015388993816358048
Position 1377: 0.001456149506050616
Position 430: 0.00101813349972476
Position 994: 0.0008292440388064973
Position 683: 0.0005888719589989284
Position 912: 0.0005600548160564055
Position 629: 0.00044561701908438494
Position 1612: 0.0004334078731219159
Position 1638: 0.00039638175401194464
Position 1480: 0.00034501892124331606
Position 604: 0.0002544738436177485
Position 1584: 0.00022313588551890707
Position 1882: 0.0002153837636659778
Position 1089: 0.00016731067412987006
Position 1223: 0.00011755128751162536
Position 350: 0.00010651749040899741
Position 867: 7.99301803207696e-05
Position 1597: 6.595469282558241e-05
Position 643: 5.8070560613295564e-05
Position 1592: 4.985292669083907e-05
Position 1511: 4.905482099767315e-05
Position 30: 3.714942692057564e-05
Position 1262: 2.031545903742355e-05
Position 983: 1.974889625656413e-05
Position 1071: 1.787273446802435e-05
Position 620: 1.015415867293992e-05
Position 744: 7.966940011331001e-06
Position 46: 7.1469216894464706e-06
Position 184: 7.0257999834182125e-06
Position 73: 4.139601346584548e-06
Position 959: 3.594390849201775e-07
Position 1682: 3.0061450108570323e-07
Position 746: 2.4042515041714284e-07
Position 841: 2.40049761468834e-07
Position 1252: 1.4454717141167105e-07
Position 1091: 1.3030915200539772e-07
Position 1002: 1.286432683464578e-07
Position 52: 8.196110138158601e-08
Position 116: 7.851220605460423e-08
Position 1022: 3.5383535479116486e-08
Position 49: 3.048228491174788e-08
Position 201: 1.3134191653713662e-08
Position 11: 6.115545635557091e-09
Position 219: 4.6421316051114824e-09
Position 308: 6.067941087709201e-10
Position 295: 3.724429008715072e-10
Position 210: 3.685329662140928e-10
Position 345: 3.2552448910444265e-10
Position 579: 6.153109154846692e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 219: 0.9753239450615157
Position 228: 0.008201183204619482
Position 1734: 0.006046054296204305
Position 1316: 0.004338903138343811
Position 682: 0.0040928113108360245
Position 1672: 0.003086254720072199
Position 1626: 0.002703091515570929
Position 225: 0.002610038464473499
Position 1737: 0.00256478941520401
Position 1157: 0.002017815380352702
Position 334: 0.001848202569008696
Position 1887: 0.0012744717558559103
Position 1658: 0.0011838844712334729
Position 508: 0.0011706451360137644
Position 1768: 0.0008580106967318221
Position 1058: 0.0008261003393546406
Position 505: 0.0007976416069409819
Position 475: 0.0006622721069536167
Position 556: 0.0005964592748802637
Position 841: 0.0005353941795901954
Position 231: 0.00037630346259486257
Position 1936: 0.00037616598606296763
Position 991: 0.00035450132188161323
Position 291: 0.00034660498439099133
Position 316: 0.00033969035534743986
Position 1592: 0.00032047154331031006
Position 1882: 0.0002750965983649658
Position 1972: 0.000269137416324463
Position 1595: 0.00024216743202474123
Position 1642: 0.00020617718090051848
Position 766: 0.0001716835543703315
Position 2054: 6.719893644778337e-05
Position 2051: 6.22403335554431e-05
Position 522: 5.228940389583237e-05
Position 198: 4.785620394700259e-05
Position 1776: 4.2294732162399344e-05
Position 539: 3.738287226938445e-05
Position 655: 2.415215326240958e-05
Position 1865: 2.1604893055766956e-05
Position 541: 1.0209675429422179e-05
Position 725: 9.775587806115052e-06
Position 790: 9.391956676997821e-06
Position 628: 7.669546916454274e-06
Position 648: 6.161525119309554e-06
Position 345: 5.803809186491339e-06
Position 355: 1.837749035752607e-08
Position 436: 2.5047528641333094e-09
Position 125: 2.2710151713303294e-09
Position 430: 2.0368096210312917e-09
Position 173: 1.5387072086787743e-09
Position 160: 1.1363206533167151e-09
Position 113: 6.817545312288881e-10
Position 397: 4.918262039589282e-10
Position 391: 7.494912468880862e-11
Position 388: 3.4935632313418744e-11
Position 133: 2.6436077383402225e-11
Position 180: 1.0412899099338276e-11
Position 184: 1.3447816790460943e-14
Position 233: 8.215096439652631e-15
