Gene = Vajk1
index = 1592
Annotated 5SS: [ 205 1029]
Annotated 3SS: [ 554 1092]
SMsplice 5SS: [ 205 1029 1721]
SMsplice 3SS: [ 554 1092 1784]
top_k =  500
Partition function (log Z): 1.7110119452444112

Sorted 5' Splice Sites (High to Low Probability):
Position 1029: 0.9949108310576732
Position 205: 0.9873080510554344
Position 1721: 0.4965756688432561
Position 801: 0.4208545148931275
Position 1678: 0.2448279920280597
Position 1733: 0.15943344402160875
Position 2610: 0.050524154109070483
Position 2462: 0.015497014169327177
Position 1351: 0.014902223854230812
Position 1240: 0.008115920940183837
Position 1261: 0.00661530903195605
Position 1949: 0.006530185795645316
Position 1477: 0.00531329170500307
Position 1893: 0.004748972209824831
Position 471: 0.0021739520049622553
Position 1660: 0.0021490873146923152
Position 1985: 0.0020935389570605235
Position 262: 0.0019807492654162324
Position 921: 0.0018466407556318504
Position 704: 0.0014607721264390233
Position 47: 0.0014409490707048723
Position 1429: 0.0014191634745573745
Position 1147: 0.0014019830850641119
Position 2086: 0.001033791142363529
Position 2110: 0.0009405973815147998
Position 1033: 0.0009221363611516654
Position 229: 0.0009209314359962897
Position 2614: 0.0007930885730951356
Position 1453: 0.0007074485792222771
Position 305: 0.000637667884237495
Position 1423: 0.0006174103086412111
Position 2538: 0.0005146172387304357
Position 1970: 0.00046714090385845336
Position 807: 0.00043216338709746883
Position 765: 0.00042452921910890733
Position 2095: 0.0004024369701037437
Position 879: 0.0003506849753742254
Position 2103: 0.00034324677130606157
Position 501: 0.00031332793988364185
Position 2618: 0.00027939742226613354
Position 789: 0.00022431380310170853
Position 1465: 0.00021602509469522386
Position 813: 0.00021092094333106056
Position 1255: 0.0002005974028213331
Position 873: 0.00016630792753221892
Position 1129: 0.0001359709915881103
Position 2645: 0.00013393401010226296
Position 244: 0.00011358706556757643
Position 420: 0.00011195277960100054
Position 2576: 0.00010526649332729425
Position 215: 9.849005998790116e-05
Position 209: 9.79771616294892e-05
Position 2641: 9.632139543661501e-05
Position 750: 9.599203684452388e-05
Position 246: 8.430620183417778e-05
Position 1195: 7.801321509791566e-05
Position 831: 7.681351682827526e-05
Position 1339: 7.067107701505162e-05
Position 2633: 5.546160771571325e-05
Position 951: 4.9932301291225125e-05
Position 1471: 4.564521393374068e-05
Position 1593: 3.608518175009735e-05
Position 231: 3.525841846742353e-05
Position 198: 3.4767022076452626e-05
Position 315: 3.171259210646662e-05
Position 44: 2.8918926079427983e-05
Position 1494: 2.8747520102584896e-05
Position 2628: 2.7468182355994358e-05
Position 1207: 2.6969682407023168e-05
Position 56: 1.8798317190323322e-05
Position 297: 1.6993946694360557e-05
Position 236: 1.5598365088664828e-05
Position 475: 1.3253259940503723e-05
Position 441: 1.294408195962852e-05
Position 897: 1.2628341651831261e-05
Position 66: 1.1969042765520919e-05
Position 407: 1.0203423789797853e-05
Position 15: 4.160160348600568e-06
Position 1093: 3.645723082433737e-06
Position 2320: 2.572251398453809e-06
Position 933: 2.1018233340046304e-06
Position 449: 1.489246657936126e-06
Position 603: 1.3043425662284041e-06
Position 1904: 1.1949927595299842e-06
Position 1369: 1.0692551675608952e-06
Position 1531: 1.028849541307051e-06
Position 113: 9.432382232185785e-07
Position 1549: 9.362624357391335e-07
Position 1501: 9.046433882076758e-07
Position 22: 8.130013823381782e-07
Position 1910: 8.036061337991868e-07
Position 1141: 5.68207402845367e-07
Position 939: 5.511243440174796e-07
Position 1435: 5.004822271372751e-07
Position 981: 4.6526700795128045e-07
Position 131: 2.9005616156186707e-07
Position 30: 2.686139505527908e-07
Position 1411: 2.3234596219654217e-07
Position 58: 2.1481848766647414e-07
Position 1399: 1.9961610072359682e-07
Position 1279: 1.8673448583154193e-07
Position 1357: 1.8661945956739525e-07
Position 107: 1.8193249033743688e-07
Position 1171: 1.5169319875016897e-07
Position 2303: 1.4703174849925456e-07
Position 2073: 1.456443890034843e-07
Position 1213: 1.3810581911882682e-07
Position 118: 1.3058471389678154e-07
Position 1303: 1.3013436938669757e-07
Position 1153: 1.2866398979181226e-07
Position 167: 1.0004641685576511e-07
Position 1023: 7.942002217222129e-08
Position 999: 5.6584329132633774e-08
Position 1327: 5.2780931927987766e-08
Position 1135: 4.752488428145421e-08
Position 1117: 4.435044494092054e-08
Position 1333: 4.4327323091167206e-08
Position 1017: 3.6427849205191854e-08
Position 1183: 2.893655576005537e-08
Position 1393: 2.7933704111020882e-08
Position 1231: 1.7523009172226194e-08
Position 1315: 1.6171615221509803e-08
Position 1061: 1.4171711981900681e-08
Position 1099: 1.5356807861451618e-09
Position 987: 1.4310438523445186e-09
Position 1063: 8.923269865378733e-10
Position 843: 7.056647154499849e-11
Position 861: 6.923187016991932e-11
Position 837: 6.885303284618557e-11
Position 969: 6.591454556304239e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1784: 0.9723028353471906
Position 1092: 0.9425534612153851
Position 554: 0.9102076807436635
Position 872: 0.47919716814646396
Position 2667: 0.051024571069693665
Position 598: 0.014518659396796989
Position 2515: 0.008848651227388414
Position 2025: 0.0069089997853990425
Position 1171: 0.00570756064177965
Position 561: 0.00536837137196896
Position 2525: 0.005217848143817445
Position 1945: 0.004950218146327415
Position 1117: 0.004558666388510127
Position 491: 0.003498108974705807
Position 1506: 0.0029881523077502975
Position 1545: 0.0027593432456061657
Position 2160: 0.002570198538157859
Position 2709: 0.0022337848157945885
Position 2048: 0.002044951591345002
Position 977: 0.002035096221424423
Position 1407: 0.001724822176776556
Position 1327: 0.0015126806423093725
Position 1303: 0.00130314554632912
Position 497: 0.0012643481326577
Position 1260: 0.0010281135755397669
Position 1569: 0.0007228655915579829
Position 475: 0.0005849871654705193
Position 274: 0.0005099243005752293
Position 878: 0.0005016985472973606
Position 1239: 0.000494020687523129
Position 424: 0.0004274087381336312
Position 851: 0.00041977587098892454
Position 1521: 0.0004140618752688757
Position 107: 0.00041110241620837456
Position 2130: 0.00038130801079647544
Position 118: 0.00033078452120127505
Position 1461: 0.00032180437305673066
Position 980: 0.00028465339083957164
Position 2836: 0.00025474320363252966
Position 800: 0.0001972022631735631
Position 2139: 0.00019249261272467232
Position 2008: 0.00018203654215756995
Position 2639: 0.00017405694019604275
Position 441: 0.00017089896753521503
Position 2730: 0.00015955367726935653
Position 255: 0.00015712567275523784
Position 2124: 0.00013147459593046434
Position 926: 0.00012792016356614523
Position 2001: 9.284419560083212e-05
Position 887: 9.141185383231922e-05
Position 2706: 9.090037004039005e-05
Position 177: 8.213064879654431e-05
Position 827: 6.77147435442561e-05
Position 1851: 5.8417327453505405e-05
Position 2173: 5.631290110627658e-05
Position 1962: 5.439353339843034e-05
Position 929: 5.296649465495567e-05
Position 2797: 5.0411900932108216e-05
Position 797: 4.619424896751715e-05
Position 920: 3.965200148845679e-05
Position 2248: 3.762283689018773e-05
Position 773: 3.760730404161442e-05
Position 938: 3.72352439459068e-05
Position 293: 3.569703596106536e-05
Position 315: 3.3835891429580255e-05
Position 2400: 3.014991378043793e-05
Position 1404: 2.771791446630526e-05
Position 1146: 2.2303664954816466e-05
Position 281: 1.9177256049713028e-05
Position 848: 1.3965243177564636e-05
Position 2494: 1.0322264974173005e-05
Position 1128: 9.868484676905206e-06
Position 1605: 9.47285574819076e-06
Position 623: 9.415696348417068e-06
Position 1428: 9.074802198919312e-06
Position 609: 8.796316439448734e-06
Position 1179: 7.915119974276658e-06
Position 647: 7.43778071427783e-06
Position 1017: 7.2965874162461535e-06
Position 614: 6.865291064325173e-06
Position 974: 6.198641994488954e-06
Position 950: 5.721312971126465e-06
Position 650: 5.465729766000043e-06
Position 501: 4.199981039274572e-06
Position 776: 3.824223271885893e-06
Position 262: 2.529243005074951e-06
Position 620: 1.9857131014610857e-06
Position 779: 1.927606123375649e-06
Position 644: 1.7749397952736964e-06
Position 76: 1.5714111411062243e-06
Position 704: 1.4549335286503512e-06
Position 66: 1.2041146472126494e-06
Position 305: 8.002134088349423e-07
Position 957: 6.599388916120883e-07
Position 191: 1.7195841134839518e-07
Position 1221: 1.2031340098311056e-07
Position 1236: 6.358091454782187e-08
Position 188: 4.465416127487093e-08
Position 221: 1.4517275154662558e-08
Position 198: 1.748442495360673e-13
