Gene = Ets65A
index = 1157
Annotated 5SS: [14582 14805 16737 18386 21532 24086]
Annotated 3SS: [14753 16676 18337 21341 23876 24358]
SMsplice 5SS: [  855  3146  3695  6176 14805 16737 21532 24086]
SMsplice 3SS: [ 2851  3317  6007 14753 16676 21341 23876 24358]
top_k =  500
Partition function (log Z): 18.94936614620811

Sorted 5' Splice Sites (High to Low Probability):
Position 21532: 0.9999999999999999
Position 24086: 0.9988465803318763
Position 3146: 0.998531975502792
Position 6176: 0.9712417747023941
Position 3695: 0.9135592788365918
Position 855: 0.9019435824386569
Position 16737: 0.8357090495810353
Position 14805: 0.637741209570503
Position 2645: 0.4888496083975512
Position 18386: 0.2746822189683842
Position 23694: 0.20061540489645152
Position 23690: 0.16721847326325315
Position 14582: 0.13051726581151674
Position 702: 0.11235213240648009
Position 8042: 0.0884175215179875
Position 3622: 0.08451481339817646
Position 2099: 0.07324281688108338
Position 14923: 0.06931782732813903
Position 2718: 0.06687839811751162
Position 22108: 0.04098821474724576
Position 22423: 0.036415534943050346
Position 1483: 0.029255564283395034
Position 20763: 0.028162980554072584
Position 2985: 0.026886226984756584
Position 18062: 0.025853390017678415
Position 22621: 0.019650613880279628
Position 9241: 0.011500663280004412
Position 5745: 0.01001436310525904
Position 8790: 0.009401409663205015
Position 16763: 0.008817784518294427
Position 22131: 0.007549932853535981
Position 23328: 0.007281172214058106
Position 1148: 0.006323261300098265
Position 24923: 0.0062858070253128204
Position 22617: 0.005296908679169688
Position 4310: 0.005266731762491543
Position 325: 0.005201942418272452
Position 56: 0.0048794173618803395
Position 24770: 0.004784626738201745
Position 18904: 0.004691137089716703
Position 22175: 0.0041311022997892535
Position 134: 0.004072311243065661
Position 23639: 0.0038521737924909387
Position 21953: 0.003781857180868767
Position 1796: 0.003667948118373444
Position 690: 0.003432499237437941
Position 1152: 0.0032772851378613395
Position 16772: 0.0032090372218547413
Position 4357: 0.0031068023206344405
Position 958: 0.0030812823642649813
Position 25318: 0.0027176529245064233
Position 4184: 0.0026678833844336726
Position 25338: 0.0026479201031546955
Position 5576: 0.002642085131503906
Position 17285: 0.002558451949920983
Position 19089: 0.0024615304407761577
Position 11497: 0.002185698689890783
Position 4458: 0.00206612628232725
Position 1086: 0.00198422787333808
Position 18186: 0.0017182977107285642
Position 5781: 0.0016830851174722734
Position 1821: 0.001674431574140249
Position 5674: 0.0015858950571868262
Position 5834: 0.0013222879262341641
Position 2961: 0.0012920977141786445
Position 18705: 0.001264521205098176
Position 1321: 0.0012371818726637095
Position 2915: 0.0011360606539348476
Position 3685: 0.0010826471758264118
Position 679: 0.0007640409381648685
Position 3165: 0.0007612947400382822
Position 25206: 0.0007596289963357187
Position 18717: 0.0007396813634384388
Position 22434: 0.0006036321908543987
Position 4666: 0.0005675602465551726
Position 7319: 0.0005558562115975279
Position 1787: 0.0005436704014468965
Position 5624: 0.0005277362579702939
Position 5683: 0.0005131153165332882
Position 24707: 0.0005035481655805935
Position 983: 0.0004933540261438161
Position 5178: 0.0004772048778646082
Position 924: 0.0004748903451913284
Position 5431: 0.0004626897639986683
Position 6346: 0.00044901204067289885
Position 3261: 0.0004010769905578423
Position 25158: 0.0003605774968224992
Position 1220: 0.00034522713027207013
Position 5298: 0.00033836085650070923
Position 7310: 0.00030180796152362745
Position 3699: 0.00029802601234752183
Position 23120: 0.0002748737791756399
