Gene = Tudor-SN
index = 1577
Annotated 5SS: [ 263 2403 4070]
Annotated 3SS: [1561 2633 4466]
SMsplice 5SS: [ 263 2403 2786 4070]
SMsplice 3SS: [1017 2633 2835 4466]
top_k =  500
Partition function (log Z): 0.3845881778089457

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.964898922562017
Position 4070: 0.9405706836702304
Position 2786: 0.8626150215974425
Position 2403: 0.8352295422339804
Position 2952: 0.4215207767203177
Position 4650: 0.28617195154730835
Position 4282: 0.24125525659574756
Position 3779: 0.06437237987547292
Position 1330: 0.0331118680461943
Position 1018: 0.032930888899907945
Position 1376: 0.029823969287263368
Position 4388: 0.02115506326050272
Position 1754: 0.01845170590945319
Position 2096: 0.018280682068438248
Position 3099: 0.014897866539130188
Position 3066: 0.013482189188011244
Position 1991: 0.01264611824568164
Position 2460: 0.011133534325896045
Position 2285: 0.011069146089456524
Position 1073: 0.0094435555404195
Position 3089: 0.007392097680661229
Position 1815: 0.006428620662138927
Position 4626: 0.00526203074659244
Position 5095: 0.004711438857659246
Position 433: 0.004591064764618093
Position 553: 0.004274645821406735
Position 1187: 0.004264484347974975
Position 2762: 0.004080780062375909
Position 3595: 0.0039583433003771585
Position 2753: 0.0038459743780345245
Position 1746: 0.0036463740337302503
Position 1235: 0.0035174121806130698
Position 3792: 0.003172963960605478
Position 2756: 0.003141590441537463
Position 507: 0.0030941944963514016
Position 453: 0.003062580184745647
Position 767: 0.003030759102224182
Position 4396: 0.0029924396726362995
Position 3380: 0.0025177668917967947
Position 1419: 0.0023096582439433005
Position 1402: 0.0021290459150747824
Position 771: 0.002092815134174688
Position 1580: 0.0020020153018680186
Position 4207: 0.0016251172384214264
Position 4325: 0.001521357448692558
Position 357: 0.0013309411707641487
Position 2419: 0.0012529896181314108
Position 254: 0.0012151611377936807
Position 427: 0.001076735948724041
Position 4274: 0.0010228844264128626
Position 1452: 0.0009541606211656343
Position 696: 0.0009226825720460331
Position 2368: 0.0008570868972282166
Position 4898: 0.000850319019823101
Position 4835: 0.0007404768397595812
Position 4424: 0.0007150521936523053
Position 339: 0.0006260832694089802
Position 2964: 0.0006006936739967414
Position 5253: 0.0005113444445664804
Position 1731: 0.0004836667939478408
Position 4535: 0.00047968138487429956
Position 4840: 0.0004493945897859121
Position 919: 0.0003883451678648046
Position 596: 0.0003274327351437161
Position 2078: 0.00027158094463717057
