Gene = gnu
index = 1717
Annotated 5SS: [129]
Annotated 3SS: [186]
SMsplice 5SS: [129]
SMsplice 3SS: [186]
top_k =  500
Partition function (log Z): -5.416442477475687

Sorted 5' Splice Sites (High to Low Probability):
Position 129: 0.9910535579708144
Position 330: 0.021760709175357704
Position 359: 0.012090586080587756
Position 14: 0.006706353864601284
Position 280: 0.003927299949273066
Position 132: 0.0012424441891995507
Position 592: 0.0007587627677148886
Position 340: 0.000422816908832784
Position 119: 0.00017850003237186265
Position 609: 0.00015998722780369388
Position 149: 0.00014221175574049227
Position 353: 0.00011936771150191969
Position 88: 7.270011988903082e-05
Position 448: 6.199702800993691e-05
Position 157: 5.5290113810135565e-05
Position 4: 4.820417880663313e-05
Position 584: 3.8211459153595296e-05
Position 672: 2.2401782763426916e-05
Position 426: 1.5731312093906907e-05
Position 625: 1.4876184334655736e-05
Position 774: 8.171534163402465e-06
Position 893: 6.897851722391889e-06
Position 816: 6.076133354299146e-06
Position 691: 5.084058991227812e-06
Position 442: 4.824867979981217e-06
Position 637: 4.398577540556136e-06
Position 267: 3.9457034657562864e-06
Position 699: 3.3279120443826086e-06
Position 18: 2.882026717304529e-06
Position 391: 2.5291970391118734e-06
Position 44: 1.2500618949642788e-06
Position 421: 3.5589211086868536e-07
Position 72: 3.245381784185341e-07
Position 66: 2.224296665931546e-07
Position 57: 1.1783637066226349e-07
Position 54: 5.746215677022554e-10
Position 249: 4.1994055036320095e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 186: 0.9918883097601163
Position 404: 0.03503507941234671
Position 231: 0.0046572995224607285
Position 442: 0.0018769510570889915
Position 340: 0.0017392350389524413
Position 741: 0.001610325862868693
Position 246: 0.0013002710512893595
Position 659: 0.0004813362373735073
Position 472: 0.00010604684038773413
Position 896: 5.132264091587356e-05
Position 554: 3.2034621534556805e-05
Position 522: 2.833476308639037e-05
Position 551: 2.4378241656108423e-05
Position 264: 1.966845185197444e-05
Position 758: 1.7255998856169502e-05
Position 637: 1.2492910410634374e-05
Position 126: 1.1012496460670409e-05
Position 448: 1.0530827447286515e-05
Position 515: 9.610269369763169e-06
Position 274: 9.433894553347903e-06
Position 952: 6.897851722391904e-06
Position 157: 6.2060985169504894e-06
Position 743: 3.1659149610600928e-06
Position 314: 2.623075805128833e-06
Position 797: 1.9193357110042598e-06
Position 106: 3.3448828569910547e-07
Position 602: 2.0566670969710538e-07
Position 132: 1.340228168858463e-07
Position 128: 2.2566723655932303e-09
Position 278: 4.4019037470202656e-10
Position 289: 9.705532683369739e-14
