Gene = bdl
index = 1627
Annotated 5SS: [ 576 4892 5367 5988 6409]
Annotated 3SS: [4383 4956 5758 6201 6476]
SMsplice 5SS: [ 576 4892 5367 5988 6409]
SMsplice 3SS: [4383 4956 5758 6201 6476]
top_k =  500
Partition function (log Z): 5.258484384606082

Sorted 5' Splice Sites (High to Low Probability):
Position 5367: 0.9930259339840827
Position 6409: 0.9806316001622551
Position 576: 0.9666106279525034
Position 5988: 0.9457149339312337
Position 4892: 0.9374009817501825
Position 4156: 0.291012502598925
Position 2014: 0.22917326149018702
Position 1804: 0.21120611882464238
Position 1070: 0.09400350087747705
Position 1489: 0.08361834865242676
Position 2729: 0.051585786708083524
Position 4896: 0.03201018520261036
Position 4291: 0.017405344895263245
Position 7140: 0.01695377753041084
Position 492: 0.014971089886771566
Position 3841: 0.01069797380136231
Position 4178: 0.00876783885296256
Position 4837: 0.006656345745353897
Position 6107: 0.005383793963070135
Position 919: 0.003844660863556637
Position 6362: 0.003341453955620243
Position 591: 0.003126457705955118
Position 632: 0.0030335887256149443
Position 4523: 0.0029340213494216854
Position 610: 0.002430585711702795
Position 2515: 0.0020058977973363753
Position 5607: 0.0017545974802677118
Position 2278: 0.0017157390337623683
Position 1051: 0.0014936542174751766
Position 4168: 0.0014902645783396176
Position 2268: 0.001432620217438418
Position 4172: 0.0013176756988454404
Position 6137: 0.0012160928092689865
Position 6419: 0.001120814610943175
Position 1808: 0.001114390184262785
Position 6061: 0.0010106482314301915
Position 6002: 0.0009446708899201047
Position 6332: 0.0007678618371530572
Position 6776: 0.0007210316777467954
Position 1467: 0.0006854012435046481
Position 5614: 0.0006768024170743751
Position 7205: 0.0006721187789892779
Position 6761: 0.00044357144319879486
Position 6291: 0.00039548516170704055
Position 6840: 0.0003723488610867494
Position 6652: 0.00035193762163077266
Position 5437: 0.00032240343826009734
Position 6144: 0.0003211081466445773
Position 6077: 0.00029854086652691654
Position 5451: 0.00023488004734981054
Position 6026: 0.00021203375615217566
Position 1475: 0.00015155553773307047
Position 223: 0.00014597989837281867
Position 6377: 0.00014014192953265233
Position 6010: 0.00013651871976894125
Position 317: 0.00013408621234604407
Position 7162: 0.00012447149042501258
Position 4753: 0.00012037219405531963
Position 6068: 0.00011429365443489279
Position 6075: 0.00011113551062767485
Position 1479: 9.38335728024619e-05
Position 6536: 9.253263984455321e-05
Position 699: 9.071466459458746e-05
Position 1105: 8.941576799903489e-05
Position 580: 8.591830018796838e-05
Position 1278: 7.970818071509496e-05
Position 4540: 7.944397855439313e-05
Position 126: 7.910590227242528e-05
Position 1291: 7.274104899064456e-05
Position 6845: 6.991795022707715e-05
Position 6389: 6.474224589006868e-05
Position 7226: 6.277448647294361e-05
Position 7144: 6.117759665163819e-05
Position 4170: 5.8342705489546344e-05
Position 7166: 4.657072836312584e-05
Position 5229: 4.372836688204825e-05
Position 4527: 4.3439465742012375e-05
Position 5472: 4.307443182116532e-05
Position 442: 4.118142772293639e-05
Position 825: 4.0656639009153146e-05
Position 585: 3.999066378946097e-05
Position 6065: 3.5808230594577436e-05
Position 1486: 3.441002768794924e-05
Position 5582: 3.234613766930378e-05
Position 558: 2.8866171898879843e-05
Position 1906: 2.8202752139935195e-05
Position 1028: 2.3159017969359507e-05
Position 1571: 1.779669753439189e-05
Position 2296: 1.4536867428754198e-05
Position 1710: 1.2657325356954314e-05
Position 1542: 1.1923570151950531e-05
Position 287: 1.1333154062139573e-05
Position 504: 8.695167321971076e-06
Position 194: 7.882366192580289e-06
Position 142: 6.6579954634483496e-06
Position 507: 6.5871235467505505e-06
Position 952: 6.4124325656807494e-06
Position 7190: 5.886407788529473e-06
Position 147: 5.843153649111595e-06
Position 715: 4.620996068382169e-06
Position 308: 4.428424809922667e-06
Position 1271: 4.02996489193952e-06
Position 1108: 2.327418106822093e-06
Position 244: 1.5890628972263553e-06
Position 6901: 1.2924364414236809e-06
Position 829: 1.139712264830008e-06
Position 28: 1.0372766111998322e-06
Position 719: 9.368147249089899e-07
Position 291: 9.150953159324603e-07
Position 6872: 8.980679382241746e-07
Position 621: 7.326794156587588e-07
Position 905: 5.459318332805891e-07
Position 934: 4.078599919377184e-07
Position 752: 2.9125633362470375e-07
Position 289: 2.3883447428541623e-07
Position 6663: 2.203510767430603e-07
Position 6345: 2.1327587493761116e-07
Position 6306: 2.1289803053245866e-07
Position 6434: 1.4916498455712485e-07
Position 6: 1.4849309062165605e-07
Position 33: 1.3519515374479307e-07
Position 6659: 1.344858149535823e-07
Position 6162: 1.1948301793965922e-07
Position 738: 8.798982540335803e-08
Position 774: 7.530364547140346e-08
Position 299: 6.470894256879243e-08
Position 713: 2.0899124394627132e-08
Position 6000: 1.9678785026393833e-08
Position 832: 5.0932401468141926e-09
Position 1218: 3.530697443346845e-09
Position 6531: 1.0232853788902282e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4956: 0.9947424521989024
Position 6476: 0.9866058168646686
Position 5758: 0.9569361700391357
Position 6201: 0.8553158054328794
Position 4383: 0.6503564183306
Position 3800: 0.4887153255718201
Position 1860: 0.13215850832936812
Position 1155: 0.12974155584198566
Position 820: 0.12704057043280834
Position 4239: 0.1052959948036512
Position 1655: 0.101027315108951
Position 1882: 0.08579804235971829
Position 6251: 0.057845251065338985
Position 2066: 0.03596945799643676
Position 6182: 0.030779869948942523
Position 1390: 0.025032678551913122
Position 3915: 0.021814365963728335
Position 7270: 0.012975915413285688
Position 1265: 0.01037068556907978
Position 6489: 0.008789687169554977
Position 4389: 0.008774552922748518
Position 4413: 0.008184602972335519
Position 3482: 0.007992375795989947
Position 5629: 0.007642761653981856
Position 6224: 0.0070056415122478595
Position 6290: 0.006666677237312567
Position 828: 0.006009802824309083
Position 752: 0.005854300831580071
Position 7195: 0.005127911888379167
Position 4202: 0.0046197658767869
Position 5535: 0.0044496925128416675
Position 6177: 0.0043592200594783125
Position 1395: 0.0029804576838267974
Position 2675: 0.0029172636224439525
Position 4410: 0.0027715459654704855
Position 6514: 0.0025838552776737546
Position 1108: 0.0025773845923537262
Position 5762: 0.0024950914102181134
Position 1143: 0.0024908128248583876
Position 1533: 0.0021101663369425317
Position 899: 0.001925642511562813
Position 5571: 0.0018673870065825944
Position 2798: 0.001841203627976128
Position 5257: 0.001811488727803886
Position 2209: 0.0017362712082516006
Position 3612: 0.001291246676034379
Position 5606: 0.00124183163301126
Position 1123: 0.0011371018983739867
Position 783: 0.0009217981880670828
Position 2379: 0.0008430457443721501
Position 6162: 0.0007723224827863816
Position 1416: 0.0007633411872572075
Position 6838: 0.0007338007943581174
Position 1307: 0.0007302444028385065
Position 6352: 0.0006991998352752894
Position 5575: 0.0005875186831199965
Position 1910: 0.0005168572752141204
Position 5436: 0.00043479070775971694
Position 2639: 0.00042813684479610587
Position 1870: 0.00036336638975428446
Position 4988: 0.0003463484469295958
Position 6704: 0.00034502191393549596
Position 6952: 0.00034317927574518535
Position 6535: 0.0003356044088927488
Position 923: 0.00032542649270686887
Position 2681: 0.000285772120541448
Position 1518: 0.0002839127037946975
Position 1380: 0.000279621411074199
Position 632: 0.000255303097819485
Position 3683: 0.00022585029906751835
Position 6922: 0.00022257481141684665
Position 5660: 0.00017990046454612586
Position 713: 0.00016276197163339325
Position 1626: 0.0001495042983253063
Position 4967: 0.00014206784008531892
Position 5787: 0.00013717176712723864
Position 6068: 0.00013399975099042706
Position 5952: 0.00012698108536635724
Position 5613: 0.00012436871994758684
Position 7251: 0.00012036539051251598
