Gene = scat
index = 1867
Annotated 5SS: [497]
Annotated 3SS: [875]
SMsplice 5SS: [497]
SMsplice 3SS: [875]
top_k =  500
Partition function (log Z): -7.621395310333654

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.9687043578834855
Position 692: 0.07471323762415907
Position 211: 0.06944240132482203
Position 1112: 0.026649796919050756
Position 1414: 0.021526632119002836
Position 1621: 0.021424550286036792
Position 1328: 0.008897080513575255
Position 1131: 0.0070156320547875095
Position 609: 0.006530423676604029
Position 688: 0.00475807483445159
Position 943: 0.002845249870659629
Position 754: 0.0026240970336005713
Position 3814: 0.002387509833955438
Position 255: 0.0021349744136958514
Position 1537: 0.0012667764718031335
Position 719: 0.0009873526715560145
Position 626: 0.0008312295707794599
Position 1325: 0.00044479405550790734
Position 822: 0.00044200149331523857
Position 1157: 0.0003673823427257192
Position 1666: 0.00036600864042072456
Position 2820: 0.00034540581386358494
Position 2824: 0.0002896241967640473
Position 583: 0.0002809588512003737
Position 681: 0.00026044722210773636
Position 1513: 0.0002178889255725908
Position 1005: 0.0001715366895440607
Position 1081: 0.0001280773200497966
Position 1625: 0.00011968216654228598
Position 1162: 7.647779161678226e-05
Position 1349: 7.39654015788459e-05
Position 1519: 6.334181977087435e-05
Position 1051: 5.024924633256183e-05
Position 379: 4.001189138237065e-05
Position 237: 3.5594057596044645e-05
Position 334: 1.8256330414005787e-05
Position 3: 1.2637105628067136e-05
Position 151: 3.843839003267413e-06
Position 1147: 2.894094395923301e-06
Position 44: 2.8786492197182964e-06
Position 405: 2.3324192162295575e-06
Position 549: 2.260893718095493e-06
Position 776: 1.8432893661401454e-06
Position 1012: 1.7666434943321038e-06
Position 13: 1.3517085834435497e-06
Position 711: 9.7547894612289e-07
Position 344: 8.278267563129314e-07
Position 696: 8.114705821564118e-07
Position 501: 7.894457123135389e-07
Position 33: 7.635217538668038e-07
Position 589: 5.521186819105233e-07
Position 492: 5.051927095720575e-07
Position 304: 3.575581584789192e-07
Position 112: 3.108874521037372e-07
Position 306: 2.632724613034e-07
Position 506: 2.191275463577236e-07
Position 409: 2.1662790745295847e-07
Position 503: 1.6387224783246842e-07
Position 1119: 1.189279826668281e-07
Position 644: 1.0448389493223866e-07
Position 908: 9.71058977131748e-08
Position 348: 3.273580332649209e-08
Position 426: 4.204435080135929e-09
Position 683: 6.402708919092054e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.7730355841233523
Position 649: 0.058071862704401435
Position 298: 0.05405990912753716
Position 3903: 0.0455117850788897
Position 1223: 0.03790561669603974
Position 2469: 0.037740663720131136
Position 2706: 0.034264312592587325
Position 1893: 0.0284338008038642
Position 608: 0.022350780480449507
Position 1448: 0.018580469820431378
Position 3683: 0.013735211390313246
Position 3228: 0.011256790034908036
Position 678: 0.011243540341706194
Position 2079: 0.007092033823253124
Position 804: 0.006602665552645084
Position 2873: 0.006256307712109558
Position 322: 0.005041953420465993
Position 822: 0.00397156196211272
Position 765: 0.003910294759910962
Position 655: 0.0032520460291373754
Position 830: 0.003136352045219274
Position 621: 0.0029582409781765285
Position 1413: 0.0029452824773858704
Position 906: 0.002735911809057067
Position 2896: 0.0026544443872247884
Position 1386: 0.0025180101544939517
Position 841: 0.002516286747721708
Position 540: 0.0025114906946580484
Position 1729: 0.0018467521028609042
Position 2127: 0.0015717903474093394
Position 3923: 0.001430723163154631
Position 3737: 0.0013163432072340615
Position 1672: 0.001232655902792565
Position 254: 0.0009934017021999639
Position 3625: 0.0008427779947659906
Position 3838: 0.0008219536846427721
Position 1485: 0.000796480586022411
Position 1581: 0.0006422493108360612
Position 3853: 0.0006190423727909419
Position 3126: 0.0006108605345495209
Position 1878: 0.0005515698883795864
Position 333: 0.0005508133911067242
Position 1020: 0.0005341196834005287
Position 3184: 0.0005209191170678177
Position 625: 0.0004910345866865202
Position 366: 0.0004909180152586431
