Gene = w-cup
index = 1933
Annotated 5SS: [1037]
Annotated 3SS: [1096]
SMsplice 5SS: [1037]
SMsplice 3SS: [1096]
top_k =  500
Partition function (log Z): -6.034786670844557

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9804574298354757
Position 1187: 0.07672480069268633
Position 1447: 0.024073053274342737
Position 949: 0.0161959275358059
Position 533: 0.004884219184483052
Position 367: 0.0022316791351340085
Position 1117: 0.002074565978014534
Position 295: 0.0016575916520856456
Position 49: 0.001633554132707317
Position 1050: 0.0015290676489046787
Position 523: 0.001468389071670646
Position 148: 0.0014124121668712022
Position 1283: 0.0013885425034334822
Position 546: 0.0006938174676422241
Position 467: 0.0005839362115483739
Position 1548: 0.0005646050617129029
Position 139: 0.000506059271465504
Position 819: 0.0005060375809710085
Position 9: 0.00043931525993257196
Position 1008: 0.00028921865035147574
Position 772: 0.00026791590370999017
Position 14: 0.00022384816583241214
Position 236: 0.00016267942581666057
Position 678: 0.00015023348942126724
Position 1416: 0.0001443874861070314
Position 738: 0.00013154498774389136
Position 25: 7.75130502995286e-05
Position 954: 7.718786235740256e-05
Position 611: 6.857115897764823e-05
Position 1829: 5.3231996480759005e-05
Position 1608: 5.167654548609333e-05
Position 1737: 4.7731938123159004e-05
Position 1719: 3.536008394497844e-05
Position 108: 2.545355855750162e-05
Position 220: 1.9490138175578982e-05
Position 1499: 1.573589418097283e-05
Position 1316: 1.4486830615819265e-05
Position 909: 1.35240342594388e-05
Position 1682: 1.2994058080868487e-05
Position 393: 8.262175228122417e-06
Position 1405: 6.640216134911758e-06
Position 1365: 6.633253577752838e-06
Position 1839: 3.405542270835769e-06
Position 690: 3.3837125655848234e-06
Position 246: 2.434817294838058e-06
Position 937: 3.3638676300222316e-07
Position 889: 2.1687162081923137e-08
Position 645: 1.1068264289541176e-08
Position 1137: 9.059681352275051e-09
Position 642: 5.631898982130245e-09
Position 1096: 8.266063801895928e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1096: 0.5838769867838074
Position 1099: 0.40922009767530404
Position 1652: 0.02557277824897027
Position 1608: 0.017920923470390298
Position 1494: 0.014197636631991925
Position 603: 0.010398495070118982
Position 1674: 0.00866973438579489
Position 1632: 0.008052550711301296
Position 1105: 0.006279885963228021
Position 1338: 0.004893605160827918
Position 1307: 0.004838364873568711
Position 1548: 0.003191880573925552
Position 1313: 0.0026870057050451643
Position 1267: 0.002635121495762433
Position 1765: 0.002400066485499507
Position 1635: 0.002383112487633086
Position 1235: 0.0018392070745825865
Position 1806: 0.0016216722296024443
Position 120: 0.0011053478331182615
Position 899: 0.0007326172127649142
Position 1429: 0.0006924579977608673
Position 1434: 0.0006707685990365309
Position 1768: 0.0006416011586373044
Position 1324: 0.0005885873789781967
Position 1405: 0.0005809095782784014
Position 606: 0.0005763530980828479
Position 419: 0.0005236037961724195
Position 431: 0.00041298008516703973
Position 266: 0.0003773072350152283
Position 889: 0.0003546964887313335
Position 1382: 0.0003490856930480862
Position 1412: 0.00031566364892424696
Position 1008: 0.00026038852593309635
Position 669: 0.00020867833841539384
Position 189: 0.0001737156778628371
Position 590: 0.00016504637364947827
Position 515: 0.0001461708918599383
Position 339: 0.00013814179394675347
Position 192: 0.00010962132324992744
Position 1199: 9.531365076346963e-05
Position 1232: 9.248557202327951e-05
Position 630: 8.590260179898085e-05
Position 1554: 8.004871992419258e-05
Position 1910: 7.95601259703853e-05
Position 786: 7.61934644718706e-05
Position 1340: 7.066693632840582e-05
Position 1386: 6.0073702040432704e-05
Position 661: 5.274907148320944e-05
Position 1202: 4.72620778189216e-05
Position 1180: 3.3914053782589934e-05
Position 1277: 2.8975489584759153e-05
Position 865: 2.5887716456335853e-05
Position 1154: 2.409827547119992e-05
Position 1447: 2.384799209901688e-05
Position 1166: 2.1997458299515874e-05
Position 627: 2.1890962157940108e-05
Position 1121: 1.6763165457547933e-05
Position 291: 1.5768712455453796e-05
Position 1356: 1.4813252834371573e-05
Position 1839: 1.392303703309109e-05
Position 1347: 1.384431258782635e-05
Position 201: 1.3098344239293674e-05
Position 367: 1.0339395163086574e-05
Position 1915: 1.0247657026890253e-05
Position 328: 1.0221411688034155e-05
Position 836: 9.550983168864835e-06
Position 1143: 9.157116879751624e-06
Position 710: 8.158963930006026e-06
Position 482: 8.133545861794256e-06
Position 241: 7.675594261285897e-06
Position 683: 7.306884079467423e-06
Position 834: 7.207927384573737e-06
Position 619: 6.3051362393966e-06
Position 236: 6.145931058479216e-06
Position 767: 5.854669440672032e-06
Position 1223: 5.140156021494291e-06
Position 678: 3.82309295532447e-06
Position 523: 3.569661420255784e-06
Position 295: 3.027914439720119e-06
Position 81: 2.4418372596763298e-06
Position 738: 1.3661207249599561e-06
Position 791: 1.0868561311743176e-06
Position 1041: 1.292483048040761e-07
Position 1271: 6.816452553205582e-08
Position 353: 1.3477680691682184e-08
Position 435: 9.102535056937223e-09
Position 135: 2.6726340734369886e-09
Position 125: 1.0355272589620058e-09
Position 148: 7.781721732231007e-10
Position 819: 5.145379024828632e-10
Position 734: 4.936060576017611e-10
Position 251: 3.097293669466179e-10
Position 132: 1.035824819444951e-10
Position 161: 9.381805236781044e-11
