Gene = frm
index = 1706
Annotated 5SS: [  376  6188  7541  7923  8669  9826 10081 10208 10540]
Annotated 3SS: [ 6057  7211  7693  7984  9786  9891 10144 10272 10599]
SMsplice 5SS: [  376  6188  7923  8875  9826 10081 10208 10540 10669]
SMsplice 3SS: [ 6057  7693  7984  8944  9891 10144 10272 10599 10731]
top_k =  500
Partition function (log Z): 11.909202741842503

Sorted 5' Splice Sites (High to Low Probability):
Position 10208: 0.996562863668123
Position 10540: 0.9943768934951287
Position 9826: 0.9910228750792561
Position 10081: 0.9664124111886132
Position 376: 0.909397309676686
Position 6188: 0.7627831497247467
Position 7923: 0.7197735154959339
Position 7541: 0.6559628379583541
Position 8875: 0.6551313124162632
Position 10669: 0.6351573855238629
Position 8855: 0.18475039113636274
Position 32: 0.18175867167012208
Position 10984: 0.08348421754795177
Position 8669: 0.06756707669838818
Position 60: 0.051464683672227333
Position 5469: 0.029750240617727627
Position 9163: 0.01699553989646709
Position 7020: 0.01148195266205826
Position 7024: 0.00989361383933603
Position 7009: 0.0097444351536057
Position 7222: 0.008633258514351155
Position 9588: 0.006822440074309996
Position 4615: 0.006657429095640596
Position 126: 0.006487318122322584
Position 182: 0.005237948229511967
Position 11262: 0.004362363703835455
Position 12168: 0.003914576251437657
Position 9362: 0.0034743893883909327
Position 8851: 0.0034467808668983534
Position 10212: 0.003188784990026233
Position 9793: 0.0026281977261906893
Position 6967: 0.0019927872752010427
Position 192: 0.0018093617106286167
Position 11614: 0.001694661625167002
Position 8766: 0.001490011893995195
Position 5177: 0.0012982083832559763
Position 11175: 0.0012128721389716103
Position 7547: 0.0011793594633196871
Position 1017: 0.0008782441134291059
Position 872: 0.0008266968319925273
Position 10041: 0.0007856872891815466
Position 10704: 0.0007702581633305967
Position 9037: 0.0006773690290213566
Position 7120: 0.000589784329961266
Position 11133: 0.0005885870238672321
Position 4564: 0.0005745821578857795
Position 4998: 0.000506267892552218
Position 11244: 0.00047775725635093894
Position 8741: 0.0004636440463119377
Position 7520: 0.0003933010877649128
Position 44: 0.00038485809122142003
Position 6262: 0.0003697055065340867
Position 12412: 0.0003605092623481456
Position 10917: 0.0003592572962238628
Position 4341: 0.00031528005657306386
Position 6555: 0.00030778503575658734
Position 2266: 0.00030451469586336935
Position 3623: 0.00029106079207041826
Position 4390: 0.00028607444385320526
Position 9892: 0.00027884990548252757
Position 9904: 0.00023615844679735786
Position 9347: 0.00020358724011428731
Position 6192: 0.00019101241248234153
Position 7895: 0.00016206953130343558
Position 194: 0.00015270618340564352
Position 4377: 0.00013948514479690289
Position 9: 0.00011704242726544566
Position 10214: 7.924285382623569e-05
Position 9659: 6.0362939810922745e-05
Position 9390: 5.659682878174596e-05
Position 9596: 5.080776505352875e-05
Position 89: 1.773466486080702e-05
Position 23: 1.1628198691685602e-05
Position 609: 1.1139831260174533e-05
Position 9908: 8.022162898305085e-06
Position 10731: 5.847908928971212e-06
Position 4560: 5.0602137593050385e-06
Position 10785: 4.95401772302816e-06
Position 3107: 4.700884235845657e-06
Position 10507: 3.6315477049736768e-06
Position 3111: 2.2455860259973666e-06
Position 280: 1.9434328240418917e-06
Position 11190: 1.8290810013404412e-06
Position 10525: 1.7875707262598267e-06
Position 10360: 1.6290522322927328e-06
Position 1335: 1.1157606752471955e-06
Position 438: 9.116141124116163e-07
Position 629: 8.760825718715492e-07
Position 10905: 8.11197411158864e-07
Position 1746: 8.076265447715448e-07
Position 3001: 4.860482910154853e-07
