Gene = Cpr65Av
index = 1099
Annotated 5SS: [259]
Annotated 3SS: [368]
SMsplice 5SS: [259]
SMsplice 3SS: [368]
top_k =  500
Partition function (log Z): -2.3724861688116543

Sorted 5' Splice Sites (High to Low Probability):
Position 259: 0.9982044166125827
Position 14: 0.014330151479614597
Position 559: 0.00527828717987814
Position 577: 0.005026334697517642
Position 608: 0.004534653588438579
Position 310: 0.0016367702641619892
Position 28: 0.0009230562153376565
Position 630: 0.0007629669716975735
Position 593: 0.000358842951996172
Position 574: 0.0002648666260964233
Position 521: 0.00020359054178438327
Position 118: 0.00015025688897237052
Position 622: 0.0001481527853241185
Position 640: 9.624732544560349e-05
Position 581: 7.372339245726682e-05
Position 45: 7.162116481962618e-05
Position 469: 5.986599183747153e-05
Position 263: 4.6510392996959127e-05
Position 412: 4.1188387591763154e-05
Position 448: 4.04567946838262e-05
Position 425: 2.682246935408435e-05
Position 84: 2.5851799341725728e-05
Position 572: 2.0513127095779608e-05
Position 460: 1.9642371568875202e-05
Position 308: 1.8679609657163198e-05
Position 446: 1.2630195871334603e-05
Position 18: 1.1600450559773461e-05
Position 455: 4.430675367955283e-06
Position 677: 2.6430099263957666e-06
Position 132: 3.24384835634261e-07
Position 134: 5.345075877606963e-09
Position 349: 3.926405547057143e-10
Position 380: 1.8408731239273213e-10
Position 388: 3.8240097211595424e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 368: 0.9929093641021136
Position 677: 0.006287158596537217
Position 698: 0.0054853086691300824
Position 118: 0.004670307455758324
Position 333: 0.0037406983714666294
Position 174: 0.0035385492143460246
Position 66: 0.003499260091210096
Position 620: 0.0029096219926324383
Position 744: 0.002372653638797469
Position 94: 0.002181056969751649
Position 330: 0.001694915374681855
Position 70: 0.0012261544268819431
Position 399: 0.0005085584021938549
Position 347: 0.00043649336824207836
Position 577: 0.00022255894293455507
Position 126: 0.0001929153520728631
Position 84: 0.00013111657507004394
Position 438: 0.00010712531722257261
Position 375: 7.455910726352284e-05
Position 630: 4.9161217417677794e-05
Position 405: 4.0580903483427444e-05
Position 464: 4.053553580398993e-05
Position 402: 2.499672820920057e-05
Position 380: 1.573865126525129e-05
Position 581: 1.1405114438575471e-05
Position 216: 7.770261866531025e-06
Position 435: 7.768621612392967e-06
Position 486: 3.930599141070132e-06
Position 349: 2.249453813495549e-06
Position 528: 7.311200726147469e-07
Position 534: 6.364310046471038e-07
Position 411: 5.393896548007452e-07
Position 559: 3.99639060832988e-07
Position 593: 2.836354146831655e-07
Position 266: 6.265542517139159e-10
Position 294: 4.0814939587027117e-10
Position 270: 8.225828341697557e-13
Position 263: 5.597935816119734e-13
Position 388: 2.046711040514772e-13
