Gene = Tfb4
index = 1555
Annotated 5SS: [  61  299  547 1027]
Annotated 3SS: [ 117  350  607 1090]
SMsplice 5SS: [  61  299  547 1027]
SMsplice 3SS: [ 117  350  607 1090]
top_k =  500
Partition function (log Z): 5.245637327945637

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9887710788289006
Position 547: 0.951453598686529
Position 61: 0.9395808775056147
Position 1027: 0.9128165762995716
Position 818: 0.02568535136776336
Position 494: 0.025160969073708822
Position 276: 0.007597158409747473
Position 1160: 0.004059248612839312
Position 808: 0.0038299217344692446
Position 688: 0.003314005117198521
Position 531: 0.00244066326919093
Position 853: 0.001348300520394664
Position 977: 0.0012160689158120122
Position 676: 0.001059324180087687
Position 219: 0.0010166383820758985
Position 303: 0.0006219190206586477
Position 771: 0.0005642985854235712
Position 273: 0.00045598755635298835
Position 1031: 0.00039629232486529614
Position 945: 0.0003528585808115395
Position 439: 0.00032074833200434864
Position 789: 0.0002915816075082321
Position 989: 0.00027625652128618686
Position 408: 0.00017001138028346257
Position 697: 0.000160289486056862
Position 321: 0.00014481069420124517
Position 1172: 0.00011542865068377605
Position 707: 6.9605595249628e-05
Position 500: 6.437373494694713e-05
Position 67: 3.562151693653852e-05
Position 519: 2.8501178865180812e-05
Position 857: 1.9404887779418724e-05
Position 427: 1.673367647227247e-05
Position 397: 1.288498822335597e-05
Position 844: 5.638141200480908e-06
Position 656: 3.121939865988468e-06
Position 141: 2.7148107823454236e-06
Position 632: 2.454423715333174e-06
Position 1005: 2.345502185787867e-06
Position 968: 2.1234112749797565e-06
Position 382: 1.6713022853370991e-06
Position 417: 1.5791674890763822e-06
Position 177: 1.4217601671603022e-06
Position 914: 6.196142196123294e-07
Position 1185: 5.737408060736673e-07
Position 659: 2.6863857536457084e-07
Position 602: 2.3565084388999595e-07
Position 360: 1.3493374136691572e-07
Position 147: 1.3522018884326967e-08
Position 882: 5.241164956812724e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.9888935526168484
Position 607: 0.9673932167345273
Position 117: 0.9358234876791581
Position 1090: 0.9055297404686921
Position 877: 0.03905813352829571
Position 374: 0.007430546368655421
Position 613: 0.005710812023219809
Position 1103: 0.00502814524104742
Position 1229: 0.004305377239744722
Position 1127: 0.0029644050331818876
Position 377: 0.0022656530436468486
Position 808: 0.0021134258045122983
Position 170: 0.0016151595894159513
Position 914: 0.0012040282252582329
Position 1069: 0.00111269617354525
Position 194: 0.001090788186002454
Position 724: 0.0004193394860452949
Position 1056: 0.00025955188166881403
Position 665: 0.00021694128312390999
Position 185: 0.00019947697879009864
Position 688: 0.0001709614060543639
Position 637: 0.00016042048346579988
Position 1217: 9.388754915909895e-05
Position 1005: 6.365502719148345e-05
Position 1169: 5.535386647474052e-05
Position 414: 4.013652649231252e-05
Position 435: 3.628319295330914e-05
Position 1172: 3.3316037702416585e-05
Position 215: 2.9261318946850776e-05
Position 615: 2.054829732175425e-05
Position 557: 1.9887306650052164e-05
Position 817: 1.9640396246470228e-05
Position 1027: 1.7885544404357216e-05
Position 251: 1.021043829417917e-05
Position 844: 8.72227750001208e-06
Position 781: 8.528984618140339e-06
Position 545: 8.397718868489944e-06
Position 1175: 7.938757779797122e-06
Position 669: 6.891448113741001e-06
Position 826: 6.886346784043517e-06
Position 771: 5.4451792193325274e-06
Position 254: 5.294086414166381e-06
Position 1136: 4.964640963167019e-06
Position 785: 4.839357590229009e-06
Position 397: 4.3698951047242245e-06
Position 763: 4.167321476107735e-06
Position 1142: 2.5393424617484537e-06
Position 408: 2.4283605596419274e-06
Position 1194: 2.2218934648611804e-06
Position 1145: 1.3448139095180654e-06
Position 550: 3.2996603931497197e-07
Position 1198: 2.4215784396305714e-07
Position 485: 2.3641151044458217e-07
Position 382: 1.8402339851999913e-07
Position 515: 1.36673764450558e-07
Position 260: 9.556755784039096e-08
Position 306: 6.089544242643978e-08
Position 450: 6.043019700662989e-08
Position 447: 5.455953990466142e-08
Position 552: 2.0253712514350032e-10
Position 308: 1.5545079144025583e-11
Position 303: 8.588940234278391e-13
Position 444: 5.8347013394971995e-15
