Gene = IRSp53
index = 1223
Annotated 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884]
Annotated 3SS: [14823 22089 22292 22455 22579 22870 23247 23709 23997 24731 25422]
SMsplice 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884 27440]
SMsplice 3SS: [14823 22089 22292 22455 22579 22870 23179 23709 23997 24731 27366 27505]
top_k =  500
Partition function (log Z): 31.30539487254657

Sorted 5' Splice Sites (High to Low Probability):
Position 22778: 0.9999113330563156
Position 24884: 0.9990176016941541
Position 24678: 0.9978451093553121
Position 23933: 0.994188538985336
Position 22166: 0.979671283531164
Position 22377: 0.9724056244688708
Position 23515: 0.9387885992300378
Position 15509: 0.9235909599888696
Position 22518: 0.9090886990687042
Position 240: 0.8989032671372642
Position 27440: 0.8442730867569649
Position 22937: 0.550175730556149
Position 3199: 0.19811750035110498
Position 23344: 0.11717481446312306
Position 21905: 0.10891350959820759
Position 3502: 0.08922836712521535
Position 27176: 0.08591770650013639
Position 155: 0.06756956628680601
Position 3162: 0.06332788379149915
Position 3168: 0.05601740865550401
Position 23051: 0.04497423575342377
Position 2018: 0.028030254145186947
Position 15996: 0.013161600365790579
Position 23092: 0.011786591085840473
Position 3156: 0.007445899599517288
Position 23007: 0.00667590884494293
Position 401: 0.0062585186948041546
Position 1459: 0.00503996574874014
Position 24178: 0.004611403422596232
Position 1505: 0.004435183410428427
Position 22522: 0.004065407272123989
Position 23911: 0.003460969685067688
Position 22210: 0.0029772235517530783
Position 1508: 0.0028617154185481626
Position 1226: 0.002806208468657752
Position 22215: 0.0026919839131150525
Position 1772: 0.002150264195486889
Position 17: 0.0021464222811411653
Position 69: 0.002143627257664953
Position 1901: 0.002136415645791488
Position 23060: 0.0019847267498211397
Position 27254: 0.001289815049514258
Position 23271: 0.0011837462998244128
Position 26942: 0.0011019979321250362
Position 293: 0.0010799183134291728
Position 23320: 0.0007727663798142376
Position 1119: 0.0007508860870001639
Position 22995: 0.0007500162762338802
Position 22532: 0.0006388188739310755
Position 304: 0.0006380797560231753
Position 23111: 0.0006303117290031428
Position 1655: 0.0006225027807494197
Position 27609: 0.0006207660789077262
Position 26819: 0.0006116866414900429
Position 26097: 0.0005688576235210993
Position 1768: 0.000521945932095964
Position 24147: 0.0005121579148930186
Position 24888: 0.0004905201587641662
Position 27866: 0.00040570730108200774
Position 979: 0.0003915305381099976
Position 779: 0.00034682633082564195
Position 27846: 0.00033840990422967667
Position 25797: 0.0003064517546117377
Position 22400: 0.00024511227971702837
Position 23136: 0.00024382497998003252
Position 790: 0.00020094405022047916
Position 27633: 0.00019623556320539655
Position 26740: 0.00018649429781877801
Position 23843: 0.0001673529071713831
Position 24639: 0.00014622973275561608
