Gene = Culd
index = 1112
Annotated 5SS: [ 292  685 1153 2055 2818]
Annotated 3SS: [ 353  747 1685 2112 2883]
SMsplice 5SS: [ 292 1153 1519 2055 2818]
SMsplice 3SS: [ 353 1348 1685 2112 2883]
top_k =  500
Partition function (log Z): 5.510407766679407

Sorted 5' Splice Sites (High to Low Probability):
Position 2055: 0.9932460267878419
Position 292: 0.9830935881777942
Position 1153: 0.9711825908923721
Position 2818: 0.9387608026192322
Position 1519: 0.6636713294239691
Position 2998: 0.4644740987221322
Position 685: 0.4066617665093338
Position 909: 0.3168527947834069
Position 2544: 0.14954695551036426
Position 1615: 0.1307155258888357
Position 1000: 0.06685471160764003
Position 705: 0.0420555203733344
Position 2264: 0.026103764768615575
Position 1591: 0.02027937183777219
Position 594: 0.013097056177530588
Position 3197: 0.009618374099477031
Position 868: 0.007890287897705253
Position 1550: 0.007042681209857289
Position 437: 0.006378210415746919
Position 1265: 0.005282822322088439
Position 1495: 0.004218619444836463
Position 1216: 0.0037257795408838484
Position 3213: 0.0025396382618777815
Position 1430: 0.002480224229788611
Position 1555: 0.0022771006524067087
Position 1026: 0.002267932711955805
Position 1255: 0.002205931790033419
Position 1514: 0.0021288107811489815
Position 481: 0.0020289501415598392
Position 1504: 0.0016816766101894745
Position 1098: 0.0012867425357417537
Position 2406: 0.0012763951398497434
Position 3002: 0.0009564859779712693
Position 1558: 0.0005692586679259949
Position 3822: 0.0005528284729650957
Position 1509: 0.000539179539276746
Position 2822: 0.000523329479781883
Position 271: 0.0004826324076363489
Position 256: 0.00036294427221988343
Position 1157: 0.00028012892673722373
Position 822: 0.00024985249935334346
Position 762: 0.00024614001630118035
Position 2385: 0.00023342864051774257
Position 1433: 0.00019873862781905215
Position 2425: 0.00017515519054120618
Position 2455: 0.00016470270599589374
Position 298: 0.00015701408772265775
Position 709: 0.0001477151485646693
Position 2059: 0.00014454779498359227
Position 701: 0.00013687215537470351
Position 1442: 0.00013186640259174696
Position 2000: 0.0001130555331620032
Position 836: 0.0001054406273560416
Position 802: 0.0001004489548377129
Position 2815: 8.865967629185373e-05
Position 1437: 8.375303255156779e-05
Position 401: 8.374015450476358e-05
Position 296: 8.178195438315033e-05
Position 3833: 7.872085106133434e-05
Position 1572: 7.738978858772306e-05
Position 1080: 7.104702244653333e-05
Position 3809: 6.188815007785561e-05
Position 789: 5.7765671926169246e-05
Position 2393: 4.742967724451624e-05
Position 657: 4.4711489497937504e-05
Position 503: 4.4332032046616746e-05
