Gene = fmt
index = 1703
Annotated 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3764]
Annotated 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3937]
SMsplice 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3004 3764]
SMsplice 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3075 3952]
top_k =  500
Partition function (log Z): 21.425999390228018

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9992456832800217
Position 1899: 0.9988072350581854
Position 1524: 0.9986505885841573
Position 1149: 0.9856850428006142
Position 2653: 0.982217239966134
Position 504: 0.919342469004336
Position 1725: 0.9037674161926514
Position 3764: 0.9034118180111466
Position 770: 0.6290022093431253
Position 121: 0.6025788507685168
Position 3004: 0.4901020701947384
Position 754: 0.3104064708808204
Position 2052: 0.26464665864429565
Position 4137: 0.14308685845830946
Position 4982: 0.12839997181364576
Position 3264: 0.08595432804118583
Position 3000: 0.08266300495151657
Position 3788: 0.04654959095794058
Position 94: 0.018753886866956428
Position 281: 0.01860414973944224
Position 2152: 0.018309412811279492
Position 253: 0.01698117021777355
Position 4164: 0.016249108978318254
Position 3753: 0.015949306317517058
Position 3014: 0.012780235953699494
Position 3784: 0.009857656782716277
Position 908: 0.009139799094791918
Position 3031: 0.008100370926284158
Position 881: 0.006927592217415596
Position 2059: 0.006616701126835671
Position 203: 0.00557385006832142
Position 294: 0.004731040078022974
Position 3432: 0.0041811244386143875
Position 3024: 0.0038666108207277275
Position 2104: 0.0038127653840710736
Position 276: 0.003306967869904973
Position 198: 0.002616917918526571
Position 266: 0.002443937902402371
Position 431: 0.0022284660516740575
Position 2844: 0.0020312475873793946
Position 287: 0.0016652382706587518
Position 3034: 0.0016197530559447228
Position 730: 0.0011902206329425687
Position 1019: 0.0011843081637813568
Position 3792: 0.0010388167643370452
Position 3358: 0.001025762647411521
Position 508: 0.0009046375848387306
Position 127: 0.0008909141796072824
Position 3382: 0.0008742821213810385
Position 125: 0.0007909555575250666
Position 2951: 0.0006989590209090567
Position 4814: 0.0006760822643102003
Position 2056: 0.0005749525823364316
Position 292: 0.0005703598970600416
Position 1671: 0.0005481201172349577
Position 983: 0.0005268300177891673
Position 52: 0.000510300237585188
Position 4: 0.0004811670955643621
Position 2898: 0.0004007780078859699
Position 2216: 0.00039859971462011723
Position 55: 0.0003635189902205494
Position 4683: 0.0003391769097871571
Position 108: 0.000292977980849598
Position 285: 0.000290720214203941
Position 2657: 0.0002863202587369576
Position 82: 0.0002608714778134438
Position 64: 0.0002553051669107295
Position 1662: 0.00024661221408197687
Position 1120: 0.0002276201727004045
Position 2537: 0.00021872223408029087
Position 201: 0.000201767884428528
Position 1256: 0.00019494541444811428
Position 359: 0.00017703762912648664
Position 3871: 0.00017167041089134665
Position 2347: 0.0001599200688550784
Position 989: 0.00015863274266993805
Position 209: 0.00015744670483692932
Position 681: 0.00015555315131677877
Position 666: 0.00014868918353127798
Position 2806: 0.00014003258083876703
Position 1438: 0.0001375665482092363
Position 35: 0.00012850343659564394
Position 1528: 0.00010193410226481842
Position 722: 9.113353348551242e-05
Position 3691: 8.048387617469907e-05
Position 1903: 7.991847271565501e-05
Position 1492: 7.886062035713468e-05
Position 1489: 6.740447076546808e-05
Position 348: 6.540705682179241e-05
Position 335: 5.703672689582328e-05
Position 2830: 5.4143068779512406e-05
Position 264: 5.219587387595701e-05
Position 1057: 5.2114020251463554e-05
Position 2782: 4.828398856067863e-05
Position 926: 3.6816200212011366e-05
Position 2173: 2.8616428538827235e-05
Position 2432: 2.333987866400771e-05
Position 2425: 2.158152670263755e-05
Position 714: 2.1041918961396095e-05
Position 3768: 1.9002437551247295e-05
Position 642: 1.7423191263795182e-05
Position 2166: 1.708731273194214e-05
Position 1540: 1.608266873554048e-05
Position 1431: 1.604166351678073e-05
Position 1698: 1.3130631480643815e-05
Position 2420: 1.2885900242450306e-05
Position 658: 1.1847462040188861e-05
Position 2725: 1.1297331276944357e-05
Position 1231: 1.0987371272416927e-05
Position 2076: 1.0146747150175929e-05
Position 1359: 9.95780199245717e-06
Position 3157: 8.197067825748882e-06
Position 2993: 6.690557511385238e-06
Position 1843: 6.408808630742554e-06
Position 435: 6.171904647135587e-06
Position 1153: 6.091637261993517e-06
Position 1001: 6.0381864262833805e-06
Position 2272: 4.697919379383295e-06
Position 1325: 3.884543945660534e-06
Position 1165: 3.816089927413355e-06
Position 1650: 3.803469409128153e-06
Position 749: 3.4304661499400557e-06
Position 2861: 2.3830151791520403e-06
Position 460: 2.309668520921458e-06
Position 1776: 2.2164194631150487e-06
Position 676: 2.1272085328769093e-06
Position 2698: 2.0934045946789084e-06
Position 532: 1.8801483440956135e-06
Position 1613: 1.5115809549894383e-06
Position 2594: 1.4495936096774087e-06
Position 2410: 1.3549469149140168e-06
Position 17: 1.2543328254914241e-06
Position 2731: 1.1576094643067496e-06
Position 446: 6.018201429913801e-07
Position 2680: 5.989069707320974e-07
Position 2543: 4.716017501271583e-07
Position 2497: 3.9967749479222807e-07
Position 415: 1.4158067679967287e-07
Position 1974: 1.3671609524378634e-07
Position 1760: 9.305968743723293e-08
Position 1304: 5.465370522507985e-08
Position 4053: 4.181466367243941e-08
Position 546: 2.4668051557876594e-08
Position 617: 1.2071699064066505e-08
Position 1986: 8.125642323317564e-09
