Gene = GramD1B
index = 1200
Annotated 5SS: [ 2467  5469  6128  7946  9546  9863 10066 10374 10957 12377]
Annotated 3SS: [ 5177  5652  7695  8431  9609  9934 10176 10653 11928 12443]
SMsplice 5SS: [  594  5469  6128  7946  9546  9863 10066 10374 12377 12565 13352]
SMsplice 3SS: [ 5177  5652  7698  8431  9609  9934 10176 11928 12443 13201 13526]
top_k =  500
Partition function (log Z): 21.337078727263783

Sorted 5' Splice Sites (High to Low Probability):
Position 12377: 0.9998311406939373
Position 9546: 0.9946002088261487
Position 10066: 0.9899656432137236
Position 9863: 0.98879254022689
Position 6128: 0.9751927598999988
Position 10374: 0.9706605326412769
Position 594: 0.9676743155619348
Position 5469: 0.9197131159594046
Position 7946: 0.9147659949587549
Position 12565: 0.8064196328736879
Position 13352: 0.6532807006382019
Position 10930: 0.3242785849527091
Position 10957: 0.28079679124458856
Position 1187: 0.26149670328912844
Position 12242: 0.061766310755648465
Position 1379: 0.06106996698485813
Position 6519: 0.05972362939365828
Position 11661: 0.05399520011993887
Position 13795: 0.05381666348754161
Position 8086: 0.05169061483401709
Position 8039: 0.047124936999518655
Position 8536: 0.03999991390444687
Position 7942: 0.03610008614133168
Position 5522: 0.034353513911555285
Position 5473: 0.03190349851895936
Position 11012: 0.02922473259320554
Position 3155: 0.021506127822175973
Position 12725: 0.020526239195957023
Position 10705: 0.019005139224859385
Position 11402: 0.017319584769456022
Position 12181: 0.016815214954725977
Position 13091: 0.01675020684536826
Position 12245: 0.01581103251894196
Position 10828: 0.014989207855799274
Position 9331: 0.013514859653006688
Position 964: 0.013261847824467281
Position 12249: 0.013215844529914013
Position 12670: 0.013004390872981518
Position 7615: 0.01264633136611547
Position 13356: 0.011008609585853008
Position 1273: 0.010245508854655376
Position 8354: 0.010036645548077705
Position 14173: 0.009284534478596377
Position 708: 0.009002524530295963
Position 4836: 0.00839713350817287
Position 13124: 0.008171011282193264
Position 948: 0.007934481063611915
Position 211: 0.007724657548481354
Position 12239: 0.007718464805053984
Position 8631: 0.007563228209391306
Position 102: 0.0073507087771341436
Position 2778: 0.006110614070908208
Position 11037: 0.005767697457458336
Position 1191: 0.005664957502975347
Position 6269: 0.004675008956099566
Position 755: 0.004566611386026231
Position 3681: 0.0042145762178164865
Position 12532: 0.004043889568292743
Position 10968: 0.0037499292048898056
Position 14053: 0.003498386174867555
Position 5841: 0.0031064624997318856
Position 7093: 0.0025530102675498855
Position 5814: 0.0024901985885532464
Position 8478: 0.0024654229021877382
Position 2467: 0.002253565782865082
Position 11313: 0.001962631014585702
Position 10117: 0.001821512495971151
Position 6523: 0.001661824982588888
Position 6197: 0.0016433050646951911
Position 1277: 0.0015109588508106296
Position 459: 0.0013472831701839619
Position 7966: 0.0012265558332657791
Position 491: 0.0011550190248215816
Position 3306: 0.0010980036432463704
Position 6626: 0.001096193526196771
Position 9869: 0.0010838884025704582
Position 724: 0.0010023184167024814
