Gene = emc
index = 1693
Annotated 5SS: [828]
Annotated 3SS: [2871]
SMsplice 5SS: [828]
SMsplice 3SS: [2871]
top_k =  500
Partition function (log Z): -7.75797212122186

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9639942167507309
Position 203: 0.23087292239145416
Position 123: 0.0358072751750981
Position 195: 0.028495371205899022
Position 105: 0.02780596614575678
Position 3198: 0.023777942774457928
Position 3645: 0.017188299636491627
Position 2509: 0.015790593933537298
Position 2975: 0.01404898252565705
Position 3138: 0.01094280851680797
Position 2037: 0.00535516302767433
Position 2421: 0.005152856002253985
Position 52: 0.003955341865808271
Position 118: 0.0033506214558962754
Position 1806: 0.002979128424945841
Position 2010: 0.0028430629300936062
Position 386: 0.0026265520869225515
Position 853: 0.0018841830201122263
Position 2062: 0.001396928083762249
Position 244: 0.001329659096065116
Position 925: 0.001301150553044615
Position 295: 0.001297836107632067
Position 1912: 0.0012921159105002116
Position 213: 0.00117747487001134
Position 3482: 0.001156718208027889
Position 2477: 0.0008313554756501292
Position 2243: 0.0007642787925494764
Position 3143: 0.0005898643859897449
Position 942: 0.0005309475533454391
Position 817: 0.0004523209099548201
Position 1439: 0.0004513832766054664
Position 899: 0.0004012977091785703
Position 80: 0.0003998286589213768
Position 3206: 0.0003597972397063229
Position 552: 0.00033038171752395196
Position 2279: 0.0002433515096473199
Position 2904: 0.00023035128471932036
Position 2041: 0.00013040044784277675
Position 416: 0.00012212918887392102
Position 3672: 0.00012035781858754174
Position 1792: 7.014711699505322e-05
Position 1479: 6.36456537632525e-05
Position 618: 5.518250871356115e-05
Position 82: 3.471991406168459e-05
Position 3959: 2.1782838659561867e-05
Position 211: 2.0240191921214177e-05
Position 669: 1.1051952425576628e-05
Position 392: 8.821932280915345e-06
Position 688: 5.3236430189473176e-06
Position 164: 4.861494516786558e-06
Position 411: 3.5444966859945618e-06
Position 10: 3.4037986764130833e-06
Position 1167: 3.036028650865262e-06
Position 282: 2.763657540614244e-06
Position 269: 2.6995862650094114e-06
Position 13: 1.9703929538120903e-06
Position 1500: 1.8880829748108533e-06
Position 945: 1.4930079114569742e-06
Position 876: 1.2485397688311937e-06
Position 1063: 1.0739312424671391e-06
Position 832: 9.908101247359482e-07
Position 1451: 7.863808392392535e-07
Position 87: 3.7375494502409577e-07
Position 1369: 3.5944711235467716e-07
Position 1159: 1.7541385121093288e-07
Position 1334: 1.1973174632068914e-07
Position 1226: 7.25473159726657e-08
Position 968: 7.654247140400874e-09
Position 982: 7.364842560514545e-09
Position 809: 1.8691795625914287e-09
Position 1047: 2.568933205471993e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2871: 0.8729843558146065
Position 262: 0.2586200132072501
Position 2877: 0.0750302058790084
Position 491: 0.04097428348171709
Position 3361: 0.02885217506956979
Position 3568: 0.024758878204637826
Position 2333: 0.020109782422112726
Position 3740: 0.012789262379787489
Position 1391: 0.0068885905936969275
Position 3714: 0.006512716972891204
Position 1708: 0.0060276360801677555
Position 3045: 0.005440181228614691
Position 3865: 0.005113410747757273
Position 3242: 0.003369662748027851
Position 3574: 0.0033418027902418794
Position 1008: 0.0031697395796955775
Position 1558: 0.003118617032493017
Position 1936: 0.0030628850291706373
Position 3893: 0.0027120512514892388
Position 2293: 0.0026416628870103783
Position 227: 0.0022900017711782418
Position 3055: 0.002254348761145038
Position 1410: 0.0021526100933518056
Position 2582: 0.0017971588252179262
Position 103: 0.0014544287762704876
Position 164: 0.001264385553325515
Position 3683: 0.0012486781873177653
Position 1145: 0.0011420935285622962
Position 1805: 0.0010637670934934122
Position 428: 0.0008937549317837861
Position 160: 0.0007949315187737618
Position 3452: 0.0007332917396312436
Position 195: 0.0006615693141146019
Position 1278: 0.0006569443541380376
Position 290: 0.0006091191925891947
Position 1033: 0.0005955114325563799
Position 749: 0.0004719283641283325
Position 1117: 0.00046815496232771885
Position 2601: 0.0004452469113932467
Position 433: 0.0004054354219236704
Position 746: 0.00040043283357758564
Position 3549: 0.0003899664799957011
Position 2634: 0.0003668897390630393
Position 3024: 0.0003632592831035289
Position 4062: 0.0003065350217558532
Position 3185: 0.0002873730015158875
Position 982: 0.0002591880303297971
Position 1097: 0.00025534634621856596
Position 404: 0.0002453586742143528
Position 3416: 0.00023307693709432738
Position 1421: 0.00020166571356062282
Position 3547: 0.00018123624829986427
Position 872: 0.00017683005105284863
Position 3011: 0.00016750488851447745
Position 3387: 0.00014996204189681898
Position 294: 0.00013491346992771188
Position 325: 0.00011349243206433607
Position 1911: 0.00010881047790775732
Position 239: 9.664317915436664e-05
Position 2704: 8.63062984086381e-05
Position 269: 7.089111532312718e-05
Position 3191: 6.238404117112252e-05
Position 641: 5.865747075786087e-05
Position 2645: 5.2148687851843744e-05
Position 1043: 4.873764601370157e-05
Position 1063: 4.841250058752365e-05
Position 2021: 3.90384424665703e-05
Position 2421: 3.080670893226731e-05
Position 1307: 2.7504946252514566e-05
Position 659: 2.484950686228553e-05
Position 537: 2.419480526385546e-05
Position 497: 2.4086198493972956e-05
Position 1497: 2.3451844192448947e-05
Position 1017: 2.1538482177102915e-05
Position 968: 1.598199291548995e-05
Position 945: 1.4454264917233733e-05
Position 461: 1.444998216749762e-05
Position 249: 9.48003911891055e-06
Position 242: 9.069998178002336e-06
Position 1715: 8.777061719074923e-06
Position 1284: 7.254896757099811e-06
Position 171: 6.845826478948393e-06
Position 446: 6.642005436021558e-06
Position 1196: 5.540824479770483e-06
Position 169: 4.996122867572219e-07
Position 803: 3.4706885016619147e-07
Position 118: 2.2496697973693318e-07
Position 123: 1.5936796160405614e-07
Position 437: 1.291170084541945e-07
Position 656: 8.326164906715378e-08
Position 338: 6.539148608220908e-08
Position 61: 5.325463545344435e-08
Position 136: 4.271988846719813e-08
Position 503: 4.2428891444366994e-08
Position 893: 2.8979922506279246e-08
Position 883: 2.3381811622984123e-08
Position 109: 2.0832248589779843e-08
Position 80: 1.039815682581275e-08
Position 569: 4.781118926897223e-09
Position 782: 3.951989073068246e-09
Position 800: 2.9039750258819137e-09
Position 105: 2.598052160904336e-09
Position 822: 8.268239422384018e-10
Position 127: 4.603219021435461e-13
