Gene = TyrRS
index = 1578
Annotated 5SS: [ 699 1128 1514]
Annotated 3SS: [ 760 1189 1572]
SMsplice 5SS: [ 699 1128 1514]
SMsplice 3SS: [ 760 1189 1572]
top_k =  500
Partition function (log Z): 5.530781237969909

Sorted 5' Splice Sites (High to Low Probability):
Position 699: 0.998925438646767
Position 1514: 0.9898043902587245
Position 1128: 0.9294196589023586
Position 1132: 0.04467405927096988
Position 866: 0.03677225528087218
Position 1071: 0.016886345163884188
Position 509: 0.013220716554755815
Position 1849: 0.0026413287122671633
Position 403: 0.0023391149321418015
Position 521: 0.0021870326941756915
Position 955: 0.0016208739465141623
Position 590: 0.001057602383918307
Position 340: 0.0007962724017771848
Position 1017: 0.000686563553302576
Position 1302: 0.0006107531493434231
Position 1046: 0.0004589722050756809
Position 14: 0.00036762747497193237
Position 838: 0.0003669600156540424
Position 353: 0.0003583190279044897
Position 512: 0.0003090451894541818
Position 260: 0.00029124878526732683
Position 1311: 0.0002605387709837838
Position 452: 0.00023248649279624309
Position 1293: 0.00014250399377691193
Position 62: 0.0001288895454869145
Position 646: 0.0001176905777730488
Position 439: 0.00010481302184734171
Position 367: 8.898184257322207e-05
Position 1497: 8.461656757441373e-05
Position 1063: 6.929987525072643e-05
Position 1691: 6.151818112254143e-05
Position 1403: 5.245324487691588e-05
Position 1305: 5.2252047434261516e-05
Position 470: 4.577446318724059e-05
Position 907: 4.27879109078553e-05
Position 313: 3.636622244195726e-05
Position 580: 3.1127292916649387e-05
Position 543: 3.0300055655238344e-05
Position 1873: 2.9164118538615603e-05
Position 703: 2.885535249436319e-05
Position 1398: 2.2720622879429146e-05
Position 1518: 2.018273659832932e-05
Position 558: 1.4645067817675754e-05
Position 1227: 1.4279367339624214e-05
Position 658: 1.2076785012688301e-05
Position 1344: 8.478764188939897e-06
Position 223: 7.958899496539201e-06
Position 316: 7.782930532530337e-06
Position 271: 7.000827125593684e-06
Position 526: 6.283700398140844e-06
Position 407: 5.4083911371929805e-06
Position 1318: 4.519757422164497e-06
Position 606: 4.315681184266124e-06
Position 473: 4.010194447077415e-06
Position 1502: 3.088194747712922e-06
Position 1586: 3.00024148446346e-06
Position 1847: 2.565805431056018e-06
Position 1443: 2.4500077926292724e-06
Position 1484: 2.11520405635457e-06
Position 1175: 2.038719938016349e-06
Position 383: 1.912837162633835e-06
Position 1437: 1.2371390419314004e-06
Position 1653: 1.161789859907326e-06
Position 916: 1.0954042471050568e-06
Position 215: 9.944148087391098e-07
Position 611: 9.518821396389222e-07
Position 1742: 8.295291589911828e-07
Position 1589: 8.286621195535e-07
Position 1693: 5.249096276265919e-07
Position 930: 5.20709328682078e-07
Position 1601: 5.006840532402077e-07
Position 430: 4.64649648202316e-07
Position 900: 3.9407140651701933e-07
Position 1390: 2.9237248204320744e-07
Position 921: 2.1901316572130096e-07
Position 1158: 2.000254896154556e-07
Position 1744: 1.6527131588436148e-07
Position 1629: 9.25064912628263e-08
Position 985: 7.926596054598774e-08
Position 203: 3.564109235444817e-08
Position 776: 2.623962197281246e-10
Position 1463: 5.098450279187793e-11
Position 786: 2.4466971837817043e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 760: 0.9986121398882957
Position 1189: 0.9965501828737605
Position 1572: 0.9887852884626124
Position 936: 0.03363327271574841
Position 565: 0.018507706131915134
Position 1921: 0.002123451057428825
Position 641: 0.001444089443262627
Position 1942: 0.0007924115642900587
Position 460: 0.0005789095504756403
Position 1226: 0.0005634505376449725
Position 1356: 0.00045521320333251065
Position 1653: 0.0004385757621244449
Position 1352: 0.000335305473434027
Position 80: 0.00032563815159775264
Position 1720: 0.00030029683170703633
Position 912: 0.00029026612040007187
Position 1390: 0.00015356947281797547
Position 465: 0.0001365445082126217
Position 1687: 0.00013219522274461032
Position 112: 0.00011705518969784985
Position 783: 0.00011233116423629556
Position 1120: 0.00011125429115756177
Position 1460: 8.597687047132392e-05
Position 1005: 8.086226439370472e-05
Position 940: 7.392586586214272e-05
Position 1090: 7.152113728286727e-05
Position 352: 5.5071828553961804e-05
Position 1610: 5.493946898145503e-05
Position 427: 5.432783417751139e-05
Position 1629: 5.099460113828425e-05
Position 1017: 4.759166137237105e-05
Position 1378: 4.2404531590749226e-05
Position 646: 3.690517388480986e-05
Position 115: 3.472109980655022e-05
Position 723: 3.3020116413824434e-05
Position 619: 3.248641727662012e-05
Position 1403: 3.0434283364969253e-05
Position 580: 2.6809663296632175e-05
Position 307: 2.5970195580061593e-05
Position 412: 2.2959454944545867e-05
Position 1418: 2.201889470606348e-05
Position 328: 2.178821376263805e-05
Position 1014: 1.8919350192559666e-05
Position 493: 1.645935479021928e-05
Position 1690: 1.5186434671856177e-05
Position 496: 1.4497639593346756e-05
Position 1684: 1.2037320115608534e-05
Position 1672: 1.0019374259735082e-05
Position 439: 8.133319515767888e-06
Position 520: 7.9098793592365e-06
Position 1128: 7.151454956159971e-06
Position 1232: 6.928856830005687e-06
Position 658: 5.1131353031157005e-06
Position 1885: 4.5058819855275115e-06
Position 1728: 4.460620676590969e-06
Position 85: 4.3628729254713545e-06
Position 946: 4.207077168953923e-06
Position 810: 4.015280502305063e-06
Position 1301: 3.6956408808530463e-06
Position 1750: 3.3156182109879905e-06
Position 394: 3.2785754049470057e-06
Position 506: 3.2183723863133073e-06
Position 1104: 3.0067962150180224e-06
Position 403: 2.9329647960609757e-06
Position 843: 2.9004586271395397e-06
Position 643: 2.7007961219021496e-06
Position 1774: 2.4953863372326797e-06
Position 1421: 2.2900104343817193e-06
Position 966: 2.279408443606068e-06
Position 801: 2.261680768642083e-06
Position 247: 2.21844924810167e-06
Position 436: 1.8376703050165948e-06
Position 340: 1.7545842210971915e-06
Position 1056: 1.4861922764168107e-06
Position 589: 1.4704308000236888e-06
Position 1866: 1.4503134841021834e-06
Position 798: 1.27550494584712e-06
Position 846: 1.063817540284129e-06
Position 1257: 1.0274928178538422e-06
Position 361: 7.830240036046641e-07
Position 417: 7.293257979419148e-07
Position 1236: 7.157069110131108e-07
Position 508: 6.78218374797091e-07
Position 1239: 6.526745222981476e-07
Position 1071: 6.001475274253633e-07
Position 82: 4.6865115914851285e-07
Position 739: 4.243255769357887e-07
Position 251: 2.64941514086255e-07
Position 954: 2.418259227527811e-07
Position 1469: 2.2496553460792625e-07
Position 849: 2.1174704602385965e-07
Position 1791: 1.7594517140028725e-07
Position 229: 1.1228881277354274e-07
Position 133: 9.236940566696405e-08
Position 1783: 7.353605627379036e-08
Position 1198: 6.282326916241657e-08
Position 1266: 4.348735232874931e-08
Position 1669: 3.943621742472029e-08
Position 1158: 3.4710220581444524e-08
Position 673: 2.95173706191902e-08
Position 166: 1.6236057610962237e-08
Position 142: 2.432006514011075e-12
Position 260: 7.322201241053492e-13
Position 89: 6.983582819233104e-13
Position 196: 2.1566953568879512e-13
Position 154: 3.490148194465334e-16
