Gene = klar
index = 1740
Annotated 5SS: [   716  32640  34510  34728  78434  86506  87777  89488  90618  94883
  96014  96125  96380  96703  97222  97395 103941 104393]
Annotated 3SS: [ 31814  34257  34565  78055  86208  87125  88842  90443  94702  95046
  96094  96237  96469  96766  97288 103764 104000 104454]
SMsplice 5SS: [   716  32640  34510  34728  40253  40533  68005  78434  86506  87777
  89488  90618  94883  96014  96380  96703  97222  97395 103941 104393]
SMsplice 3SS: [ 31814  34257  34565  40109  40315  67927  78055  86208  87125  88842
  90443  94702  95046  96237  96469  96766  97288 103764 104000 104454]
top_k =  500
Partition function (log Z): 34.45755992455873

Sorted 5' Splice Sites (High to Low Probability):
Position 40533: 1.0000000000000213
Position 68005: 1.0000000000000213
Position 86506: 1.0000000000000213
Position 716: 1.0000000000000142
Position 34510: 0.9999427435626684
Position 104393: 0.9997237812476272
Position 103941: 0.9994571283835998
Position 97222: 0.9972290576216264
Position 89488: 0.9947518489454537
Position 94883: 0.9938361595146491
Position 96703: 0.9936972034924264
Position 34728: 0.9927177786173109
Position 40253: 0.9911579797564656
Position 90618: 0.9898538520461622
Position 96380: 0.9869661875437287
Position 97395: 0.9858100026727334
Position 96014: 0.976312620373982
Position 87777: 0.9280961346994804
Position 32640: 0.8612981374230058
Position 104663: 0.3130140043128601
Position 98787: 0.20694527326664044
Position 90189: 0.16595723525471234
Position 86835: 0.15016347961696544
Position 103119: 0.14636271349578736
Position 35771: 0.07534031498052988
Position 104523: 0.0744890519270859
Position 93383: 0.057482194250037394
Position 39073: 0.04871852527763231
Position 103155: 0.040156747602150114
Position 93562: 0.038780989223685676
Position 98376: 0.03574611028673543
Position 105929: 0.03210994844518956
Position 96125: 0.03098925492290347
Position 90358: 0.02263543665788327
Position 105694: 0.02055464823148464
Position 98311: 0.018056574679973663
Position 89811: 0.014932724652919007
Position 104657: 0.01402697666770429
Position 38706: 0.013261088342958915
Position 92832: 0.01232233908489924
Position 100121: 0.011994292592980951
Position 91061: 0.011383622109132014
Position 105737: 0.009208962403232731
Position 92904: 0.009129066602689306
Position 100887: 0.00856949133316532
Position 105535: 0.008429283557228804
Position 97704: 0.008324419390874709
Position 98505: 0.008244631673712942
Position 38788: 0.008137758367995317
Position 91512: 0.007128094895669406
Position 92052: 0.006831394496752375
Position 98328: 0.006102112445829394
Position 97018: 0.00515778171097631
Position 95261: 0.004916624939676902
Position 100349: 0.004885253148179787
Position 92434: 0.004610797479237143
Position 95213: 0.00449754292686078
Position 89761: 0.00349057450365378
Position 40213: 0.003249519199851795
Position 105767: 0.00306963395785765
Position 101727: 0.003047741389247992
Position 95380: 0.0026012279522047645
Position 96183: 0.0025984691441416096
Position 98546: 0.0025693486661573636
Position 95958: 0.002315442017286578
Position 40217: 0.002242772139655265
Position 92885: 0.0020928953676968252
Position 39133: 0.0019025582854374531
Position 96407: 0.001669647033444853
Position 91010: 0.001516212462856439
Position 104624: 0.001486319958079813
Position 98305: 0.0013414269381636296
Position 34931: 0.0012375281094021318
Position 95389: 0.001205850523344362
Position 104913: 0.0011819666202834516
Position 98173: 0.0009668484972810184
Position 96021: 0.0006614448316679951
Position 35953: 0.0006135064577076454
Position 89597: 0.0005740310314575052
Position 96029: 0.0005562888826974
Position 106076: 0.0005258297808598963
Position 95191: 0.0005155796089943097
Position 97858: 0.0004606937709250974
Position 95430: 0.00045746095035599374
Position 104239: 0.0004294491210971261
Position 87228: 0.00041066544088166494
Position 97842: 0.00037993273522853656
Position 100177: 0.0003631170390975471
Position 96826: 0.00035512643990340704
Position 95914: 0.00034305789393287306
Position 98177: 0.00032098691655477245
Position 94847: 0.00030487099739111436
Position 96692: 0.0002935019754332968
Position 97688: 0.000286072910441697
