Gene = dpr19
index = 1674
Annotated 5SS: [ 386 1221 1775 2054 2232 2697]
Annotated 3SS: [1079 1628 1842 2119 2322 2754]
SMsplice 5SS: [ 717 1775 2054 2232 2697]
SMsplice 3SS: [1628 1842 2119 2322 2754]
top_k =  500
Partition function (log Z): 5.236548328099537

Sorted 5' Splice Sites (High to Low Probability):
Position 1775: 0.9965058855161616
Position 2697: 0.9779031604905557
Position 2054: 0.9045747078433081
Position 2232: 0.8657776424899589
Position 717: 0.7285241204262818
Position 1349: 0.1461751204070672
Position 1221: 0.09286145861997067
Position 386: 0.08861733975478672
Position 273: 0.08753907645327796
Position 2259: 0.06510282700274103
Position 2964: 0.032110223949415956
Position 153: 0.022489164809277366
Position 2250: 0.020001233042226303
Position 3018: 0.018491420973413376
Position 3138: 0.014350391574924723
Position 2591: 0.014263454488162217
Position 52: 0.006965790709102355
Position 3317: 0.005736333976589582
Position 789: 0.0030485240384726226
Position 743: 0.002729596205848026
Position 1416: 0.002424493988093065
Position 3321: 0.002136158630857803
Position 509: 0.0020946921571734617
Position 3525: 0.001737559403847571
Position 2928: 0.0015995756203119893
Position 1099: 0.0013783745623390511
Position 532: 0.001246276666122909
Position 3541: 0.0011663905474617509
Position 2925: 0.0011402088262901888
Position 1567: 0.0008922547434582832
Position 1988: 0.0008189501330443898
Position 3369: 0.0008042603022651615
Position 3333: 0.0007103603801367969
Position 355: 0.0006710789101197712
Position 2000: 0.0006341955597765199
Position 1757: 0.0004889227342399428
Position 1283: 0.00041961906122492604
Position 107: 0.00041162784849288383
Position 683: 0.0004068430808499641
Position 655: 0.0003845547859982931
Position 2681: 0.00037893798400036506
Position 665: 0.00034728464627354244
Position 1120: 0.0003454475044409382
Position 3363: 0.00032742556570641124
Position 572: 0.00030966974833346214
Position 984: 0.00029663016457132037
Position 2096: 0.00028471103464539657
Position 566: 0.0002160684410728195
Position 578: 0.00021367682737382388
Position 777: 0.0002132394980431876
Position 340: 0.00020014137595021823
